string,counts,energy_M,feasible
'00000000,141,0,infeasible
'01000000,100,1,infeasible
'10000000,100,1,infeasible
'00000100,96,1,infeasible
'00100000,87,1,infeasible
'00000001,55,1,infeasible
'00010000,48,1,infeasible
'00000010,44,1,infeasible
'00001000,38,1,infeasible
'00100100,62,2,infeasible
'01100000,62,2,infeasible
'00000101,57,2,infeasible
'10100000,54,2,infeasible
'00100001,54,2,infeasible
'10000100,44,2,infeasible
'11000000,40,2,infeasible
'00110000,40,2,infeasible
'10010000,38,2,infeasible
'10000001,38,2,infeasible
'01000100,36,2,infeasible
'00010001,35,2,infeasible
'00001001,31,2,infeasible
'01001000,31,2,infeasible
'00010100,30,2,infeasible
'01000010,30,2,infeasible
'00101000,30,2,infeasible
'10000010,29,2,infeasible
'00000011,29,2,infeasible
'10001000,29,2,infeasible
'01000001,27,2,infeasible
'01010000,25,2,infeasible
'00000110,25,2,infeasible
'00001100,24,2,infeasible
'00011000,23,2,infeasible
'00010010,17,2,infeasible
'00001010,7,2,infeasible
'01000101,52,3,infeasible
'00100101,42,3,infeasible
'10000101,40,3,infeasible
'11100000,39,3,infeasible
'11000001,37,3,infeasible
'01100001,34,3,infeasible
'10100100,33,3,infeasible
'01100100,32,3,infeasible
'00000111,29,3,infeasible
'00011001,29,3,infeasible
'10110000,28,3,infeasible
'10101000,27,3,infeasible
'01010001,26,3,infeasible
'01110000,26,3,infeasible
'01000011,25,3,infeasible
'01010100,25,3,infeasible
'10010100,25,3,infeasible
'10000011,23,3,infeasible
'00110100,23,3,infeasible
'10001001,22,3,infeasible
'11000100,22,3,infeasible
'10000110,22,3,infeasible
'00001101,21,3,infeasible
'00010101,21,3,infeasible
'10010001,20,3,infeasible
'00111000,20,3,infeasible
'00011100,20,3,infeasible
'01011000,19,3,infeasible
'01001100,19,3,infeasible
'00010011,18,3,infeasible
'01000110,17,3,infeasible
'11001000,16,3,infeasible
'01001001,16,3,infeasible
'00010110,16,3,infeasible
'10001100,15,3,infeasible
'11010000,15,3,infeasible
'01101000,15,3,infeasible
'00101100,12,3,infeasible
'10011000,10,3,infeasible
'00001110,10,3,infeasible
'00001011,8,3,infeasible
'10010010,7,3,infeasible
'00011010,5,3,infeasible
'10001010,2,3,infeasible
'11100100,43,4,infeasible
'01100101,37,4,infeasible
'01110100,28,4,infeasible
'10000111,25,4,infeasible
'11010001,24,4,infeasible
'01101100,21,4,infeasible
'01011100,20,4,infeasible
'11011000,19,4,infeasible
'10011100,19,4,infeasible
'10010011,18,4,infeasible
'01011001,18,4,infeasible
'00111100,17,4,infeasible
'10010101,17,4,infeasible
'11010100,16,4,infeasible
'11101000,16,4,infeasible
'10011001,16,4,infeasible
'11110000,16,4,infeasible
'10110100,15,4,infeasible
'11001001,15,4,infeasible
'11001100,15,4,infeasible
'00011011,14,4,infeasible
'00011101,13,4,infeasible
'01000111,13,4,infeasible
'10111000,12,4,infeasible
'10001101,11,4,infeasible
'10001110,11,4,infeasible
'00010111,11,4,infeasible
'10011010,11,4,infeasible
'10010110,10,4,infeasible
'10101100,10,4,infeasible
'10001011,10,4,infeasible
'00001111,9,4,infeasible
'01111000,9,4,infeasible
'00011110,5,4,infeasible
'11011100,21,5,infeasible
'11101100,18,5,infeasible
'01111100,17,5,infeasible
'11011001,16,5,infeasible
'11110100,15,5,infeasible
'10111100,15,5,infeasible
'11111000,12,5,infeasible
'10011011,7,5,infeasible
'10011110,7,5,infeasible
'00011111,6,5,infeasible
'10011101,6,5,infeasible
'10001111,6,5,infeasible
'10010111,5,5,infeasible
'11111100,11,6,infeasible
