string,counts,energy_M,feasible
'00000000,78,0,infeasible
'00000001,77,1,infeasible
'00100000,53,1,infeasible
'10000000,52,1,infeasible
'01000000,51,1,infeasible
'00001000,48,1,infeasible
'00000100,43,1,infeasible
'00010000,38,1,infeasible
'00000010,21,1,infeasible
'00011000,77,2,infeasible
'00010001,69,2,infeasible
'00100001,68,2,infeasible
'01100000,60,2,infeasible
'00001001,58,2,infeasible
'00101000,56,2,infeasible
'00110000,56,2,infeasible
'01000001,54,2,infeasible
'01001000,42,2,infeasible
'10000001,40,2,infeasible
'00100100,38,2,infeasible
'01010000,37,2,infeasible
'00000101,36,2,infeasible
'10100000,35,2,infeasible
'10001000,34,2,infeasible
'10010000,32,2,infeasible
'00010100,31,2,infeasible
'11000000,31,2,infeasible
'01000100,30,2,infeasible
'00001100,27,2,infeasible
'10000100,20,2,infeasible
'00000011,19,2,infeasible
'10000010,18,2,infeasible
'00010010,14,2,infeasible
'00000110,12,2,infeasible
'01000010,11,2,infeasible
'00001010,8,2,infeasible
'00011001,53,3,infeasible
'01010001,45,3,infeasible
'11000001,41,3,infeasible
'10010001,40,3,infeasible
'10001001,40,3,infeasible
'00111000,39,3,infeasible
'10011000,38,3,infeasible
'01011000,37,3,infeasible
'00011100,37,3,infeasible
'00100101,36,3,infeasible
'01001100,35,3,infeasible
'01001001,34,3,infeasible
'10101000,33,3,infeasible
'00010101,32,3,infeasible
'01100001,31,3,infeasible
'11100000,30,3,infeasible
'01101000,30,3,infeasible
'01010100,30,3,infeasible
'00001101,30,3,infeasible
'00110100,29,3,infeasible
'01100100,29,3,infeasible
'10000101,28,3,infeasible
'01000101,27,3,infeasible
'11001000,25,3,infeasible
'10110000,25,3,infeasible
'00101100,25,3,infeasible
'01110000,23,3,infeasible
'10100100,22,3,infeasible
'10010100,22,3,infeasible
'11000100,20,3,infeasible
'10001100,18,3,infeasible
'11010000,18,3,infeasible
'00000111,15,3,infeasible
'01000110,15,3,infeasible
'00010011,15,3,infeasible
'01000011,14,3,infeasible
'00001110,10,3,infeasible
'00001011,10,3,infeasible
