string,counts,energy_M,feasible
'00000000,47,0,infeasible
'00000001,107,1,infeasible
'00100000,80,1,infeasible
'00001000,53,1,infeasible
'00010000,47,1,infeasible
'01000000,45,1,infeasible
'00000100,43,1,infeasible
'10000000,34,1,infeasible
'00000010,18,1,infeasible
'00100001,93,2,infeasible
'10000001,72,2,infeasible
'00000101,59,2,infeasible
'01000001,58,2,infeasible
'01000100,52,2,infeasible
'00010001,47,2,infeasible
'00100100,44,2,infeasible
'00110000,44,2,infeasible
'10100000,40,2,infeasible
'00001001,40,2,infeasible
'00101000,39,2,infeasible
'01100000,38,2,infeasible
'00000011,38,2,infeasible
'10000100,33,2,infeasible
'00010100,30,2,infeasible
'10010000,29,2,infeasible
'00001100,28,2,infeasible
'00011000,27,2,infeasible
'11000000,27,2,infeasible
'10001000,26,2,infeasible
'01001000,24,2,infeasible
'01010000,18,2,infeasible
'00000110,15,2,infeasible
'00010010,13,2,infeasible
'01000010,13,2,infeasible
'10000010,10,2,infeasible
'00001010,8,2,infeasible
'01100100,66,3,infeasible
'11000001,58,3,infeasible
'01100001,55,3,infeasible
'00100101,54,3,infeasible
'01010100,51,3,infeasible
'00010101,43,3,infeasible
'01101000,42,3,infeasible
'11000100,41,3,infeasible
'01000101,39,3,infeasible
'10000101,37,3,infeasible
'10001001,32,3,infeasible
'00001101,31,3,infeasible
'11100000,30,3,infeasible
'01010001,30,3,infeasible
'00110100,30,3,infeasible
'10100100,30,3,infeasible
'10010001,28,3,infeasible
'01001100,28,3,infeasible
'00011001,28,3,infeasible
'10000011,27,3,infeasible
'00111000,25,3,infeasible
'00011100,25,3,infeasible
'10101000,23,3,infeasible
'01011000,22,3,infeasible
'11001000,22,3,infeasible
'10011000,21,3,infeasible
'01001001,21,3,infeasible
'01110000,21,3,infeasible
'11010000,21,3,infeasible
'00101100,20,3,infeasible
'10110000,19,3,infeasible
'01000110,18,3,infeasible
'10001100,18,3,infeasible
'10010100,16,3,infeasible
'00010011,15,3,infeasible
'00000111,13,3,infeasible
'01000011,12,3,infeasible
'10000110,11,3,infeasible
'00010110,10,3,infeasible
'10001010,9,3,infeasible
'00001011,9,3,infeasible
'10010010,9,3,infeasible
'00011010,6,3,infeasible
'00001110,5,3,infeasible
