string,counts,energy_M,feasible
'00000000,40,0,infeasible
'00100000,125,1,infeasible
'10000000,37,1,infeasible
'00010000,35,1,infeasible
'00000100,33,1,infeasible
'01000000,28,1,infeasible
'00000001,25,1,infeasible
'00000010,21,1,infeasible
'00001000,20,1,infeasible
'10100000,69,2,infeasible
'00100001,66,2,infeasible
'01100000,64,2,infeasible
'01000100,47,2,infeasible
'00110000,47,2,infeasible
'00100100,43,2,infeasible
'00101000,36,2,infeasible
'11000000,32,2,infeasible
'01000001,30,2,infeasible
'00010001,30,2,infeasible
'01010000,28,2,infeasible
'10000001,28,2,infeasible
'00000101,27,2,infeasible
'00011000,26,2,infeasible
'10000100,23,2,infeasible
'01001000,19,2,infeasible
'00001001,18,2,infeasible
'00010100,18,2,infeasible
'10000010,18,2,infeasible
'00000011,17,2,infeasible
'00001010,17,2,infeasible
'01000010,17,2,infeasible
'10010000,15,2,infeasible
'00010010,15,2,infeasible
'10001000,14,2,infeasible
'00001100,12,2,infeasible
'00000110,10,2,infeasible
'11100000,53,3,infeasible
'10100100,48,3,infeasible
'01100100,47,3,infeasible
'00111000,39,3,infeasible
'00100101,34,3,infeasible
'00011001,34,3,infeasible
'01110000,32,3,infeasible
'10110000,32,3,infeasible
'10101000,32,3,infeasible
'01100001,31,3,infeasible
'01000101,31,3,infeasible
'00110100,30,3,infeasible
'01001100,27,3,infeasible
'01010100,26,3,infeasible
'01010001,26,3,infeasible
'11000100,26,3,infeasible
'00101100,25,3,infeasible
'01001001,24,3,infeasible
'00010101,23,3,infeasible
'00011100,23,3,infeasible
'01101000,21,3,infeasible
'00001101,20,3,infeasible
'11001000,20,3,infeasible
'10000101,20,3,infeasible
'10001001,20,3,infeasible
'10010001,20,3,infeasible
'01011000,19,3,infeasible
'11000001,18,3,infeasible
'10010100,18,3,infeasible
'10011000,17,3,infeasible
'10010010,17,3,infeasible
'11010000,16,3,infeasible
'10001100,12,3,infeasible
'10000011,11,3,infeasible
'00011010,10,3,infeasible
'01000011,9,3,infeasible
'00001011,9,3,infeasible
'10001010,9,3,infeasible
'00010011,8,3,infeasible
'01000110,8,3,infeasible
'00010110,8,3,infeasible
'10000110,8,3,infeasible
'00000111,5,3,infeasible
'00001110,4,3,infeasible
'11100100,51,4,infeasible
'01100101,49,4,infeasible
'01101100,47,4,infeasible
'00111100,42,4,infeasible
'01011001,36,4,infeasible
'01110100,36,4,infeasible
'11110000,35,4,infeasible
'00011101,33,4,infeasible
'01111000,26,4,infeasible
'10011001,24,4,infeasible
'10001101,23,4,infeasible
'01011100,23,4,infeasible
'11101000,23,4,infeasible
'11001100,23,4,infeasible
'11010100,19,4,infeasible
'11001001,18,4,infeasible
'10111000,18,4,infeasible
'11011000,18,4,infeasible
'10101100,18,4,infeasible
'00011011,17,4,infeasible
'11010001,17,4,infeasible
'10110100,14,4,infeasible
'10011100,12,4,infeasible
'10010101,12,4,infeasible
'00001111,11,4,infeasible
'10001011,11,4,infeasible
'01000111,10,4,infeasible
'10010110,9,4,infeasible
'10011010,8,4,infeasible
'10000111,8,4,infeasible
'00010111,8,4,infeasible
'10001110,8,4,infeasible
'00011110,7,4,infeasible
'10010011,6,4,infeasible
'01111100,31,5,infeasible
'11110100,30,5,infeasible
'11011001,28,5,infeasible
'11101100,27,5,infeasible
'11111000,19,5,infeasible
'10111100,16,5,infeasible
'10011101,16,5,infeasible
'11011100,16,5,infeasible
'10011011,11,5,infeasible
'00011111,10,5,infeasible
'10010111,7,5,infeasible
'10001111,3,5,infeasible
'10011110,3,5,infeasible
'11111100,12,6,infeasible
'10011111,6,6,infeasible
'00100010,33,2,feasible
'00101001,47,3,feasible
'00110001,46,3,feasible
'10100001,42,3,feasible
'10100010,27,3,feasible
'01100010,26,3,feasible
'00100011,20,3,feasible
'00100110,18,3,feasible
'00101010,15,3,feasible
'11000010,14,3,feasible
'01001010,14,3,feasible
'00110010,8,3,feasible
'01010010,6,3,feasible
'01101001,41,4,feasible
'01110001,36,4,feasible
'10100101,31,4,feasible
'00111001,31,4,feasible
'11100001,26,4,feasible
'01010101,24,4,feasible
'11000101,24,4,feasible
'01001101,23,4,feasible
'00110101,23,4,feasible
'00101101,23,4,feasible
'10101001,23,4,feasible
'10110001,21,4,feasible
'00101011,16,4,feasible
'00110110,15,4,feasible
'00100111,14,4,feasible
'01010110,14,4,feasible
'00101110,14,4,feasible
'00111010,14,4,feasible
'00110011,14,4,feasible
'10101010,13,4,feasible
'01100110,12,4,feasible
'10100011,12,4,feasible
'01001011,12,4,feasible
'10110010,11,4,feasible
'11100010,11,4,feasible
