string,counts,energy_M,feasible
'00000000,59,0,infeasible
'00001000,71,1,infeasible
'00000100,58,1,infeasible
'00010000,54,1,infeasible
'01000000,53,1,infeasible
'00100000,44,1,infeasible
'00000001,40,1,infeasible
'10000000,28,1,infeasible
'00000010,15,1,infeasible
'01000100,63,2,infeasible
'00011000,58,2,infeasible
'00100001,50,2,infeasible
'00001001,49,2,infeasible
'00000101,49,2,infeasible
'10010000,39,2,infeasible
'01000001,39,2,infeasible
'00010001,37,2,infeasible
'01100000,36,2,infeasible
'10001000,36,2,infeasible
'11000000,35,2,infeasible
'00100100,32,2,infeasible
'00101000,32,2,infeasible
'01001000,32,2,infeasible
'01010000,30,2,infeasible
'10100000,29,2,infeasible
'00001100,26,2,infeasible
'10000100,25,2,infeasible
'00010100,24,2,infeasible
'00110000,21,2,infeasible
'10000001,21,2,infeasible
'00001010,14,2,infeasible
'00000011,12,2,infeasible
'00000110,11,2,infeasible
'10000010,9,2,infeasible
'00010010,8,2,infeasible
'01000010,6,2,infeasible
'01011000,46,3,infeasible
'00011001,46,3,infeasible
'10011000,44,3,infeasible
'01010100,40,3,infeasible
'11000100,39,3,infeasible
'00011100,38,3,infeasible
'01010001,37,3,infeasible
'00100101,37,3,infeasible
'01001001,36,3,infeasible
'01100001,34,3,infeasible
'01100100,33,3,infeasible
'01101000,32,3,infeasible
'11010000,32,3,infeasible
'10001001,31,3,infeasible
'01000101,30,3,infeasible
'00111000,30,3,infeasible
'00001101,28,3,infeasible
'10000101,27,3,infeasible
'11000001,26,3,infeasible
'00110100,26,3,infeasible
'01001100,25,3,infeasible
'11001000,24,3,infeasible
'10001100,24,3,infeasible
'10010100,23,3,infeasible
'00101100,23,3,infeasible
'00010101,22,3,infeasible
'10010001,22,3,infeasible
'10100100,22,3,infeasible
'01110000,19,3,infeasible
'10110000,18,3,infeasible
'11100000,18,3,infeasible
'10101000,18,3,infeasible
'00011010,18,3,infeasible
'01000110,15,3,infeasible
'00001110,14,3,infeasible
'00010110,13,3,infeasible
'10001010,12,3,infeasible
'01000011,11,3,infeasible
'00001011,9,3,infeasible
'00000111,9,3,infeasible
'00010011,7,3,infeasible
'10010010,7,3,infeasible
'10000011,6,3,infeasible
'10000110,6,3,infeasible
'01100101,53,4,infeasible
'10011001,41,4,infeasible
'01011001,40,4,infeasible
'10011100,31,4,infeasible
'01101100,31,4,infeasible
'01111000,30,4,infeasible
'00011101,30,4,infeasible
'11100100,30,4,infeasible
'01011100,29,4,infeasible
'11001100,29,4,infeasible
'00111100,27,4,infeasible
'01110100,27,4,infeasible
'11011000,25,4,infeasible
'10001101,25,4,infeasible
'10111000,24,4,infeasible
'11010100,23,4,infeasible
'11110000,22,4,infeasible
'11010001,20,4,infeasible
'10010101,20,4,infeasible
'11001001,18,4,infeasible
'10101100,17,4,infeasible
'00011011,15,4,infeasible
'10110100,15,4,infeasible
'11101000,14,4,infeasible
'10001011,14,4,infeasible
'00010111,11,4,infeasible
'10010110,10,4,infeasible
'10000111,10,4,infeasible
'01000111,9,4,infeasible
'00001111,9,4,infeasible
'00011110,8,4,infeasible
'10001110,6,4,infeasible
'10011010,6,4,infeasible
'10010011,5,4,infeasible
'01111100,39,5,infeasible
'10111100,27,5,infeasible
'11011001,25,5,infeasible
'10011101,25,5,infeasible
'11011100,24,5,infeasible
'11111000,15,5,infeasible
'11110100,13,5,infeasible
'11101100,13,5,infeasible
'00011111,13,5,infeasible
'10011011,8,5,infeasible
'10011110,8,5,infeasible
'10001111,6,5,infeasible
'10010111,4,5,infeasible
'11111100,26,6,infeasible
'10011111,12,6,infeasible
'00100010,18,2,feasible
'00110001,31,3,feasible
'00101001,26,3,feasible
'10100001,19,3,feasible
'00100011,14,3,feasible
'10100010,13,3,feasible
'00110010,12,3,feasible
'01100010,12,3,feasible
'01010010,11,3,feasible
'00101010,7,3,feasible
'00100110,6,3,feasible
'01001010,6,3,feasible
'11000010,5,3,feasible
'00111001,52,4,feasible
'01101001,33,4,feasible
'11000101,29,4,feasible
'01001101,26,4,feasible
'01010101,24,4,feasible
'00101101,23,4,feasible
'10100101,23,4,feasible
'00110101,23,4,feasible
'10110001,21,4,feasible
'11100001,18,4,feasible
'00101011,16,4,feasible
'01110001,15,4,feasible
'10101001,14,4,feasible
'01001110,14,4,feasible
'00100111,13,4,feasible
'01110010,12,4,feasible
'01001011,11,4,feasible
'11000110,11,4,feasible
'01011010,10,4,feasible
'01010110,10,4,feasible
'00110011,10,4,feasible
'00101110,10,4,feasible
'11000011,9,4,feasible
'00111010,9,4,feasible
'10100110,9,4,feasible
'01100011,8,4,feasible
'11001010,8,4,feasible
'11010010,7,4,feasible
'10110010,7,4,feasible
'10100011,7,4,feasible
'01010011,7,4,feasible
'01100110,7,4,feasible
'01101010,7,4,feasible
'00110110,5,4,feasible
'11100010,5,4,feasible
'10101010,4,4,feasible
'01110101,38,5,feasible
'11100101,37,5,feasible
'01011101,35,5,feasible
'00111101,30,5,feasible
'10111001,27,5,feasible
'01101101,27,5,feasible
'01111001,26,5,feasible
'11110001,22,5,feasible
'10110101,22,5,feasible
'11001101,20,5,feasible
'10101101,16,5,feasible
'01110110,16,5,feasible
'01011110,15,5,feasible
'11010101,14,5,feasible
'11001011,13,5,feasible
'01001111,13,5,feasible
'11101001,13,5,feasible
'11100011,12,5,feasible
'01100111,12,5,feasible
'01101110,11,5,feasible
'01011011,10,5,feasible
'11000111,10,5,feasible
'10101011,9,5,feasible
'00110111,9,5,feasible
'00111011,9,5,feasible
'11010110,9,5,feasible
'00101111,8,5,feasible
'01010111,8,5,feasible
'01110011,8,5,feasible
'10100111,8,5,feasible
'10110011,7,5,feasible
'11010011,7,5,feasible
'01101011,7,5,feasible
'11100110,7,5,feasible
'10110110,7,5,feasible
'01111010,7,5,feasible
