string,counts,energy_M,feasible
'00000000,29,0,infeasible
'00000001,43,1,infeasible
'00100000,33,1,infeasible
'01000000,28,1,infeasible
'00001000,28,1,infeasible
'00010000,27,1,infeasible
'00000100,22,1,infeasible
'10000000,18,1,infeasible
'00000010,14,1,infeasible
'00011000,61,2,infeasible
'00100100,50,2,infeasible
'00100001,48,2,infeasible
'00110000,46,2,infeasible
'00101000,40,2,infeasible
'01000001,39,2,infeasible
'01100000,38,2,infeasible
'01000100,37,2,infeasible
'00000101,35,2,infeasible
'00001001,30,2,infeasible
'00010100,28,2,infeasible
'00010001,24,2,infeasible
'00000011,23,2,infeasible
'01010000,23,2,infeasible
'10000001,22,2,infeasible
'01001000,22,2,infeasible
'10001000,22,2,infeasible
'10010000,21,2,infeasible
'10000100,20,2,infeasible
'00001100,17,2,infeasible
'10100000,17,2,infeasible
'11000000,16,2,infeasible
'00010010,10,2,infeasible
'01000010,9,2,infeasible
'00001010,7,2,infeasible
'00000110,6,2,infeasible
'10000010,5,2,infeasible
'00111000,69,3,infeasible
'00011001,56,3,infeasible
'01100100,53,3,infeasible
'10011000,46,3,infeasible
'01000101,41,3,infeasible
'00110100,37,3,infeasible
'01001100,34,3,infeasible
'01101000,34,3,infeasible
'00010101,34,3,infeasible
'00100101,33,3,infeasible
'10110000,33,3,infeasible
'00101100,33,3,infeasible
'11100000,32,3,infeasible
'01110000,31,3,infeasible
'01011000,30,3,infeasible
'11000100,30,3,infeasible
'10100100,29,3,infeasible
'00011100,29,3,infeasible
'01010100,26,3,infeasible
'00001101,26,3,infeasible
'10101000,26,3,infeasible
'11000001,25,3,infeasible
'10010001,25,3,infeasible
'01001001,24,3,infeasible
'10001001,23,3,infeasible
'01010001,22,3,infeasible
'01100001,22,3,infeasible
'11001000,21,3,infeasible
'11010000,20,3,infeasible
'00011010,19,3,infeasible
'10000011,17,3,infeasible
'01000110,17,3,infeasible
'10010100,16,3,infeasible
'10001100,16,3,infeasible
'00010011,15,3,infeasible
'10010010,14,3,infeasible
'01000011,13,3,infeasible
'00001011,12,3,infeasible
'10000101,12,3,infeasible
'00010110,11,3,infeasible
'10000110,11,3,infeasible
'00000111,11,3,infeasible
'10001010,9,3,infeasible
'00001110,6,3,infeasible
'01100101,55,4,infeasible
'10111000,50,4,infeasible
'01111000,43,4,infeasible
'01011100,42,4,infeasible
'10011001,38,4,infeasible
'01101100,38,4,infeasible
'00111100,36,4,infeasible
'11100100,36,4,infeasible
'01011001,34,4,infeasible
'01110100,30,4,infeasible
'11101000,29,4,infeasible
'11011000,28,4,infeasible
'00011101,27,4,infeasible
'11001100,26,4,infeasible
'10011100,26,4,infeasible
'10110100,24,4,infeasible
'11110000,22,4,infeasible
'10001101,22,4,infeasible
'10101100,22,4,infeasible
'11001001,21,4,infeasible
'11010100,21,4,infeasible
'00011011,18,4,infeasible
'11010001,17,4,infeasible
'10011010,16,4,infeasible
'10001011,14,4,infeasible
'10010101,13,4,infeasible
'10010011,12,4,infeasible
'00010111,12,4,infeasible
'00011110,12,4,infeasible
'10000111,10,4,infeasible
'10010110,8,4,infeasible
'10001110,7,4,infeasible
'00001111,5,4,infeasible
'01000111,3,4,infeasible
'11111000,40,5,infeasible
'10111100,33,5,infeasible
'01111100,32,5,infeasible
'11011100,31,5,infeasible
'11101100,27,5,infeasible
'11011001,26,5,infeasible
'11110100,22,5,infeasible
'10011101,21,5,infeasible
'10011011,16,5,infeasible
'10011110,14,5,infeasible
'00011111,9,5,infeasible
'10001111,8,5,infeasible
'10010111,7,5,infeasible
'11111100,18,6,infeasible
'10011111,12,6,infeasible
'00100010,12,2,feasible
'00110001,35,3,feasible
'00101001,31,3,feasible
'10100001,29,3,feasible
'01001010,12,3,feasible
'00100011,11,3,feasible
'00110010,10,3,feasible
'11000010,10,3,feasible
'00101010,9,3,feasible
'01010010,8,3,feasible
'01100010,7,3,feasible
'00100110,6,3,feasible
'10100010,5,3,feasible
'00111001,39,4,feasible
'11000101,32,4,feasible
'11100001,31,4,feasible
'01110001,29,4,feasible
'10101001,28,4,feasible
'01010101,24,4,feasible
'01101001,22,4,feasible
'00110101,21,4,feasible
'10110001,20,4,feasible
'00111010,19,4,feasible
'00101101,18,4,feasible
'10100101,18,4,feasible
'01001101,18,4,feasible
'00101110,16,4,feasible
'00110011,16,4,feasible
'01010011,16,4,feasible
'00110110,14,4,feasible
'01010110,14,4,feasible
'00101011,13,4,feasible
'10101010,13,4,feasible
'11000110,12,4,feasible
'01011010,11,4,feasible
'01100011,11,4,feasible
'11000011,11,4,feasible
'00100111,10,4,feasible
'11010010,9,4,feasible
'01100110,9,4,feasible
'11001010,9,4,feasible
'10100011,8,4,feasible
'10110010,8,4,feasible
'01110010,8,4,feasible
'01001011,6,4,feasible
'01001110,5,4,feasible
'10100110,5,4,feasible
'11100010,3,4,feasible
'01101010,2,4,feasible
'01110101,35,5,feasible
'00111101,33,5,feasible
'10111001,30,5,feasible
'01011101,30,5,feasible
'11100101,30,5,feasible
'01111001,27,5,feasible
'01101101,25,5,feasible
'10101101,25,5,feasible
'11101001,20,5,feasible
'01011011,20,5,feasible
'11100110,19,5,feasible
'11010101,19,5,feasible
'01100111,17,5,feasible
'00111011,16,5,feasible
'10110101,16,5,feasible
'11110001,16,5,feasible
'11011010,16,5,feasible
'01111010,14,5,feasible
'10110110,13,5,feasible
'11000111,13,5,feasible
'11001101,13,5,feasible
'01011110,12,5,feasible
'01101110,12,5,feasible
'10111010,11,5,feasible
'01010111,11,5,feasible
'01110011,10,5,feasible
'11101010,9,5,feasible
'11110010,9,5,feasible
'00110111,9,5,feasible
'11001011,9,5,feasible
'10101110,8,5,feasible
'00101111,8,5,feasible
'10101011,8,5,feasible
'11100011,8,5,feasible
'11001110,7,5,feasible
'01110110,6,5,feasible
'01101011,6,5,feasible
'00111110,6,5,feasible
'01001111,6,5,feasible
'10100111,5,5,feasible
'10110011,4,5,feasible
'11010011,4,5,feasible
'11010110,3,5,feasible
'11111001,30,6,feasible
'01111101,27,6,feasible
'11110101,26,6,feasible
'11011101,23,6,feasible
'10111101,22,6,feasible
'01111011,16,6,feasible
'10111011,14,6,feasible
'01111110,12,6,feasible
