string,counts,energy_M,feasible
'00000000,68,0,infeasible
'00100000,113,1,infeasible
'00000100,50,1,infeasible
'00010000,48,1,infeasible
'10000000,44,1,infeasible
'00001000,42,1,infeasible
'01000000,39,1,infeasible
'00000001,35,1,infeasible
'00000010,23,1,infeasible
'01100000,68,2,infeasible
'10100000,64,2,infeasible
'00100001,63,2,infeasible
'00110000,60,2,infeasible
'00100100,45,2,infeasible
'00101000,43,2,infeasible
'00011000,40,2,infeasible
'11000000,37,2,infeasible
'00010100,35,2,infeasible
'01000001,35,2,infeasible
'10010000,34,2,infeasible
'01010000,33,2,infeasible
'01000100,33,2,infeasible
'10000100,28,2,infeasible
'01001000,27,2,infeasible
'00001001,27,2,infeasible
'00010001,27,2,infeasible
'00001100,26,2,infeasible
'10001000,24,2,infeasible
'00000101,23,2,infeasible
'10000001,19,2,infeasible
'00010010,16,2,infeasible
'00000110,16,2,infeasible
'01000010,12,2,infeasible
'00000011,11,2,infeasible
'10000010,10,2,infeasible
'00001010,7,2,infeasible
'01100001,53,3,infeasible
'10100100,49,3,infeasible
'11100000,42,3,infeasible
'00110100,41,3,infeasible
'00011100,35,3,infeasible
'10101000,32,3,infeasible
'01010100,31,3,infeasible
'01101000,30,3,infeasible
'01110000,29,3,infeasible
'00100101,29,3,infeasible
'10011000,27,3,infeasible
'01100100,27,3,infeasible
'00111000,27,3,infeasible
'00011001,27,3,infeasible
'01001001,26,3,infeasible
'01000101,26,3,infeasible
'10001001,26,3,infeasible
'10110000,26,3,infeasible
'10010001,24,3,infeasible
'01010001,24,3,infeasible
'00101100,24,3,infeasible
'10001100,24,3,infeasible
'11000100,23,3,infeasible
'10010100,23,3,infeasible
'11001000,22,3,infeasible
'01011000,21,3,infeasible
'00011010,21,3,infeasible
'00001101,21,3,infeasible
'00010101,20,3,infeasible
'10000101,20,3,infeasible
'01001100,19,3,infeasible
'11000001,16,3,infeasible
'11010000,16,3,infeasible
'00010011,16,3,infeasible
'10000110,11,3,infeasible
'10000011,11,3,infeasible
'00001110,10,3,infeasible
'00010110,10,3,infeasible
'10001010,9,3,infeasible
'00001011,9,3,infeasible
'10010010,8,3,infeasible
