string,counts,energy_M,feasible
'00000000,60,0,infeasible
'00000001,42,1,infeasible
'00100000,40,1,infeasible
'01000000,40,1,infeasible
'10000000,37,1,infeasible
'00000010,37,1,infeasible
'00010000,35,1,infeasible
'00001000,33,1,infeasible
'00000100,28,1,infeasible
'00100001,59,2,infeasible
'01000100,45,2,infeasible
'00011000,43,2,infeasible
'10100000,42,2,infeasible
'00001001,42,2,infeasible
'01100000,42,2,infeasible
'00110000,42,2,infeasible
'00100100,37,2,infeasible
'00000101,36,2,infeasible
'11000000,32,2,infeasible
'01010000,30,2,infeasible
'10000100,30,2,infeasible
'10000001,29,2,infeasible
'00010001,29,2,infeasible
'00010100,28,2,infeasible
'10000010,28,2,infeasible
'10001000,24,2,infeasible
'00101000,24,2,infeasible
'01001000,24,2,infeasible
'00000011,23,2,infeasible
'00010010,21,2,infeasible
'00000110,21,2,infeasible
'01000001,20,2,infeasible
'00001100,18,2,infeasible
'01000010,17,2,infeasible
'00001010,16,2,infeasible
'10010000,15,2,infeasible
'01000101,42,3,infeasible
'01001100,33,3,infeasible
'01100100,33,3,infeasible
'10010001,30,3,infeasible
'00100101,29,3,infeasible
'01100001,28,3,infeasible
'00010011,28,3,infeasible
'01010100,28,3,infeasible
'00010101,28,3,infeasible
'00110100,28,3,infeasible
'01011000,26,3,infeasible
'10000011,26,3,infeasible
'01001001,26,3,infeasible
'10010100,26,3,infeasible
'00101100,25,3,infeasible
'11000100,25,3,infeasible
'10100100,24,3,infeasible
'10000101,24,3,infeasible
'00011100,24,3,infeasible
'01110000,24,3,infeasible
'00011001,24,3,infeasible
'01010001,24,3,infeasible
'11000001,23,3,infeasible
'10110000,23,3,infeasible
'10001001,23,3,infeasible
'01101000,23,3,infeasible
'10000110,22,3,infeasible
'00001101,21,3,infeasible
'11100000,21,3,infeasible
'11001000,21,3,infeasible
'00111000,20,3,infeasible
'10010010,19,3,infeasible
'10011000,18,3,infeasible
'00011010,18,3,infeasible
'10101000,17,3,infeasible
'01000011,16,3,infeasible
'10001100,16,3,infeasible
'11010000,14,3,infeasible
'00001011,14,3,infeasible
'00001110,13,3,infeasible
'00000111,12,3,infeasible
'01000110,11,3,infeasible
'10001010,10,3,infeasible
'00010110,8,3,infeasible
'01100101,33,4,infeasible
'01011100,33,4,infeasible
'00011101,31,4,infeasible
'01110100,31,4,infeasible
'01101100,27,4,infeasible
'01111000,27,4,infeasible
'11011000,24,4,infeasible
'11010100,24,4,infeasible
'10011001,22,4,infeasible
'10011010,22,4,infeasible
'11100100,22,4,infeasible
'01011001,21,4,infeasible
'10001101,21,4,infeasible
'11001100,21,4,infeasible
'10010101,21,4,infeasible
'10010110,20,4,infeasible
'00111100,20,4,infeasible
'10001110,19,4,infeasible
'11010001,19,4,infeasible
'10000111,19,4,infeasible
'10011100,18,4,infeasible
'10110100,17,4,infeasible
'11101000,17,4,infeasible
'01000111,17,4,infeasible
'11110000,16,4,infeasible
'10111000,15,4,infeasible
'00010111,15,4,infeasible
'10001011,15,4,infeasible
'11001001,14,4,infeasible
'00011110,12,4,infeasible
'00001111,11,4,infeasible
'10010011,11,4,infeasible
'10101100,10,4,infeasible
'00011011,6,4,infeasible
'01111100,36,5,infeasible
'11011100,31,5,infeasible
'11011001,23,5,infeasible
'00011111,22,5,infeasible
'10001111,17,5,infeasible
'11101100,16,5,infeasible
'10111100,16,5,infeasible
'11111000,15,5,infeasible
'10010111,14,5,infeasible
'10011110,13,5,infeasible
'11110100,13,5,infeasible
'10011101,13,5,infeasible
'10011011,11,5,infeasible
'11111100,15,6,infeasible
'10011111,10,6,infeasible
'00100010,30,2,feasible
'10100001,37,3,feasible
'00110001,33,3,feasible
'00100011,29,3,feasible
'00101001,23,3,feasible
'10100010,20,3,feasible
'00100110,18,3,feasible
'00110010,17,3,feasible
'01100010,16,3,feasible
'11000010,16,3,feasible
'01010010,12,3,feasible
'01001010,9,3,feasible
'00101010,6,3,feasible
'11100001,34,4,feasible
'10100101,28,4,feasible
'10100011,28,4,feasible
'01001101,27,4,feasible
'10101001,26,4,feasible
'01010101,25,4,feasible
'11000101,23,4,feasible
'01100011,22,4,feasible
'01010110,22,4,feasible
'00111001,20,4,feasible
'01110001,19,4,feasible
'00110011,19,4,feasible
'01101001,18,4,feasible
'00100111,18,4,feasible
'00110101,17,4,feasible
'11000011,16,4,feasible
'01010011,16,4,feasible
'00101101,16,4,feasible
'10110001,14,4,feasible
'10100110,13,4,feasible
'11100010,13,4,feasible
'00101110,13,4,feasible
'11000110,12,4,feasible
'01110010,12,4,feasible
'10101010,12,4,feasible
'01011010,12,4,feasible
'01001110,11,4,feasible
'00101011,11,4,feasible
'01101010,10,4,feasible
'01001011,10,4,feasible
'11010010,9,4,feasible
'11001010,8,4,feasible
'00111010,7,4,feasible
'00110110,7,4,feasible
'10110010,6,4,feasible
'01100110,6,4,feasible
'01110101,25,5,feasible
'11100101,24,5,feasible
'01011101,23,5,feasible
'11010101,22,5,feasible
'11001101,21,5,feasible
'01101101,20,5,feasible
'00111101,20,5,feasible
'01011011,19,5,feasible
'10100111,19,5,feasible
'11010011,19,5,feasible
'00110111,18,5,feasible
'10101101,17,5,feasible
'11000111,17,5,feasible
'01100111,16,5,feasible
'01111010,16,5,feasible
'11100011,16,5,feasible
'01101110,15,5,feasible
'01111001,15,5,feasible
'10110011,15,5,feasible
'11011010,15,5,feasible
'10110101,14,5,feasible
'01001111,14,5,feasible
'11101001,14,5,feasible
'01011110,13,5,feasible
'00111011,13,5,feasible
'10111001,13,5,feasible
'01101011,12,5,feasible
'01010111,12,5,feasible
'11010110,12,5,feasible
'11101010,11,5,feasible
'11001011,10,5,feasible
'11001110,10,5,feasible
'11110010,9,5,feasible
'10101011,9,5,feasible
'00101111,9,5,feasible
'10110110,9,5,feasible
'11110001,9,5,feasible
'01110110,8,5,feasible
'10111010,8,5,feasible
'11100110,7,5,feasible
'01110011,7,5,feasible
'00111110,6,5,feasible
'10101110,5,5,feasible
'01111101,41,6,feasible
'11110101,19,6,feasible
'11101011,18,6,feasible
'11111001,17,6,feasible
'10111101,17,6,feasible
'11010111,15,6,feasible
'11101101,15,6,feasible
'11011101,14,6,feasible
'10101111,14,6,feasible
'10110111,14,6,feasible
'01101111,14,6,feasible
'11001111,14,6,feasible
'11011011,13,6,feasible
'01110111,12,6,feasible
'01111011,12,6,feasible
'01011111,12,6,feasible
'11100111,11,6,feasible
'11110110,11,6,feasible
'11101110,10,6,feasible
'11011110,10,6,feasible
'01111110,9,6,feasible
'00111111,9,6,feasible
'11111010,8,6,feasible
'11110011,8,6,feasible
'10111011,7,6,feasible
'10111110,5,6,feasible
'11111101,24,7,feasible
'11011111,18,7,feasible
'01111111,15,7,feasible
'11101111,11,7,feasible
'11110111,10,7,feasible
'10111111,9,7,feasible
'11111011,5,7,feasible
'11111110,3,7,feasible
'11111111,11,8,feasible
