string,counts,energy_M,feasible
'00000000,103,0,infeasible
'00100000,104,1,infeasible
'10000000,56,1,infeasible
'01000000,51,1,infeasible
'00010000,45,1,infeasible
'00001000,43,1,infeasible
'00000001,36,1,infeasible
'00000100,32,1,infeasible
'00000010,26,1,infeasible
'00101000,48,2,infeasible
'10100000,47,2,infeasible
'00100001,46,2,infeasible
'00110000,44,2,infeasible
'01000001,38,2,infeasible
'10010000,37,2,infeasible
'01000100,35,2,infeasible
'01100000,34,2,infeasible
'00100100,33,2,infeasible
'00011000,32,2,infeasible
'00001001,29,2,infeasible
'01001000,29,2,infeasible
'10000100,28,2,infeasible
'10000001,27,2,infeasible
'11000000,26,2,infeasible
'00010001,22,2,infeasible
'00001100,21,2,infeasible
'01010000,20,2,infeasible
'00000101,19,2,infeasible
'00010100,18,2,infeasible
'10000010,17,2,infeasible
'01000010,16,2,infeasible
'00000110,16,2,infeasible
'00001010,15,2,infeasible
'00010010,14,2,infeasible
'10001000,11,2,infeasible
'00000011,11,2,infeasible
'10110000,40,3,infeasible
'00111000,39,3,infeasible
'01011000,34,3,infeasible
'01110000,33,3,infeasible
'00001101,31,3,infeasible
'00101100,31,3,infeasible
'01000101,30,3,infeasible
'10001001,29,3,infeasible
'00011100,26,3,infeasible
'01001001,25,3,infeasible
'01010001,25,3,infeasible
'00110100,25,3,infeasible
'10101000,24,3,infeasible
'11100000,24,3,infeasible
'01100100,24,3,infeasible
'01100001,23,3,infeasible
'00010101,23,3,infeasible
'10010100,23,3,infeasible
'11001000,22,3,infeasible
'01101000,22,3,infeasible
'00011001,22,3,infeasible
'10011000,21,3,infeasible
'11000001,20,3,infeasible
'00100101,20,3,infeasible
'01001100,20,3,infeasible
'10100100,19,3,infeasible
'11000100,19,3,infeasible
'01010100,18,3,infeasible
'00001110,18,3,infeasible
'00001011,16,3,infeasible
'10000101,15,3,infeasible
'10000011,15,3,infeasible
'10010001,15,3,infeasible
'11010000,14,3,infeasible
'00010110,14,3,infeasible
'10001100,12,3,infeasible
'10010010,12,3,infeasible
'01000011,12,3,infeasible
'00011010,9,3,infeasible
'10000110,9,3,infeasible
'00000111,8,3,infeasible
'00010011,7,3,infeasible
'01000110,7,3,infeasible
'10001010,5,3,infeasible
'01111000,41,4,infeasible
'00111100,34,4,infeasible
'01011100,30,4,infeasible
'10111000,27,4,infeasible
'01101100,27,4,infeasible
'01011001,27,4,infeasible
'01100101,26,4,infeasible
'01000111,20,4,infeasible
'10011001,20,4,infeasible
'11101000,19,4,infeasible
'00011101,19,4,infeasible
'11011000,19,4,infeasible
'11010100,19,4,infeasible
'00001111,19,4,infeasible
'10011100,18,4,infeasible
'11110000,18,4,infeasible
'11001100,18,4,infeasible
'11100100,17,4,infeasible
'01110100,17,4,infeasible
'10110100,17,4,infeasible
'11001001,16,4,infeasible
'10010101,14,4,infeasible
'00011110,14,4,infeasible
'10101100,13,4,infeasible
'00011011,13,4,infeasible
'10001101,12,4,infeasible
'11010001,12,4,infeasible
'10000111,11,4,infeasible
'00010111,11,4,infeasible
'10001011,11,4,infeasible
'10001110,8,4,infeasible
'10011010,8,4,infeasible
'10010110,7,4,infeasible
'10010011,3,4,infeasible
'01111100,44,5,infeasible
'11011100,31,5,infeasible
'10011101,29,5,infeasible
'11111000,26,5,infeasible
'10111100,23,5,infeasible
'11101100,22,5,infeasible
'11011001,16,5,infeasible
'10001111,15,5,infeasible
'11110100,12,5,infeasible
'10011110,11,5,infeasible
'00011111,11,5,infeasible
'10011011,8,5,infeasible
'10010111,7,5,infeasible
'11111100,34,6,infeasible
'10011111,10,6,infeasible
'00100010,12,2,feasible
'00101001,39,3,feasible
'00110001,35,3,feasible
'10100001,24,3,feasible
'00100011,17,3,feasible
'00110010,15,3,feasible
'10100010,13,3,feasible
'00101010,12,3,feasible
'01010010,11,3,feasible
'01100010,9,3,feasible
'00100110,8,3,feasible
'11000010,7,3,feasible
'01001010,7,3,feasible
'01101001,32,4,feasible
'00111001,31,4,feasible
'00110101,27,4,feasible
'01110001,26,4,feasible
'01010101,24,4,feasible
'01001101,24,4,feasible
'10110001,24,4,feasible
'11100001,23,4,feasible
'00101101,20,4,feasible
'10101001,19,4,feasible
'10100101,19,4,feasible
'11000110,18,4,feasible
'11000101,18,4,feasible
'10101010,17,4,feasible
'00110011,16,4,feasible
'11000011,15,4,feasible
'10110010,15,4,feasible
'01100011,15,4,feasible
'00111010,13,4,feasible
'01010110,13,4,feasible
'10100011,13,4,feasible
'01101010,12,4,feasible
'01001011,12,4,feasible
'01110010,11,4,feasible
'01011010,11,4,feasible
'11001010,11,4,feasible
'00100111,11,4,feasible
'01001110,10,4,feasible
'00101011,10,4,feasible
'11010010,10,4,feasible
'10100110,9,4,feasible
'01010011,8,4,feasible
'00101110,8,4,feasible
'01100110,7,4,feasible
'11100010,6,4,feasible
'00110110,4,4,feasible
'01110101,32,5,feasible
'01101101,32,5,feasible
'01111001,30,5,feasible
'10111001,30,5,feasible
'01011101,29,5,feasible
'00111101,29,5,feasible
'00111011,23,5,feasible
'10110101,21,5,feasible
'11101010,18,5,feasible
'11110001,18,5,feasible
'11100110,18,5,feasible
'11100011,18,5,feasible
'11010101,18,5,feasible
'10110011,17,5,feasible
'01001111,17,5,feasible
'01111010,16,5,feasible
'10101101,16,5,feasible
'01011110,15,5,feasible
'11100101,15,5,feasible
'01011011,14,5,feasible
'11010011,14,5,feasible
'10111010,14,5,feasible
'11010110,14,5,feasible
'01101011,13,5,feasible
'11001101,13,5,feasible
'11101001,13,5,feasible
'11001011,12,5,feasible
'11001110,12,5,feasible
'11011010,11,5,feasible
'11000111,11,5,feasible
'11110010,10,5,feasible
'01101110,10,5,feasible
'10101011,10,5,feasible
'01110110,10,5,feasible
'00111110,10,5,feasible
'01010111,8,5,feasible
'10100111,8,5,feasible
'01100111,8,5,feasible
'00110111,8,5,feasible
'10101110,7,5,feasible
'01110011,7,5,feasible
'00101111,5,5,feasible
'10110110,4,5,feasible
'01111101,36,6,feasible
'11111001,28,6,feasible
'11011101,26,6,feasible
'11101101,26,6,feasible
'10111101,23,6,feasible
'01011111,22,6,feasible
'01111110,18,6,feasible
'11011110,17,6,feasible
'11110101,17,6,feasible
'11101011,14,6,feasible
'11011011,14,6,feasible
'01111011,13,6,feasible
'11010111,12,6,feasible
'11001111,12,6,feasible
'00111111,12,6,feasible
'11111010,11,6,feasible
'11100111,11,6,feasible
'10111110,11,6,feasible
'01110111,10,6,feasible
'11110011,10,6,feasible
'10111011,10,6,feasible
'10110111,9,6,feasible
'10101111,9,6,feasible
'01101111,9,6,feasible
'11110110,8,6,feasible
'11101110,8,6,feasible
'11111101,36,7,feasible
'11011111,21,7,feasible
'01111111,19,7,feasible
'11111011,16,7,feasible
'10111111,12,7,feasible
'11110111,9,7,feasible
'11111110,9,7,feasible
'11101111,7,7,feasible
'11111111,13,8,feasible
