string,counts,energy_M,feasible
'00000000,70,0,infeasible
'00000001,165,1,infeasible
'00100000,90,1,infeasible
'01000000,60,1,infeasible
'00010000,56,1,infeasible
'10000000,56,1,infeasible
'00000100,44,1,infeasible
'00001000,31,1,infeasible
'00000010,21,1,infeasible
'00100001,153,2,infeasible
'10000001,105,2,infeasible
'00010001,80,2,infeasible
'01000001,74,2,infeasible
'10100000,57,2,infeasible
'00110000,55,2,infeasible
'01100000,50,2,infeasible
'00000101,45,2,infeasible
'01000100,43,2,infeasible
'00001001,42,2,infeasible
'00010100,40,2,infeasible
'00100100,39,2,infeasible
'00000011,39,2,infeasible
'01001000,38,2,infeasible
'11000000,34,2,infeasible
'10010000,33,2,infeasible
'01010000,31,2,infeasible
'00001100,29,2,infeasible
'10000100,29,2,infeasible
'00101000,27,2,infeasible
'00011000,24,2,infeasible
'10001000,18,2,infeasible
'01000010,13,2,infeasible
'00010010,13,2,infeasible
'00000110,11,2,infeasible
'10000010,11,2,infeasible
'00001010,10,2,infeasible
'11000001,57,3,infeasible
'01100001,57,3,infeasible
'10010001,51,3,infeasible
'00100101,50,3,infeasible
'10100100,43,3,infeasible
'10110000,40,3,infeasible
'01010001,38,3,infeasible
'01000101,38,3,infeasible
'11100000,37,3,infeasible
'00010101,37,3,infeasible
'10000101,32,3,infeasible
'01101000,31,3,infeasible
'00110100,31,3,infeasible
'01100100,30,3,infeasible
'01010100,29,3,infeasible
'01001001,29,3,infeasible
'00111000,26,3,infeasible
'10010100,25,3,infeasible
'01110000,24,3,infeasible
'00001101,23,3,infeasible
'01000011,23,3,infeasible
'10101000,21,3,infeasible
'11000100,21,3,infeasible
'00000111,19,3,infeasible
'00101100,19,3,infeasible
'00011001,17,3,infeasible
'01001100,17,3,infeasible
'01000110,16,3,infeasible
'11001000,15,3,infeasible
'00011100,14,3,infeasible
'10001100,14,3,infeasible
'00001011,13,3,infeasible
'10000011,12,3,infeasible
'00010011,12,3,infeasible
'10011000,11,3,infeasible
'11010000,11,3,infeasible
'10001001,11,3,infeasible
'01011000,10,3,infeasible
'00010110,10,3,infeasible
'00011010,10,3,infeasible
'10001010,8,3,infeasible
'10000110,8,3,infeasible
'10010010,7,3,infeasible
'00001110,6,3,infeasible
'11010001,34,4,infeasible
'01100101,29,4,infeasible
'11100100,28,4,infeasible
'00111100,27,4,infeasible
'11110000,26,4,infeasible
'10110100,24,4,infeasible
'10010101,22,4,infeasible
'01111000,21,4,infeasible
'11101000,21,4,infeasible
'10111000,20,4,infeasible
'11010100,19,4,infeasible
'01110100,18,4,infeasible
'00011101,18,4,infeasible
'01011100,17,4,infeasible
'01000111,15,4,infeasible
'10011001,14,4,infeasible
'01011001,14,4,infeasible
'11001100,13,4,infeasible
'00010111,13,4,infeasible
'10010011,12,4,infeasible
'11001001,12,4,infeasible
'11011000,12,4,infeasible
'01101100,11,4,infeasible
'10101100,11,4,infeasible
'10011100,11,4,infeasible
'10001101,10,4,infeasible
'00001111,8,4,infeasible
'10000111,7,4,infeasible
'00011110,6,4,infeasible
'10011010,5,4,infeasible
'10010110,4,4,infeasible
'10001011,4,4,infeasible
'00011011,3,4,infeasible
'01111100,21,5,infeasible
'10111100,19,5,infeasible
'11101100,17,5,infeasible
'11111000,16,5,infeasible
'11110100,14,5,infeasible
'11011100,14,5,infeasible
'10011101,10,5,infeasible
'11011001,8,5,infeasible
'00011111,5,5,infeasible
'10001111,4,5,infeasible
'10010111,4,5,infeasible
'10011011,1,5,infeasible
'11111100,10,6,infeasible
'10011111,1,6,infeasible
'00100010,14,2,feasible
'10100001,90,3,feasible
'00110001,59,3,feasible
'00101001,35,3,feasible
'00100011,27,3,feasible
'10100010,14,3,feasible
'00100110,10,3,feasible
'11000010,9,3,feasible
'00101010,7,3,feasible
'00110010,6,3,feasible
'01100010,5,3,feasible
'01001010,5,3,feasible
'01010010,3,3,feasible
'11100001,51,4,feasible
'10110001,43,4,feasible
'10100101,42,4,feasible
'00110101,41,4,feasible
'01110001,33,4,feasible
'01101001,33,4,feasible
'00101101,29,4,feasible
'01010101,23,4,feasible
'01100011,23,4,feasible
'10101001,22,4,feasible
'00111001,21,4,feasible
'01001101,19,4,feasible
'11000101,18,4,feasible
'10100011,18,4,feasible
'11000011,15,4,feasible
'00100111,15,4,feasible
'00110011,13,4,feasible
'01001011,12,4,feasible
'00101011,11,4,feasible
'00110110,10,4,feasible
'01010110,10,4,feasible
'11000110,7,4,feasible
'00101110,7,4,feasible
'01100110,7,4,feasible
'01110010,7,4,feasible
'00111010,7,4,feasible
'10100110,6,4,feasible
'01010011,5,4,feasible
'10110010,5,4,feasible
'10101010,5,4,feasible
'11010010,5,4,feasible
'01101010,4,4,feasible
'01001110,3,4,feasible
'01011010,3,4,feasible
'11001010,3,4,feasible
'11100010,3,4,feasible
'01110101,33,5,feasible
'11110001,25,5,feasible
'00111101,22,5,feasible
'11100101,22,5,feasible
'11101001,18,5,feasible
'01101101,18,5,feasible
'01111001,18,5,feasible
'10110101,15,5,feasible
'11010101,15,5,feasible
'11100011,14,5,feasible
'01100111,13,5,feasible
'11001101,12,5,feasible
'11100110,12,5,feasible
'10101101,12,5,feasible
'10111001,11,5,feasible
'01110110,10,5,feasible
'11010011,9,5,feasible
'10100111,9,5,feasible
'01110011,8,5,feasible
'01011101,8,5,feasible
'11110010,8,5,feasible
'00101111,7,5,feasible
'01010111,7,5,feasible
'10110011,7,5,feasible
'00111110,7,5,feasible
'11010110,7,5,feasible
'00110111,7,5,feasible
'00111011,6,5,feasible
'10110110,5,5,feasible
'11001011,5,5,feasible
'11101010,4,5,feasible
'01101011,4,5,feasible
'01101110,4,5,feasible
'11000111,4,5,feasible
'01111010,4,5,feasible
'01011110,4,5,feasible
'10101110,3,5,feasible
'01011011,3,5,feasible
'11011010,3,5,feasible
'10111010,3,5,feasible
'01001111,3,5,feasible
'11001110,2,5,feasible
'10101011,1,5,feasible
'01111101,41,6,feasible
'11110101,26,6,feasible
'10111101,21,6,feasible
'11111001,16,6,feasible
'11101101,12,6,feasible
'11011101,11,6,feasible
'11100111,10,6,feasible
'01110111,9,6,feasible
'11110110,9,6,feasible
'11011011,7,6,feasible
'01111011,7,6,feasible
'11001111,7,6,feasible
'00111111,7,6,feasible
'10110111,5,6,feasible
'11010111,5,6,feasible
'11111010,5,6,feasible
'01101111,5,6,feasible
'01011111,5,6,feasible
'10111011,4,6,feasible
'11101110,4,6,feasible
'01111110,4,6,feasible
'11101011,3,6,feasible
'10101111,3,6,feasible
'11011110,3,6,feasible
'10111110,2,6,feasible
'11110011,2,6,feasible
'11111101,10,7,feasible
'11111110,8,7,feasible
'01111111,8,7,feasible
