string,counts,energy_M,feasible
'00000000,107,0,infeasible
'10000000,71,1,infeasible
'00100000,56,1,infeasible
'00010000,44,1,infeasible
'00000001,38,1,infeasible
'01000000,38,1,infeasible
'00000100,35,1,infeasible
'00000010,31,1,infeasible
'00001000,25,1,infeasible
'00100100,47,2,infeasible
'01100000,41,2,infeasible
'11000000,37,2,infeasible
'10100000,37,2,infeasible
'00001001,32,2,infeasible
'10000010,32,2,infeasible
'10000001,29,2,infeasible
'10010000,29,2,infeasible
'10001000,28,2,infeasible
'01000100,27,2,infeasible
'01001000,27,2,infeasible
'00010010,26,2,infeasible
'01000001,26,2,infeasible
'00110000,25,2,infeasible
'00100001,25,2,infeasible
'00000011,24,2,infeasible
'00011000,24,2,infeasible
'10000100,24,2,infeasible
'00010001,23,2,infeasible
'00101000,23,2,infeasible
'00001100,21,2,infeasible
'01010000,21,2,infeasible
'00010100,20,2,infeasible
'00001010,20,2,infeasible
'00000101,20,2,infeasible
'01000010,14,2,infeasible
'00000110,9,2,infeasible
'01001100,42,3,infeasible
'11010000,34,3,infeasible
'11100000,34,3,infeasible
'01101000,31,3,infeasible
'10010001,31,3,infeasible
'00011001,31,3,infeasible
'10001100,30,3,infeasible
'00110100,30,3,infeasible
'11001000,29,3,infeasible
'00010101,28,3,infeasible
'00111000,28,3,infeasible
'00101100,27,3,infeasible
'10000101,26,3,infeasible
'10011000,26,3,infeasible
'10100100,25,3,infeasible
'01010100,25,3,infeasible
'11000001,24,3,infeasible
'00011100,24,3,infeasible
'01000101,23,3,infeasible
'10010100,23,3,infeasible
'10101000,23,3,infeasible
'01110000,22,3,infeasible
'01011000,22,3,infeasible
'00001101,22,3,infeasible
'00010011,22,3,infeasible
'10001001,21,3,infeasible
'10000011,20,3,infeasible
'10110000,19,3,infeasible
'00010110,19,3,infeasible
'01010001,19,3,infeasible
'00100101,17,3,infeasible
'01001001,17,3,infeasible
'01100001,17,3,infeasible
'11000100,16,3,infeasible
'01100100,15,3,infeasible
'10010010,15,3,infeasible
'10000110,14,3,infeasible
'10001010,13,3,infeasible
'00000111,13,3,infeasible
'01000011,13,3,infeasible
'00001011,12,3,infeasible
'01000110,12,3,infeasible
'00001110,11,3,infeasible
'00011010,8,3,infeasible
'01111000,32,4,infeasible
'00111100,30,4,infeasible
'01011100,29,4,infeasible
'10011100,29,4,infeasible
'01100101,27,4,infeasible
'10101100,23,4,infeasible
'01101100,23,4,infeasible
'00011101,22,4,infeasible
'10010101,21,4,infeasible
'11101000,21,4,infeasible
'10001101,21,4,infeasible
'10011001,20,4,infeasible
'01011001,20,4,infeasible
'11011000,20,4,infeasible
'10110100,19,4,infeasible
'11100100,19,4,infeasible
'01110100,18,4,infeasible
'11001100,18,4,infeasible
'10010011,18,4,infeasible
'11001001,17,4,infeasible
'00011110,16,4,infeasible
'10001110,16,4,infeasible
'11110000,15,4,infeasible
'00001111,15,4,infeasible
'11010100,15,4,infeasible
'10111000,14,4,infeasible
'00010111,14,4,infeasible
'01000111,12,4,infeasible
'00011011,12,4,infeasible
'10001011,11,4,infeasible
'10011010,10,4,infeasible
'11010001,10,4,infeasible
'10010110,9,4,infeasible
'10000111,9,4,infeasible
'11111000,29,5,infeasible
'10111100,27,5,infeasible
'01111100,24,5,infeasible
'10011101,22,5,infeasible
'11011100,22,5,infeasible
'11110100,22,5,infeasible
'11101100,15,5,infeasible
'11011001,14,5,infeasible
'10011011,13,5,infeasible
'00011111,12,5,infeasible
'10011110,12,5,infeasible
'10001111,10,5,infeasible
'10010111,9,5,infeasible
'11111100,19,6,infeasible
'10011111,16,6,infeasible
'00100010,16,2,feasible
'00110001,36,3,feasible
'00101001,29,3,feasible
'01010010,28,3,feasible
'01100010,22,3,feasible
'00100110,21,3,feasible
'10100001,17,3,feasible
'01001010,16,3,feasible
'00100011,14,3,feasible
'00101010,13,3,feasible
'10100010,10,3,feasible
'00110010,9,3,feasible
'11000010,9,3,feasible
'01110001,36,4,feasible
'00111001,36,4,feasible
'01101001,29,4,feasible
'10100101,28,4,feasible
'00110101,27,4,feasible
'01010101,25,4,feasible
'10101001,24,4,feasible
'00101101,22,4,feasible
'10110001,22,4,feasible
'11100001,22,4,feasible
'01001101,21,4,feasible
'00110110,20,4,feasible
'10110010,19,4,feasible
'11000101,19,4,feasible
'11000110,18,4,feasible
'10100011,17,4,feasible
'01110010,17,4,feasible
'01100011,16,4,feasible
'10101010,16,4,feasible
'00111010,16,4,feasible
'00101011,15,4,feasible
'01010011,14,4,feasible
'01010110,14,4,feasible
'00101110,13,4,feasible
'11010010,13,4,feasible
'00100111,13,4,feasible
'01100110,13,4,feasible
'11100010,12,4,feasible
'10100110,12,4,feasible
'01011010,12,4,feasible
'00110011,12,4,feasible
'01001110,11,4,feasible
'11001010,10,4,feasible
'11000011,10,4,feasible
'01101010,9,4,feasible
'01001011,8,4,feasible
'01111001,33,5,feasible
'10101101,26,5,feasible
'11110001,24,5,feasible
'00111101,23,5,feasible
'11010101,22,5,feasible
'11010110,21,5,feasible
'11001101,21,5,feasible
'01011101,21,5,feasible
'10110101,21,5,feasible
'01101101,20,5,feasible
'11010011,19,5,feasible
'01110101,18,5,feasible
'00111011,18,5,feasible
'10110011,17,5,feasible
'00101111,17,5,feasible
'10111001,17,5,feasible
'01110110,17,5,feasible
'00110111,17,5,feasible
'11101001,16,5,feasible
'11100101,16,5,feasible
'01110011,16,5,feasible
'11100011,15,5,feasible
'10101011,15,5,feasible
'01001111,14,5,feasible
'00111110,14,5,feasible
'01010111,14,5,feasible
'01011110,14,5,feasible
'11000111,14,5,feasible
'01011011,13,5,feasible
'11011010,12,5,feasible
'11001011,12,5,feasible
'01111010,12,5,feasible
'10111010,12,5,feasible
'10110110,12,5,feasible
'11100110,12,5,feasible
'10100111,11,5,feasible
'01101110,10,5,feasible
'11110010,10,5,feasible
'01100111,9,5,feasible
'10101110,7,5,feasible
'11101010,7,5,feasible
'11001110,6,5,feasible
'01101011,6,5,feasible
'11010111,22,6,feasible
'01111101,21,6,feasible
'01011111,21,6,feasible
'11111001,20,6,feasible
'11011110,18,6,feasible
'01101111,17,6,feasible
'11011101,17,6,feasible
'00111111,16,6,feasible
'10101111,15,6,feasible
'10111101,14,6,feasible
'11101101,13,6,feasible
'01111110,12,6,feasible
'11111010,12,6,feasible
'01111011,11,6,feasible
'10111110,11,6,feasible
'10110111,11,6,feasible
'11110110,11,6,feasible
'11101110,10,6,feasible
'11110101,10,6,feasible
'11110011,10,6,feasible
'10111011,9,6,feasible
'01110111,7,6,feasible
'11001111,7,6,feasible
'11100111,6,6,feasible
'11101011,4,6,feasible
'11011011,4,6,feasible
'11111110,19,7,feasible
'01111111,17,7,feasible
'11011111,12,7,feasible
'11110111,12,7,feasible
'11111101,9,7,feasible
'11101111,8,7,feasible
'11111011,7,7,feasible
'10111111,6,7,feasible
'11111111,9,8,feasible
