string,counts,energy_M,feasible
'00000000,79,0,infeasible
'00100000,87,1,infeasible
'00000001,63,1,infeasible
'00010000,61,1,infeasible
'10000000,59,1,infeasible
'01000000,44,1,infeasible
'00001000,41,1,infeasible
'00000100,29,1,infeasible
'00000010,19,1,infeasible
'01000001,57,2,infeasible
'10100000,54,2,infeasible
'00100001,52,2,infeasible
'10000001,48,2,infeasible
'01100000,48,2,infeasible
'00110000,46,2,infeasible
'01000100,42,2,infeasible
'00100100,38,2,infeasible
'10010000,35,2,infeasible
'00000101,35,2,infeasible
'00010001,35,2,infeasible
'11000000,33,2,infeasible
'01010000,32,2,infeasible
'00010100,31,2,infeasible
'00001100,30,2,infeasible
'00101000,30,2,infeasible
'10001000,27,2,infeasible
'01001000,27,2,infeasible
'00011000,26,2,infeasible
'00001001,26,2,infeasible
'10000100,24,2,infeasible
'00000011,21,2,infeasible
'10000010,15,2,infeasible
'00001010,14,2,infeasible
'01000010,11,2,infeasible
'00010010,11,2,infeasible
'00000110,6,2,infeasible
'01100001,53,3,infeasible
'01000101,51,3,infeasible
'10110000,45,3,infeasible
'00100101,42,3,infeasible
'00110100,38,3,infeasible
'10100100,37,3,infeasible
'00111000,34,3,infeasible
'01001001,34,3,infeasible
'01100100,34,3,infeasible
'01011000,31,3,infeasible
'00010101,31,3,infeasible
'01110000,31,3,infeasible
'11000001,31,3,infeasible
'00011001,28,3,infeasible
'10010001,28,3,infeasible
'10000101,27,3,infeasible
'11100000,26,3,infeasible
'11000100,26,3,infeasible
'00001101,24,3,infeasible
'01001100,23,3,infeasible
'01010001,23,3,infeasible
'00101100,22,3,infeasible
'10011000,22,3,infeasible
'00011100,21,3,infeasible
'01101000,20,3,infeasible
'10001100,20,3,infeasible
'11001000,19,3,infeasible
'10101000,19,3,infeasible
'10001001,19,3,infeasible
'01010100,18,3,infeasible
'10010100,17,3,infeasible
'11010000,17,3,infeasible
'10000011,12,3,infeasible
'00011010,10,3,infeasible
'10010010,10,3,infeasible
'00010110,9,3,infeasible
'01000110,9,3,infeasible
'10000110,9,3,infeasible
'00000111,8,3,infeasible
'01000011,7,3,infeasible
'00010011,5,3,infeasible
'00001110,5,3,infeasible
'00001011,4,3,infeasible
'10001010,2,3,infeasible
'01100101,45,4,infeasible
'00111100,33,4,infeasible
'01101100,32,4,infeasible
'01110100,30,4,infeasible
'11100100,30,4,infeasible
'11110000,27,4,infeasible
'11101000,26,4,infeasible
'01011100,26,4,infeasible
'11010100,26,4,infeasible
'10111000,24,4,infeasible
'01111000,24,4,infeasible
'01011001,23,4,infeasible
'11010001,23,4,infeasible
'11001100,22,4,infeasible
'00011101,21,4,infeasible
'10010101,20,4,infeasible
'11001001,18,4,infeasible
'10001101,17,4,infeasible
'10101100,16,4,infeasible
'11011000,15,4,infeasible
'01000111,14,4,infeasible
'10110100,13,4,infeasible
'10011001,11,4,infeasible
'00011011,9,4,infeasible
'10011100,9,4,infeasible
'10011010,9,4,infeasible
'00011110,8,4,infeasible
'10000111,7,4,infeasible
'00001111,7,4,infeasible
'10010011,6,4,infeasible
'00010111,6,4,infeasible
'10001110,6,4,infeasible
'10001011,6,4,infeasible
'10010110,5,4,infeasible
'11110100,33,5,infeasible
'10111100,24,5,infeasible
'01111100,23,5,infeasible
'10011101,19,5,infeasible
'11011100,18,5,infeasible
'11101100,18,5,infeasible
'11111000,18,5,infeasible
'11011001,16,5,infeasible
'10010111,12,5,infeasible
'10011110,11,5,infeasible
'10001111,10,5,infeasible
'00011111,10,5,infeasible
'10011011,6,5,infeasible
'11111100,14,6,infeasible
'10011111,6,6,infeasible
'00100010,9,2,feasible
'00110001,53,3,feasible
'10100001,37,3,feasible
'00101001,31,3,feasible
'10100010,15,3,feasible
'01100010,14,3,feasible
'00110010,13,3,feasible
'11000010,12,3,feasible
'00100110,11,3,feasible
'01010010,11,3,feasible
'00101010,10,3,feasible
'00100011,9,3,feasible
'01001010,6,3,feasible
'01010101,51,4,feasible
'01110001,42,4,feasible
'01001101,40,4,feasible
'11100001,39,4,feasible
'01101001,38,4,feasible
'00111001,36,4,feasible
'10100101,35,4,feasible
'11000101,29,4,feasible
'00110101,27,4,feasible
'10110001,24,4,feasible
'00101101,23,4,feasible
'10101001,15,4,feasible
'01100110,13,4,feasible
'01110010,11,4,feasible
'11000011,11,4,feasible
'00101011,11,4,feasible
'01010011,10,4,feasible
'01001011,10,4,feasible
'11000110,9,4,feasible
'01010110,9,4,feasible
'01100011,9,4,feasible
'00100111,8,4,feasible
'00110110,8,4,feasible
'10100011,8,4,feasible
'00101110,8,4,feasible
'10110010,8,4,feasible
'01001110,7,4,feasible
'10100110,7,4,feasible
'01101010,7,4,feasible
'11100010,6,4,feasible
'01011010,6,4,feasible
'00110011,6,4,feasible
'11010010,6,4,feasible
'00111010,5,4,feasible
'11001010,4,4,feasible
'10101010,2,4,feasible
'01011101,42,5,feasible
'01110101,38,5,feasible
'01111001,36,5,feasible
'10111001,36,5,feasible
'11100101,34,5,feasible
'00111101,34,5,feasible
'10110101,32,5,feasible
'11110001,32,5,feasible
'11010101,30,5,feasible
'01101101,27,5,feasible
'11001101,24,5,feasible
'10101101,23,5,feasible
'11101001,20,5,feasible
'00110111,17,5,feasible
'01010111,17,5,feasible
'01100111,14,5,feasible
'01110110,12,5,feasible
'11000111,12,5,feasible
'01001111,11,5,feasible
'01111010,10,5,feasible
'01011110,9,5,feasible
'10111010,9,5,feasible
'10101110,8,5,feasible
'11010011,7,5,feasible
'01101011,7,5,feasible
'00111110,7,5,feasible
'10100111,7,5,feasible
'11100110,7,5,feasible
'01110011,7,5,feasible
'10110011,7,5,feasible
'00101111,6,5,feasible
'11010110,6,5,feasible
'11100011,6,5,feasible
'11001011,5,5,feasible
'00111011,5,5,feasible
'11101010,5,5,feasible
'01011011,4,5,feasible
'11110010,3,5,feasible
'01101110,3,5,feasible
'10110110,3,5,feasible
'11011010,3,5,feasible
'11001110,2,5,feasible
'10101011,2,5,feasible
'11110101,25,6,feasible
'10111101,24,6,feasible
'11101101,24,6,feasible
'01111101,23,6,feasible
'11011101,21,6,feasible
'01110111,17,6,feasible
'11111001,16,6,feasible
'01101111,14,6,feasible
'01111110,14,6,feasible
'10111011,13,6,feasible
'11100111,12,6,feasible
'01111011,12,6,feasible
'11011110,7,6,feasible
'00111111,7,6,feasible
'11101110,7,6,feasible
'11010111,7,6,feasible
'10101111,6,6,feasible
'11011011,5,6,feasible
'11110011,5,6,feasible
'11001111,5,6,feasible
'11101011,4,6,feasible
'10111110,4,6,feasible
'11110110,3,6,feasible
'11111010,3,6,feasible
'10110111,2,6,feasible
'01011111,1,6,feasible
'11111101,24,7,feasible
'01111111,13,7,feasible
'11111011,9,7,feasible
'11110111,8,7,feasible
'11111110,7,7,feasible
'10111111,5,7,feasible
'11101111,5,7,feasible
'11011111,4,7,feasible
'11111111,7,8,feasible
