string,counts,energy_M,feasible
'00000000,62,0,infeasible
'00100000,80,1,infeasible
'00000001,72,1,infeasible
'01000000,45,1,infeasible
'00010000,42,1,infeasible
'00000100,42,1,infeasible
'10000000,39,1,infeasible
'00001000,36,1,infeasible
'00000010,22,1,infeasible
'10000001,65,2,infeasible
'00101000,63,2,infeasible
'00011000,57,2,infeasible
'00100001,52,2,infeasible
'00110000,50,2,infeasible
'00001001,47,2,infeasible
'00000011,46,2,infeasible
'00010001,38,2,infeasible
'01000100,37,2,infeasible
'01000001,35,2,infeasible
'01001000,34,2,infeasible
'00001100,32,2,infeasible
'00000101,32,2,infeasible
'10010000,32,2,infeasible
'00100100,32,2,infeasible
'01010000,30,2,infeasible
'01100000,29,2,infeasible
'00010100,29,2,infeasible
'10100000,29,2,infeasible
'10001000,28,2,infeasible
'11000000,27,2,infeasible
'10000100,26,2,infeasible
'01000010,14,2,infeasible
'10000010,14,2,infeasible
'00010010,11,2,infeasible
'00001010,9,2,infeasible
'00000110,8,2,infeasible
'00111000,57,3,infeasible
'10110000,46,3,infeasible
'10000011,44,3,infeasible
'10010001,43,3,infeasible
'11000001,40,3,infeasible
'01101000,40,3,infeasible
'00011001,38,3,infeasible
'00011100,36,3,infeasible
'11100000,34,3,infeasible
'01000101,34,3,infeasible
'11001000,31,3,infeasible
'01100001,31,3,infeasible
'01110000,30,3,infeasible
'01010100,29,3,infeasible
'10001001,28,3,infeasible
'10011000,28,3,infeasible
'00100101,27,3,infeasible
'01011000,26,3,infeasible
'00001101,26,3,infeasible
'01010001,26,3,infeasible
'00110100,25,3,infeasible
'10000101,24,3,infeasible
'11000100,24,3,infeasible
'10100100,24,3,infeasible
'01001100,24,3,infeasible
'01100100,23,3,infeasible
'01001001,22,3,infeasible
'01000011,22,3,infeasible
'10101000,22,3,infeasible
'10010100,22,3,infeasible
'00010101,22,3,infeasible
'00101100,20,3,infeasible
'10001100,20,3,infeasible
'11010000,19,3,infeasible
'00011010,16,3,infeasible
'00000111,14,3,infeasible
'00001110,12,3,infeasible
'00010011,11,3,infeasible
'00001011,11,3,infeasible
'10010010,10,3,infeasible
'10000110,9,3,infeasible
'01000110,9,3,infeasible
'00010110,9,3,infeasible
'10001010,6,3,infeasible
'10111000,37,4,infeasible
'00111100,34,4,infeasible
'01110100,33,4,infeasible
'11100100,33,4,infeasible
'01011001,32,4,infeasible
'01111000,31,4,infeasible
'00011101,28,4,infeasible
'00011011,26,4,infeasible
'11011000,24,4,infeasible
'01011100,23,4,infeasible
'10011001,23,4,infeasible
'11110000,23,4,infeasible
'11101000,22,4,infeasible
'11001100,22,4,infeasible
'01101100,21,4,infeasible
'01100101,21,4,infeasible
'10110100,21,4,infeasible
'10010101,20,4,infeasible
'11001001,19,4,infeasible
'11010100,18,4,infeasible
'10001011,18,4,infeasible
'10101100,14,4,infeasible
'10010011,13,4,infeasible
