string,counts,energy_M,feasible
'000000,544,0,infeasible
'001000,448,1,infeasible
'000001,277,1,infeasible
'010000,214,1,infeasible
'100000,214,1,infeasible
'000100,141,1,infeasible
'000010,57,1,infeasible
'101000,238,2,infeasible
'001001,218,2,infeasible
'110000,191,2,infeasible
'011000,177,2,infeasible
'000011,81,2,infeasible
'001100,65,2,infeasible
'001010,65,2,infeasible
'100010,52,2,infeasible
'000101,49,2,infeasible
'010010,28,2,infeasible
'000110,11,2,infeasible
'111000,185,3,infeasible
'001011,37,3,infeasible
'001101,32,3,infeasible
'110010,23,3,infeasible
'001110,16,3,infeasible
'000111,15,3,infeasible
'001111,16,4,infeasible
'100001,101,2,feasible
'100100,87,2,feasible
'010001,84,2,feasible
'010100,49,2,feasible
'110001,105,3,feasible
'101100,88,3,feasible
'101001,82,3,feasible
'110100,80,3,feasible
'011001,70,3,feasible
'011100,61,3,feasible
'101010,49,3,feasible
'100101,47,3,feasible
'011010,33,3,feasible
'100011,31,3,feasible
'010011,29,3,feasible
'100110,23,3,feasible
'010101,19,3,feasible
'010110,11,3,feasible
'111001,86,4,feasible
'111100,67,4,feasible
'111010,44,4,feasible
'110011,44,4,feasible
'101101,33,4,feasible
'101110,33,4,feasible
'110101,29,4,feasible
'101011,24,4,feasible
'100111,23,4,feasible
'011101,21,4,feasible
'010111,13,4,feasible
'011011,13,4,feasible
'110110,11,4,feasible
'011110,11,4,feasible
'110111,27,5,feasible
'111101,24,5,feasible
'111110,18,5,feasible
'111011,15,5,feasible
'101111,10,5,feasible
'011111,5,5,feasible
'111111,6,6,feasible
