string,counts,energy_M,feasible
'000000,268,0,infeasible
'000001,324,1,infeasible
'001000,153,1,infeasible
'000010,145,1,infeasible
'010000,88,1,infeasible
'000100,75,1,infeasible
'100000,66,1,infeasible
'001001,182,2,infeasible
'000101,101,2,infeasible
'000110,95,2,infeasible
'010010,89,2,infeasible
'001010,87,2,infeasible
'011000,79,2,infeasible
'101000,76,2,infeasible
'000011,71,2,infeasible
'001100,67,2,infeasible
'110000,56,2,infeasible
'100010,50,2,infeasible
'001101,121,3,infeasible
'001011,70,3,infeasible
'111000,64,3,infeasible
'110010,55,3,infeasible
'001110,51,3,infeasible
'000111,34,3,infeasible
'001111,34,4,infeasible
'010001,106,2,feasible
'010100,96,2,feasible
'100001,86,2,feasible
'100100,52,2,feasible
'010101,153,3,feasible
'011001,148,3,feasible
'010110,117,3,feasible
'110100,93,3,feasible
'100101,86,3,feasible
'110001,85,3,feasible
'100110,80,3,feasible
'101001,65,3,feasible
'011100,61,3,feasible
'011010,57,3,feasible
'101010,54,3,feasible
'101100,48,3,feasible
'010011,40,3,feasible
'100011,33,3,feasible
'110101,95,4,feasible
'011101,92,4,feasible
'111001,73,4,feasible
'110110,73,4,feasible
'111100,65,4,feasible
'010111,51,4,feasible
'101101,47,4,feasible
'111010,43,4,feasible
'101110,36,4,feasible
'011110,34,4,feasible
'110011,30,4,feasible
'011011,29,4,feasible
'101011,24,4,feasible
'100111,23,4,feasible
'111101,105,5,feasible
'111110,42,5,feasible
'110111,38,5,feasible
'011111,34,5,feasible
'101111,32,5,feasible
'111011,32,5,feasible
'111111,41,6,feasible
