string,counts,energy_M,feasible
'000000,437,0,infeasible
'000001,621,1,infeasible
'001000,152,1,infeasible
'000010,130,1,infeasible
'010000,127,1,infeasible
'100000,110,1,infeasible
'000100,62,1,infeasible
'001001,216,2,infeasible
'101000,125,2,infeasible
'000011,86,2,infeasible
'000101,83,2,infeasible
'110000,82,2,infeasible
'100010,60,2,infeasible
'001100,59,2,infeasible
'011000,59,2,infeasible
'010010,36,2,infeasible
'001010,32,2,infeasible
'000110,24,2,infeasible
'111000,109,3,infeasible
'001101,55,3,infeasible
'110010,52,3,infeasible
'001011,39,3,infeasible
'001110,14,3,infeasible
'000111,12,3,infeasible
'001111,10,4,infeasible
'010001,176,2,feasible
'100001,141,2,feasible
'100100,48,2,feasible
'010100,28,2,feasible
'101001,228,3,feasible
'110001,120,3,feasible
'011001,98,3,feasible
'100101,77,3,feasible
'101100,75,3,feasible
'010101,41,3,feasible
'011100,40,3,feasible
'100011,37,3,feasible
'101010,29,3,feasible
'100110,28,3,feasible
'110100,27,3,feasible
'011010,23,3,feasible
'010011,20,3,feasible
'010110,7,3,feasible
'111001,183,4,feasible
'101101,140,4,feasible
'110101,83,4,feasible
'111100,67,4,feasible
'011101,66,4,feasible
'111010,42,4,feasible
'101011,31,4,feasible
'011011,25,4,feasible
'101110,22,4,feasible
'110011,19,4,feasible
'110110,15,4,feasible
'100111,15,4,feasible
'011110,10,4,feasible
'010111,8,4,feasible
'111101,103,5,feasible
'111011,30,5,feasible
'111110,26,5,feasible
'101111,23,5,feasible
'110111,16,5,feasible
'011111,5,5,feasible
'111111,36,6,feasible
