string,counts,energy_M,feasible
'000000,919,0,infeasible
'100000,350,1,infeasible
'010000,317,1,infeasible
'000001,204,1,infeasible
'000100,186,1,infeasible
'001000,160,1,infeasible
'000010,72,1,infeasible
'110000,209,2,infeasible
'101000,146,2,infeasible
'000011,94,2,infeasible
'011000,91,2,infeasible
'001100,82,2,infeasible
'001001,60,2,infeasible
'100010,53,2,infeasible
'010010,38,2,infeasible
'000101,34,2,infeasible
'000110,32,2,infeasible
'001010,32,2,infeasible
'111000,116,3,infeasible
'001110,45,3,infeasible
'110010,42,3,infeasible
'001101,33,3,infeasible
'001011,17,3,infeasible
'000111,14,3,infeasible
'001111,16,4,infeasible
'100100,125,2,feasible
'010100,78,2,feasible
'010001,76,2,feasible
'100001,68,2,feasible
'110100,106,3,feasible
'101100,93,3,feasible
'011100,74,3,feasible
'101010,47,3,feasible
'110001,44,3,feasible
'101001,40,3,feasible
'011010,34,3,feasible
'100110,33,3,feasible
'100101,31,3,feasible
'100011,30,3,feasible
'010110,29,3,feasible
'011001,27,3,feasible
'010011,25,3,feasible
'010101,16,3,feasible
'111100,81,4,feasible
'011110,71,4,feasible
'110110,64,4,feasible
'101110,49,4,feasible
'111010,43,4,feasible
'101011,42,4,feasible
'111001,34,4,feasible
'101101,27,4,feasible
'011101,24,4,feasible
'110101,22,4,feasible
'100111,16,4,feasible
'110011,14,4,feasible
'011011,14,4,feasible
'010111,8,4,feasible
'111110,53,5,feasible
'110111,29,5,feasible
'011111,17,5,feasible
'111101,16,5,feasible
'111011,14,5,feasible
'101111,12,5,feasible
'111111,12,6,feasible
