string,counts,energy_M,feasible
'000000,434,0,infeasible
'001000,482,1,infeasible
'010000,192,1,infeasible
'000100,190,1,infeasible
'100000,117,1,infeasible
'000001,69,1,infeasible
'000010,64,1,infeasible
'001001,174,2,infeasible
'101000,153,2,infeasible
'011000,141,2,infeasible
'110000,122,2,infeasible
'001100,100,2,infeasible
'000101,74,2,infeasible
'001010,50,2,infeasible
'100010,47,2,infeasible
'000110,40,2,infeasible
'010010,37,2,infeasible
'000011,37,2,infeasible
'111000,156,3,infeasible
'110010,58,3,infeasible
'001101,47,3,infeasible
'001110,39,3,infeasible
'001011,36,3,infeasible
'000111,29,3,infeasible
'001111,31,4,infeasible
'100100,154,2,feasible
'010100,118,2,feasible
'010001,65,2,feasible
'100001,33,2,feasible
'110100,257,3,feasible
'101100,153,3,feasible
'011100,130,3,feasible
'101001,49,3,feasible
'100110,49,3,feasible
'011001,45,3,feasible
'010110,38,3,feasible
'100101,36,3,feasible
'011010,36,3,feasible
'010101,34,3,feasible
'010011,31,3,feasible
'110001,28,3,feasible
'101010,26,3,feasible
'100011,19,3,feasible
'111100,72,4,feasible
'111001,65,4,feasible
'110101,64,4,feasible
'011101,59,4,feasible
'101101,53,4,feasible
'101110,44,4,feasible
'011011,38,4,feasible
'110110,37,4,feasible
'100111,35,4,feasible
'111010,33,4,feasible
'011110,32,4,feasible
'110011,31,4,feasible
'101011,25,4,feasible
'010111,14,4,feasible
'111101,39,5,feasible
'111110,31,5,feasible
'011111,25,5,feasible
'111011,22,5,feasible
'101111,16,5,feasible
'110111,14,5,feasible
'111111,31,6,feasible
