string,counts,energy_M,feasible
'000000,506,0,infeasible
'100000,267,1,infeasible
'010000,206,1,infeasible
'000100,141,1,infeasible
'001000,125,1,infeasible
'000001,116,1,infeasible
'000010,80,1,infeasible
'101000,263,2,infeasible
'110000,171,2,infeasible
'011000,139,2,infeasible
'001100,127,2,infeasible
'100010,96,2,infeasible
'001010,85,2,infeasible
'000011,75,2,infeasible
'001001,71,2,infeasible
'000110,38,2,infeasible
'010010,33,2,infeasible
'000101,26,2,infeasible
'111000,127,3,infeasible
'110010,98,3,infeasible
'001110,51,3,infeasible
'001011,33,3,infeasible
'001101,33,3,infeasible
'000111,14,3,infeasible
'001111,14,4,infeasible
'100100,128,2,feasible
'100001,94,2,feasible
'010100,76,2,feasible
'010001,50,2,feasible
'110100,196,3,feasible
'011100,100,3,feasible
'101100,99,3,feasible
'100110,98,3,feasible
'101001,75,3,feasible
'101010,63,3,feasible
'100101,61,3,feasible
'110001,60,3,feasible
'011010,59,3,feasible
'010110,37,3,feasible
'100011,35,3,feasible
'011001,30,3,feasible
'010101,29,3,feasible
'010011,27,3,feasible
'110110,85,4,feasible
'111100,64,4,feasible
'011110,57,4,feasible
'010111,46,4,feasible
'101011,44,4,feasible
'101110,43,4,feasible
'110101,41,4,feasible
'100111,41,4,feasible
'111010,36,4,feasible
'110011,28,4,feasible
'111001,26,4,feasible
'011101,23,4,feasible
'011011,16,4,feasible
'101101,13,4,feasible
'111110,61,5,feasible
'110111,32,5,feasible
'111011,22,5,feasible
'101111,19,5,feasible
'111101,15,5,feasible
'011111,14,5,feasible
'111111,22,6,feasible
