string,counts,energy_M,feasible
'000000,845,0,infeasible
'001000,276,1,infeasible
'010000,271,1,infeasible
'100000,218,1,infeasible
'000001,153,1,infeasible
'000100,110,1,infeasible
'000010,95,1,infeasible
'110000,284,2,infeasible
'101000,217,2,infeasible
'011000,134,2,infeasible
'000011,98,2,infeasible
'001100,76,2,infeasible
'001001,64,2,infeasible
'001010,55,2,infeasible
'100010,52,2,infeasible
'010010,32,2,infeasible
'000110,27,2,infeasible
'000101,19,2,infeasible
'111000,126,3,infeasible
'001011,50,3,infeasible
'110010,44,3,infeasible
'001110,21,3,infeasible
'001101,15,3,infeasible
'000111,11,3,infeasible
'001111,12,4,infeasible
'100100,209,2,feasible
'010100,68,2,feasible
'010001,61,2,feasible
'100001,49,2,feasible
'110100,193,3,feasible
'101100,121,3,feasible
'101001,58,3,feasible
'110001,49,3,feasible
'101010,45,3,feasible
'011100,39,3,feasible
'100011,38,3,feasible
'100110,33,3,feasible
'100101,32,3,feasible
'011010,30,3,feasible
'010011,23,3,feasible
'011001,22,3,feasible
'010101,13,3,feasible
'010110,12,3,feasible
'111100,66,4,feasible
'110011,52,4,feasible
'110110,49,4,feasible
'110101,32,4,feasible
'101110,27,4,feasible
'111001,27,4,feasible
'100111,27,4,feasible
'111010,26,4,feasible
'010111,24,4,feasible
'011011,24,4,feasible
'101011,23,4,feasible
'011110,19,4,feasible
'101101,15,4,feasible
'011101,9,4,feasible
'110111,51,5,feasible
'111110,26,5,feasible
'101111,24,5,feasible
'111011,17,5,feasible
'111101,14,5,feasible
'011111,13,5,feasible
'111111,35,6,feasible
