string,counts,energy_M,feasible
'000000,672,0,infeasible
'010000,276,1,infeasible
'000100,259,1,infeasible
'000001,214,1,infeasible
'100000,205,1,infeasible
'000010,186,1,infeasible
'001000,113,1,infeasible
'110000,177,2,infeasible
'000101,139,2,infeasible
'011000,119,2,infeasible
'000110,110,2,infeasible
'001100,105,2,infeasible
'010010,98,2,infeasible
'100010,89,2,infeasible
'001001,51,2,infeasible
'101000,50,2,infeasible
'000011,43,2,infeasible
'001010,27,2,infeasible
'110010,67,3,infeasible
'111000,54,3,infeasible
'001101,33,3,infeasible
'001110,30,3,infeasible
'000111,27,3,infeasible
'001011,24,3,infeasible
'001111,14,4,infeasible
'100100,133,2,feasible
'010001,131,2,feasible
'010100,115,2,feasible
'100001,61,2,feasible
'110100,214,3,feasible
'011100,124,3,feasible
'100110,74,3,feasible
'010101,74,3,feasible
'110001,64,3,feasible
'010110,54,3,feasible
'100101,52,3,feasible
'100011,35,3,feasible
'101100,31,3,feasible
'011001,27,3,feasible
'010011,24,3,feasible
'011010,22,3,feasible
'101010,20,3,feasible
'101001,17,3,feasible
'110101,74,4,feasible
'111100,63,4,feasible
'110110,53,4,feasible
'011110,31,4,feasible
'111010,28,4,feasible
'100111,24,4,feasible
'110011,23,4,feasible
'011101,21,4,feasible
'010111,21,4,feasible
'101110,20,4,feasible
'111001,19,4,feasible
'011011,16,4,feasible
'101101,13,4,feasible
'101011,10,4,feasible
'111110,48,5,feasible
'111101,21,5,feasible
'110111,18,5,feasible
'111011,11,5,feasible
'011111,9,5,feasible
'101111,8,5,feasible
'111111,15,6,feasible
