string,counts,energy_M,energy_Q,feasible
'0111010011010000100000000,1,0,56.0,infeasible
'1110011000101010000100000,1,1,69.0,infeasible
'0000010110100110100000010,1,1,60.0,infeasible
'1111000010010110010000000,1,1,101.0,infeasible
'0000011011100000100000100,1,1,36.0,infeasible
'0001100010100010100010000,1,1,37.0,infeasible
'0000000101011000101000000,1,1,41.0,infeasible
'0010110100101110000100000,1,1,84.0,infeasible
'1000100010100000001000000,1,1,53.0,infeasible
'0101101010000010000001000,1,1,52.0,infeasible
'0000000100101000001000000,1,1,21.0,infeasible
'0000001101000000000001000,1,1,16.0,infeasible
'0000100101100001110000000,1,1,37.0,infeasible
'0001110000100001001000000,1,1,50.0,infeasible
'0110000001001000000011000,1,2,14.0,infeasible
'1001100110100000001000100,1,2,58.0,infeasible
'1111011001011000010100000,1,2,59.0,infeasible
'0000011010100000100010100,1,2,13.0,infeasible
'1110010001001010100001100,1,2,66.0,infeasible
'0100000001100010010010000,1,2,16.0,infeasible
'0000110111111110000010100,1,2,92.0,infeasible
'1010101100100110101001000,1,2,98.0,infeasible
'0110101110011010000010100,1,2,51.0,infeasible
'0001111001101000010000100,1,2,54.0,infeasible
'1001100101000111100000101,1,2,102.0,infeasible
'1000110010110011100010001,1,2,76.0,infeasible
'0011110011010110010000010,1,2,62.0,infeasible
'0101110111000110101010000,1,2,99.0,infeasible
'1001110010110001110000010,1,2,46.0,infeasible
'0011010000000010001001000,1,2,14.0,infeasible
'0111011011101100010000100,1,2,40.0,infeasible
'1100000100011010101000100,1,2,79.0,infeasible
'1100001100100110000001100,1,2,71.0,infeasible
'0100100000101010010100000,1,2,17.0,infeasible
'1000010010011110001001000,1,2,76.0,infeasible
'0101101111010101100010010,1,2,63.0,infeasible
'0100100010000011101100000,1,2,31.0,infeasible
'0110011001101000100100100,1,2,36.0,infeasible
'0110010010100101110000001,1,2,36.0,infeasible
'1101000000011001100001100,1,2,55.0,infeasible
'0111100110101000101000001,1,2,60.0,infeasible
'1011100010011010100010100,1,2,58.0,infeasible
'0110000110001110000101000,1,2,37.0,infeasible
'1111101000110111000010100,1,2,126.0,infeasible
'0110001101100110010000010,1,2,40.0,infeasible
'1100111011010101000010100,1,2,110.0,infeasible
'0011100010001000110000001,1,2,30.0,infeasible
'0011101011000110001000010,1,2,64.0,infeasible
'0100001011101110100010100,1,2,58.0,infeasible
'1111100100100001100100100,1,2,74.0,infeasible
'0001000010000010001000100,1,2,15.0,infeasible
'0100101110101011000001100,1,2,48.0,infeasible
'0101011101100011110100000,1,2,26.0,infeasible
'0011000100011100001001000,1,2,41.0,infeasible
'1010011001001010101000010,1,2,42.0,infeasible
'0001110101101110010000001,1,2,84.0,infeasible
'1011010010010110110000010,1,2,55.0,infeasible
'1100101000110101101000010,1,2,86.0,infeasible
'1100001010011100101100001,1,3,61.0,infeasible
'1000001100000101001101000,1,3,31.0,infeasible
'0011100100101100010010010,1,3,24.0,infeasible
'0110111111000011000010101,1,3,66.0,infeasible
'0011011011101101100100101,1,3,36.0,infeasible
'1011111010100000000001110,1,3,65.0,infeasible
'1100011100101100101100100,1,3,62.0,infeasible
'1011001110101010110001010,1,3,23.0,infeasible
'0100001100000011100011100,1,3,15.0,infeasible
'1000100010011010001000101,1,3,52.0,infeasible
'1001111011101101110010001,1,3,77.0,infeasible
'0111110100100111110001001,1,3,75.0,infeasible
'1011111110110110011000001,1,3,109.0,infeasible
'1111000101010110010000110,1,3,69.0,infeasible
'0000101111101010000011010,1,3,31.0,infeasible
'1010100100001001011001000,1,3,35.0,infeasible
'1001111100011010010010001,1,3,71.0,infeasible
'1010111011100110100010110,1,3,77.0,infeasible
'1101110101100000000010011,1,3,67.0,infeasible
'1100011100100110110011000,1,3,55.0,infeasible
'1001001111010011100001110,1,3,29.0,infeasible
'1100100001000010111000100,1,3,52.0,infeasible
'1100100000011001000000111,1,3,56.0,infeasible
'1011100000101101011000001,1,3,59.0,infeasible
'1101010111010011010001001,1,3,51.0,infeasible
'0100100110010010000100101,1,3,27.0,infeasible
'0000001110000100010011000,1,3,24.0,infeasible
'0111010111100010010101000,1,3,12.0,infeasible
'0101011110010110000010101,1,3,53.0,infeasible
'1110011000101010001010100,1,3,60.0,infeasible
'0001011000001000000011100,1,3,17.0,infeasible
'1001011110010101000101100,1,3,32.0,infeasible
'0010100000101001110110000,1,3,17.0,infeasible
'0001001001101000101000101,1,3,25.0,infeasible
'0101101011001001000001101,1,3,43.0,infeasible
'0000101111000110000011001,1,3,61.0,infeasible
'0010101101101010101001100,1,3,39.0,infeasible
'1010010110100010001000110,1,3,47.0,infeasible
'0001000111101001000101100,1,3,21.0,infeasible
'0000001001001011100101100,1,3,14.0,infeasible
'0100111010000000001010100,1,3,34.0,infeasible
'1010110010100010011001000,1,3,47.0,infeasible
'1000000011100001100110100,1,3,30.0,infeasible
'1101101110100011011100000,1,3,47.0,infeasible
'0001011010001010001000101,1,3,16.0,infeasible
'1000001111110111110000101,1,3,68.0,infeasible
'0001111010101001000011010,1,3,49.0,infeasible
'0101001010111100100011100,1,3,30.0,infeasible
'1110000111001110101100100,1,3,104.0,infeasible
'0010101100100111110000110,1,3,44.0,infeasible
'1111110010100011000011001,1,3,84.0,infeasible
'1010001101100110110000110,1,3,47.0,infeasible
'1111111110100100110010001,1,3,94.0,infeasible
'0001001100100101100101100,1,3,21.0,infeasible
'0110000011011110101010100,1,3,70.0,infeasible
'1000100100101101100100101,1,3,46.0,infeasible
'1011000001000110111001000,1,3,53.0,infeasible
'1000000011011110101010100,1,3,77.0,infeasible
'0010101111001100100101100,1,3,35.0,infeasible
'0011110010101000001010100,1,3,25.0,infeasible
'0001010110011000100111000,1,3,25.0,infeasible
'1101110000110000010001100,1,3,67.0,infeasible
'0000100101000101001101000,1,3,36.0,infeasible
'0110110000101110001000110,1,3,55.0,infeasible
'0100001000010000011001000,1,3,17.0,infeasible
'1000110110001010101000101,1,3,73.0,infeasible
'1010000111100110101010001,1,3,85.0,infeasible
'1111110000101000101000101,1,3,101.0,infeasible
'1010100010000010100100101,1,3,41.0,infeasible
'1011100011010100011010100,1,4,37.0,infeasible
'0111101001000111001110100,1,4,55.0,infeasible
'1111101001010111011001100,1,4,82.0,infeasible
'1111010011011110111010100,1,4,81.0,infeasible
'0000111001011011011010001,1,4,52.0,infeasible
'0000110101000101100011110,1,4,37.0,infeasible
'0100111011011000011001100,1,4,45.0,infeasible
'1111010000101001111001100,1,4,48.0,infeasible
'0111001010011001110001101,1,4,27.0,infeasible
'0010010101001000110010110,1,4,13.0,infeasible
'0001100111001011101011001,1,4,29.0,infeasible
'1010110010011110101011001,1,4,88.0,infeasible
'1000110011001000101101100,1,4,42.0,infeasible
'0101100001100101110001110,1,4,20.0,infeasible
'0011100010011001000011110,1,4,22.0,infeasible
'0111011001111001010000111,1,4,26.0,infeasible
'1001111011001101110110100,1,4,40.0,infeasible
'0110001110001000110001101,1,4,25.0,infeasible
'0101001100011010001011100,1,4,20.0,infeasible
'0001001000101010111100100,1,4,15.0,infeasible
'0001011011101110110001011,1,4,27.0,infeasible
'0010111001000001010010110,1,4,25.0,infeasible
'0100101010000101110011001,1,4,37.0,infeasible
'1011100101001100011001001,1,4,40.0,infeasible
'1001001100001101010111000,1,4,23.0,infeasible
'1000011111010000111001100,1,4,31.0,infeasible
'1010101110100101000011011,1,4,45.0,infeasible
'1101100011001011010111000,1,4,25.0,infeasible
'1101010001000101010010101,1,4,44.0,infeasible
'0011001001100010110011100,1,4,19.0,infeasible
'0111100010100111001110100,1,4,48.0,infeasible
'1110011010111000011010001,1,4,58.0,infeasible
'1101000001010001010001110,1,4,34.0,infeasible
'0010011101000000111011001,1,5,13.0,infeasible
'1011110111011011010011101,1,5,44.0,infeasible
'0000111110101001010011110,1,5,40.0,infeasible
'0001001110010110111101100,1,5,29.0,infeasible
'1110000000101010011011100,1,5,46.0,infeasible
'1111001000101011110011101,1,5,42.0,infeasible
'0101001101110001100100010,1,2,19.0,feasible
'1100110101010011000100010,1,2,65.0,feasible
'1100111111000011110100001,1,3,74.0,feasible
'1100000000000000001100010,1,3,35.0,feasible
'1101011101110010000110010,1,3,28.0,feasible
'1111000000100010001001010,1,3,42.0,feasible
'1000110111101001100100011,1,3,56.0,feasible
'1100101000011001001001010,1,3,54.0,feasible
'0110011011000110101100010,1,3,41.0,feasible
'1011000110011111111000010,1,3,80.0,feasible
'0101010101100001111000010,1,3,14.0,feasible
'1110000011000110100100110,1,3,69.0,feasible
'1100000101001110110100001,1,3,52.0,feasible
'0110110010001010011000010,1,3,27.0,feasible
'0111001111101010111100001,1,4,24.0,feasible
'1110101101001010111100010,1,4,37.0,feasible
'0101111011100111100101011,1,4,62.0,feasible
'1101110001001000011000110,1,4,44.0,feasible
'0010101011100110111100001,1,4,40.0,feasible
'0111011111101100111100001,1,4,28.0,feasible
'0111111111101010000101101,1,4,59.0,feasible
'1110010100110000001010110,1,4,47.0,feasible
'0100100101100100001100110,1,4,28.0,feasible
'0101000011010100011100001,1,4,21.0,feasible
'1110101110100010000101101,1,4,63.0,feasible
'1100001001101011011000110,1,4,38.0,feasible
'0111111010111110011100010,1,4,41.0,feasible
'0001011111001111100101110,1,4,33.0,feasible
'0011011111101000000110110,1,4,19.0,feasible
'0010011010100011101010110,1,4,11.0,feasible
'0110111011000111010110010,1,4,47.0,feasible
'0100011111011101101101001,1,4,37.0,feasible
'0000011101111100111000101,1,4,32.0,feasible
'0100101001101010001001110,1,4,18.0,feasible
'0101111011010110101010110,1,4,51.0,feasible
'1101111111100001111001010,1,4,53.0,feasible
'0001100110101110000111010,1,4,36.0,feasible
'0100001011010000001001110,1,4,13.0,feasible
'0111111110100010110100101,1,4,42.0,feasible
'0010100110001110111010010,1,4,41.0,feasible
'0111111101010101101010101,1,4,68.0,feasible
'1011111110100001011001010,1,4,45.0,feasible
'0101110111010110110100110,1,4,29.0,feasible
'1111101110010001001010110,1,4,56.0,feasible
'1110010110110010001001110,1,4,50.0,feasible
'0001100100100011010100110,1,4,15.0,feasible
'1111010001100110100110110,1,4,57.0,feasible
'0111000101101101101001110,1,4,31.0,feasible
'1001010011011000011001010,1,4,22.0,feasible
'1010100111011101101100110,1,4,46.0,feasible
'0100111111100011101101101,1,5,47.0,feasible
'0100101110011010001011101,1,5,29.0,feasible
'1001010100100100011100101,1,5,19.0,feasible
'0011000110100010100111110,1,5,27.0,feasible
'0010111010000010110111001,1,5,44.0,feasible
'0000111100101010011001101,1,5,34.0,feasible
'0100001011001010101011110,1,5,10.0,feasible
'0011111111100010011110010,1,5,21.0,feasible
'0111010101101100001011110,1,5,14.0,feasible
'0001000101011001001001111,1,5,25.0,feasible
'0110000010001010010101011,1,5,19.0,feasible
'1001100111011011111001110,1,5,20.0,feasible
'0101101110000101110110110,1,5,22.0,feasible
'0101111010000110011010011,1,5,43.0,feasible
'0101001111001010101011101,1,5,15.0,feasible
'0111110111010101101011101,1,5,45.0,feasible
'1111010011111110010101110,1,5,30.0,feasible
'1000100110101000001011110,1,5,19.0,feasible
'0011011100010010011001110,1,5,14.0,feasible
'0000100000000001011001101,1,5,16.0,feasible
'0110001110001110111101010,1,5,25.0,feasible
'0010110110000011111100110,1,5,21.0,feasible
'0101110000100010101101101,1,5,27.0,feasible
'0110110011011101111011010,1,5,35.0,feasible
'0100000010001000111001110,1,5,28.0,feasible
'0010110101101000001111001,1,5,32.0,feasible
'1100010100010010111101101,1,6,31.0,feasible
'0001101010011010011001111,1,6,28.0,feasible
'0001001110000110011101110,1,6,37.0,feasible
'1011011101001101011101110,1,6,13.0,feasible
'0110000101000101011101101,1,6,20.0,feasible
'1000111101000000111101011,1,6,41.0,feasible
'0110110110101110111011111,1,7,20.0,feasible
'1111001100010011111111101,1,7,40.0,feasible
