string,counts,energy_M,energy_Q,feasible
'1001010100110001100000000,1,0,68.0,infeasible
'0011110101110111100100000,1,1,116.0,infeasible
'1100000011100010100010000,1,1,62.0,infeasible
'1101001010110001100000100,1,1,72.0,infeasible
'1010100100000110100000100,1,1,104.0,infeasible
'0101010111011010000000010,1,1,46.0,infeasible
'1100110010110000001000000,1,1,105.0,infeasible
'0100110101111001100010000,1,1,79.0,infeasible
'1011011000001001000100000,1,1,40.0,infeasible
'1100101010010001000010000,1,1,78.0,infeasible
'1111101000110000100000010,1,1,86.0,infeasible
'1101100100000000000000010,1,1,66.0,infeasible
'1100010110101100000010000,1,1,82.0,infeasible
'0011010000111000001000010,1,2,16.0,infeasible
'0011101101100000001100000,1,2,40.0,infeasible
'1001001001000100000110000,1,2,34.0,infeasible
'0101000111111100101000100,1,2,74.0,infeasible
'0110101011010110000100001,1,2,75.0,infeasible
'0000100101011001010000100,1,2,30.0,infeasible
'0010010001000111000110000,1,2,58.0,infeasible
'0011010101001110001000001,1,2,69.0,infeasible
'1100110001000101010000001,1,2,96.0,infeasible
'0101011100001010000010100,1,2,24.0,infeasible
'1100010010111000000100001,1,2,57.0,infeasible
'0111101001001101101010000,1,2,76.0,infeasible
'0101010001100110100000011,1,2,49.0,infeasible
'1100001100010011011000000,1,2,61.0,infeasible
'1100100011100011100010001,1,2,76.0,infeasible
'1011010110110101101000010,1,2,76.0,infeasible
'0100111100011010101000100,1,2,74.0,infeasible
'0001011100110001001000001,1,2,36.0,infeasible
'1000000110100100010100000,1,2,27.0,infeasible
'0001100001110000000010001,1,2,40.0,infeasible
'1110111111100111000011000,1,2,147.0,infeasible
'0010000100101001100010010,1,2,11.0,infeasible
'1011100000000000111100000,1,3,29.0,infeasible
'0101101000110111110110000,1,3,61.0,infeasible
'1000111111100001101011000,1,3,62.0,infeasible
'0010100000110001000011001,1,3,30.0,infeasible
'1111111000010110100011010,1,3,103.0,infeasible
'1001001001000101110110000,1,3,34.0,infeasible
'1000011110110111100000111,1,3,67.0,infeasible
'0011000001011000000010011,1,3,20.0,infeasible
'1010100011111110000010011,1,3,69.0,infeasible
'0110010101101010110010001,1,3,20.0,infeasible
'1110100000111010001000011,1,3,74.0,infeasible
'0001110100100010001000011,1,3,41.0,infeasible
