string,counts,energy_M,energy_Q,feasible
'1110111111001000000100000,1,1,119.0,infeasible
'0111011000000100100100000,1,1,41.0,infeasible
'0111110000110100100000001,1,1,101.0,infeasible
'0100110001010000000010000,1,1,57.0,infeasible
'1011100111000110000000001,1,1,128.0,infeasible
'0010111010100111001000000,1,1,128.0,infeasible
'1011000111100000000000100,1,1,74.0,infeasible
'0001000100011011000100000,1,1,26.0,infeasible
'1001011100011000101000000,1,1,67.0,infeasible
'1001110100010111000000001,1,1,147.0,infeasible
'1001001001100011110000000,1,1,45.0,infeasible
'0010100100011111010100000,1,2,58.0,infeasible
'0100000000000100000000110,1,2,19.0,infeasible
'0001110111100111000100100,1,2,91.0,infeasible
'1110101110010110001010000,1,2,135.0,infeasible
'0100001110010000010100000,1,2,13.0,infeasible
'0011011111110011000010100,1,2,43.0,infeasible
'1010101010100111000100001,1,2,93.0,infeasible
'1101111000100010100001001,1,2,110.0,infeasible
'0001010011111101010100000,1,2,40.0,infeasible
'0001101000100000010100000,1,2,24.0,infeasible
'1010001110110011000010100,1,2,52.0,infeasible
'0110111001100100000010001,1,2,87.0,infeasible
'1111100100101100100110000,1,2,71.0,infeasible
'1011011011001111110010000,1,2,84.0,infeasible
'1000101101011100110000100,1,2,65.0,infeasible
'0100000011010100111000000,1,2,41.0,infeasible
'1010000000110011010010000,1,2,40.0,infeasible
'0111100000010000001000001,1,2,46.0,infeasible
'0000100101001001000010100,1,2,23.0,infeasible
'0001001001011000110100000,1,2,23.0,infeasible
'0011101011010111000000110,1,2,68.0,infeasible
'1011010000010011101000100,1,2,59.0,infeasible
'0100111101001000000000110,1,2,57.0,infeasible
'0001111110100101010100000,1,2,62.0,infeasible
'1000000101100000000000110,1,2,40.0,infeasible
'0010110110010111100100001,1,2,90.0,infeasible
'0011010100111101100011000,1,2,56.0,infeasible
'1110111001101000000010010,1,2,80.0,infeasible
'1000010110100000110001000,1,2,26.0,infeasible
'1101010000000011000001001,1,2,56.0,infeasible
'1010110010101110000100100,1,2,83.0,infeasible
'1110111101001111010000010,1,2,117.0,infeasible
'1101111010000000100010100,1,2,83.0,infeasible
'0110001001010111000100101,1,3,47.0,infeasible
'0101011011000101101001001,1,3,40.0,infeasible
'0100010111001101100011100,1,3,32.0,infeasible
'0110010100110111000101100,1,3,37.0,infeasible
'0001001011001100110010010,1,3,23.0,infeasible
'1011010100010100010010010,1,3,34.0,infeasible
'0010100110101000011100000,1,3,16.0,infeasible
'0011000111000011001110000,1,3,25.0,infeasible
'1101000101110101010000110,1,3,54.0,infeasible
'1101110101111110001000011,1,3,118.0,infeasible
'0110001100001000000011001,1,3,16.0,infeasible
'0110101111000111000010110,1,3,64.0,infeasible
'0111000110101110001001001,1,3,52.0,infeasible
'0110100100100000001000110,1,3,28.0,infeasible
'0101010000110000010010001,1,3,20.0,infeasible
'1011111110100110010100100,1,3,68.0,infeasible
'0100011100110111100011001,1,3,61.0,infeasible
'1110110000110101110001001,1,3,96.0,infeasible
'1111000111011011101100001,1,3,85.0,infeasible
'0000101011010001011000100,1,3,22.0,infeasible
'0111101101010010100010101,1,3,46.0,infeasible
'0011011111001001010011000,1,3,18.0,infeasible
'0101000111010000000001110,1,3,24.0,infeasible
'0101001001011100101100100,1,3,34.0,infeasible
'0011100100101011101000110,1,3,24.0,infeasible
'1001100101101101010011000,1,3,42.0,infeasible
'0100111001000111001100001,1,3,89.0,infeasible
'1110011110101110010011000,1,3,65.0,infeasible
'0011101111011000101001001,1,3,61.0,infeasible
'1111110001100001111001000,1,3,75.0,infeasible
'1011101100001011001101000,1,3,42.0,infeasible
'0110011000101001110100100,1,3,15.0,infeasible
'1011111000101100100001110,1,3,64.0,infeasible
'1100000100010010000001110,1,3,36.0,infeasible
'1101110100101001101010001,1,3,76.0,infeasible
'1100100010100011001100100,1,3,55.0,infeasible
'1000110110100111101000110,1,3,90.0,infeasible
'0110111011110011110000011,1,3,54.0,infeasible
'1110001100000011110010001,1,3,48.0,infeasible
'1010001011011111000011100,1,3,67.0,infeasible
'0011010000100001101000110,1,3,9.0,infeasible
'0111001010100011100001011,1,3,14.0,infeasible
'1010010111011111011000001,1,3,94.0,infeasible
'0110001101101111001100100,1,3,71.0,infeasible
'0100010100101100000001101,1,3,22.0,infeasible
'0010101101010000111110000,1,4,20.0,infeasible
'1011100010011101101011001,1,4,64.0,infeasible
'1110101011001101010101100,1,4,45.0,infeasible
'1100101110010111111011000,1,4,83.0,infeasible
'1110010010001100010010101,1,4,47.0,infeasible
'0000000011010010001111000,1,4,21.0,infeasible
'0000011100001110111101000,1,4,32.0,infeasible
'1010011101100101101000111,1,4,58.0,infeasible
'0001001110010100100011110,1,4,27.0,infeasible
'0110100101100011011010001,1,4,22.0,infeasible
'0001010010011111101110100,1,4,50.0,infeasible
'0011001001001101110001110,1,4,16.0,infeasible
'1011110111110001110001011,1,4,55.0,infeasible
'1001010111101011111110000,1,4,23.0,infeasible
