string,counts,energy_M,energy_Q,feasible
'0100000001101001000000000,1,0,37.0,infeasible
'1000100101000000000100000,1,1,47.0,infeasible
'1010001011000011001000000,1,1,69.0,infeasible
'0111110110000011000000010,1,1,75.0,infeasible
'1110000011000100100100000,1,1,80.0,infeasible
'0111101110101110101000000,1,1,120.0,infeasible
'1111011010000010110000000,1,1,73.0,infeasible
'0001100000100001110000000,1,1,28.0,infeasible
'1101100011001010000001000,1,1,80.0,infeasible
'0100010110000000001000000,1,1,34.0,infeasible
'1000000011110111100100000,1,1,91.0,infeasible
'1000010011101101100001000,1,1,70.0,infeasible
'1101010110000000010000000,1,1,56.0,infeasible
'1001110101000010101000000,1,1,95.0,infeasible
'0010110010000111101000000,1,1,115.0,infeasible
'0011100010101001100000001,1,1,48.0,infeasible
'0101000011010111110000000,1,1,76.0,infeasible
'0100011111111001101000000,1,1,75.0,infeasible
'1001000011100111001001000,1,2,80.0,infeasible
'1000111001000011100100001,1,2,81.0,infeasible
'1110101000111100110000100,1,2,91.0,infeasible
'1000111000101111001010000,1,2,124.0,infeasible
'0001001111010110100001010,1,2,48.0,infeasible
'0110100000000011101000010,1,2,31.0,infeasible
'1110111111100000100100100,1,2,118.0,infeasible
'0110010100101110110000001,1,2,51.0,infeasible
'1010010111001110001000010,1,2,85.0,infeasible
'1010010110100100000000110,1,2,56.0,infeasible
'0110101000011011000001100,1,2,51.0,infeasible
'1111111011100100100001010,1,2,106.0,infeasible
'0111000101111001011000000,1,2,44.0,infeasible
'0110110011110010000001010,1,2,53.0,infeasible
'1000011010000111000011000,1,2,73.0,infeasible
'1010011011001111010100000,1,2,64.0,infeasible
'1001101111000001001001000,1,2,60.0,infeasible
'1000000001000100110100000,1,2,30.0,infeasible
'0100100111100010100000110,1,2,44.0,infeasible
'1010101110100100100001010,1,2,63.0,infeasible
'1011000011101011000000110,1,2,49.0,infeasible
'0100001110111000010001000,1,2,27.0,infeasible
'1101101011011010100011000,1,2,81.0,infeasible
'0001000000100001000001100,1,2,8.0,infeasible
'1000111010111100110000100,1,2,79.0,infeasible
'0011011011101010000100100,1,2,27.0,infeasible
'1000110110111001000010010,1,2,56.0,infeasible
'0010000100100000000100100,1,2,15.0,infeasible
'0001010101001111110001000,1,2,57.0,infeasible
'1000100100001010000001100,1,2,42.0,infeasible
'0100100011000011100100100,1,2,34.0,infeasible
'1110111101111010000111000,1,3,79.0,infeasible
'1010110000000011100001101,1,3,67.0,infeasible
'0000100101010001001100001,1,3,30.0,infeasible
'1111000100010011101001001,1,3,71.0,infeasible
'1001001100000010110001100,1,3,22.0,infeasible
'0001000011101101101000110,1,3,38.0,infeasible
'1011101000101001000101100,1,3,40.0,infeasible
'0100001010010111000001011,1,3,38.0,infeasible
'0110000000110000111000001,1,3,25.0,infeasible
'0110101111000000110010010,1,3,20.0,infeasible
'1010101100000010001100100,1,3,46.0,infeasible
'0011011001101110000001101,1,3,43.0,infeasible
'1100000011000100111000100,1,3,61.0,infeasible
'0111000001010011111010000,1,3,36.0,infeasible
'1011001001001111100011100,1,3,66.0,infeasible
'1000111011100101000010101,1,3,82.0,infeasible
'1100100111001001011000100,1,3,58.0,infeasible
'1001100010101110101100100,1,3,57.0,infeasible
'0101010111111000110001010,1,3,27.0,infeasible
'1001110001111100001100100,1,3,65.0,infeasible
