string,counts,energy_M,energy_Q,feasible
'1110001001001101000000000,1,0,120.0,infeasible
'1001111110101011110000000,1,1,97.0,infeasible
'1100000111000000000100000,1,1,56.0,infeasible
'0101111001001011001000000,1,1,91.0,infeasible
'1101111110000011101000000,1,1,138.0,infeasible
'1111100010011000100100000,1,1,82.0,infeasible
'1110110010001010100010000,1,1,105.0,infeasible
'0010001111001011000100000,1,1,32.0,infeasible
'0010111111000110001000000,1,1,130.0,infeasible
'1000010001011000000100000,1,1,40.0,infeasible
'1111111010010101000000100,1,1,153.0,infeasible
'1110000000000010100001000,1,1,61.0,infeasible
'0000110000000000110000000,1,1,43.0,infeasible
'0101100111001100001000000,1,1,82.0,infeasible
'0111100011110100100000010,1,1,64.0,infeasible
'0000110010011111100001001,1,2,106.0,infeasible
'0111010101101000001001000,1,2,34.0,infeasible
'0110011100011111110001000,1,2,74.0,infeasible
'1100000000001011101000100,1,2,68.0,infeasible
'0110111100001000001001000,1,2,69.0,infeasible
'0001101111110100100101000,1,2,59.0,infeasible
'1100000111110100101001000,1,2,85.0,infeasible
'1010101111001001100101000,1,2,56.0,infeasible
'0001011111100110100100100,1,2,62.0,infeasible
'0100000111001010000000101,1,2,39.0,infeasible
'0111111101010101100011000,1,2,99.0,infeasible
'1101001110011001100110000,1,2,46.0,infeasible
'1111101111010011000010010,1,2,81.0,infeasible
'1100001010000011110001000,1,2,39.0,infeasible
'0000001000001000010000001,1,2,9.0,infeasible
'0000111000100110000000011,1,2,80.0,infeasible
'1101111000011000111000000,1,2,95.0,infeasible
'1110110000101001001001000,1,2,94.0,infeasible
'0001001110011111001000010,1,2,77.0,infeasible
'1010101011001100100011000,1,2,69.0,infeasible
'1001011111100110011000000,1,2,79.0,infeasible
'1011101000000110100100100,1,2,75.0,infeasible
'0001100100001001000011000,1,2,31.0,infeasible
'0000011100100101100001010,1,2,34.0,infeasible
'0101011010011011000010100,1,2,34.0,infeasible
'1100001111100010100001001,1,2,64.0,infeasible
'0000000100011101000001010,1,2,34.0,infeasible
'0010100011010110100010010,1,2,55.0,infeasible
'1000101100000000000001010,1,2,43.0,infeasible
'0001011001110110100010001,1,2,70.0,infeasible
'0011110001110110001010000,1,2,97.0,infeasible
'1110000100000001010000010,1,2,45.0,infeasible
'1101000001001101111000000,1,2,77.0,infeasible
