string,counts,energy_M,energy_Q,feasible
'1101001000100011100001000,1,1,60.0,infeasible
'1010001001100010000000010,1,1,42.0,infeasible
'1110111110101100000000010,1,1,134.0,infeasible
'1110100111011110100100000,1,1,133.0,infeasible
'1110010111101111000000100,1,1,153.0,infeasible
'1000111011011110100001000,1,1,143.0,infeasible
'1010101011011001100001000,1,1,89.0,infeasible
'1111101010010011010010000,1,2,78.0,infeasible
'0110110110110010101010000,1,2,68.0,infeasible
'0001011110001000010010000,1,2,21.0,infeasible
'1011111110111010100011000,1,2,99.0,infeasible
'0001001000000010110000001,1,2,10.0,infeasible
'0000100110010110100010100,1,2,65.0,infeasible
'1000001111101101110001000,1,2,45.0,infeasible
'0000000010100111100001100,1,2,45.0,infeasible
'1011000100010110110001000,1,2,62.0,infeasible
'0110110010101010000101000,1,2,46.0,infeasible
'1101110111100101101010000,1,2,123.0,infeasible
'1000011010100010000100001,1,2,33.0,infeasible
'0001101111100111100100100,1,2,85.0,infeasible
'1011100110001001101000001,1,2,78.0,infeasible
'1010100011110101101000100,1,2,100.0,infeasible
'1110111001111001100101000,1,2,110.0,infeasible
'0000001011000001000100001,1,2,13.0,infeasible
'1111000011001011101010000,1,2,82.0,infeasible
'1100000011101110110001000,1,2,65.0,infeasible
'1101111110100111101000010,1,2,142.0,infeasible
'0000001010100111110100000,1,2,44.0,infeasible
'0111001001110100100001001,1,2,47.0,infeasible
'0011110101101011110001001,1,3,54.0,infeasible
'0110010110011011101011000,1,3,42.0,infeasible
'1010110100111011010001001,1,3,74.0,infeasible
'1110100001110010101100001,1,3,84.0,infeasible
'1101111010001000101000110,1,3,71.0,infeasible
'1101100111000001110001001,1,3,56.0,infeasible
'1001111010011110010010010,1,3,74.0,infeasible
'1011000111000010100011001,1,3,31.0,infeasible
'0001111010100011100010110,1,3,40.0,infeasible
'1010101010010010100010101,1,3,52.0,infeasible
'0000100100011110110101000,1,3,46.0,infeasible
'1011100010101111000111000,1,3,61.0,infeasible
'0001001110101001010001100,1,3,15.0,infeasible
'1101011010001010100011010,1,3,34.0,infeasible
'0011001110011010001011000,1,3,30.0,infeasible
'1100011010001010101011000,1,3,45.0,infeasible
'1101110011010011111001000,1,3,72.0,infeasible
'1001111111101101110001010,1,3,63.0,infeasible
'1111000100111011001100100,1,3,73.0,infeasible
'0110001110000011101101000,1,3,20.0,infeasible
'0011110011011001001100001,1,3,48.0,infeasible
'1001110000100001101000101,1,3,60.0,infeasible
'0100000010011000000010011,1,3,19.0,infeasible
'1110001100100010010010100,1,3,44.0,infeasible
'1101101010100111110101000,1,3,66.0,infeasible
'1101110010100111001001001,1,3,115.0,infeasible
'1110001110101010100011100,1,3,50.0,infeasible
'1110110010011001110001010,1,3,69.0,infeasible
'1010001100111001010011000,1,3,31.0,infeasible
'1100110011011010001010001,1,3,89.0,infeasible
'0100010010011110100010011,1,3,42.0,infeasible
'0011000111011011010101000,1,3,19.0,infeasible
'0100000000100101100010101,1,3,27.0,infeasible
'1111101101011001110011000,1,3,68.0,infeasible
'0001101010000111001011000,1,3,73.0,infeasible
'1011101010100111110101000,1,3,59.0,infeasible
'1001110111111011010000011,1,3,65.0,infeasible
'1011101011001101101001001,1,3,80.0,infeasible
'1100011011000010110011000,1,3,31.0,infeasible
'0100101011000011010010010,1,3,17.0,infeasible
'1101001001101100110011000,1,3,45.0,infeasible
'1111110001011001100010101,1,3,95.0,infeasible
'0101001110001110010101000,1,3,24.0,infeasible
'1111101000011011110001001,1,3,88.0,infeasible
'1011000110101101100011011,1,4,33.0,infeasible
'0101011110111011110001011,1,4,26.0,infeasible
'1010000110010011110111000,1,4,25.0,infeasible
'1000001000001011110011100,1,4,24.0,infeasible
'1011011110110011011010100,1,4,34.0,infeasible
'0111111010010011110001011,1,4,53.0,infeasible
'1100000111101111010101100,1,4,46.0,infeasible
'0000011010011110111001001,1,4,43.0,infeasible
'1010011010101100101101100,1,4,31.0,infeasible
'1000111110111010110010110,1,4,35.0,infeasible
'1000111110001101100011011,1,4,63.0,infeasible
'0100111011110011110101100,1,4,39.0,infeasible
'1010101110010001111101000,1,4,34.0,infeasible
'1011001011010010111011000,1,4,30.0,infeasible
'1111101010001010001011100,1,4,54.0,infeasible
'0110001101001010100111100,1,4,11.0,infeasible
'0111101111011101110101100,1,4,29.0,infeasible
'1011000110101111011110000,1,4,61.0,infeasible
'0100010011100000010001110,1,4,16.0,infeasible
'0010111001001010100011011,1,4,44.0,infeasible
'1011001110100011010011010,1,4,19.0,infeasible
'1101100000010010111101000,1,4,37.0,infeasible
'0000110110010001101111000,1,4,35.0,infeasible
'0100111110100110011100100,1,4,45.0,infeasible
'1111111111011011110010110,1,4,59.0,infeasible
'1000000000000010001110100,1,4,27.0,infeasible
'1001111110101011010011001,1,4,55.0,infeasible
'1000101011110111010101100,1,4,40.0,infeasible
'0100101000001011110001011,1,4,27.0,infeasible
'1010001000001000110010011,1,4,25.0,infeasible
'0101011111100001001100101,1,4,36.0,infeasible
'1111001011011011011101000,1,4,43.0,infeasible
'0011101010001011111100100,1,4,13.0,infeasible
'1110001010010010111010100,1,4,54.0,infeasible
'1101110010010011010011001,1,4,64.0,infeasible
'1100011011000011010001011,1,4,26.0,infeasible
'1111011000111010010011010,1,4,42.0,infeasible
'1001111110101011110011100,1,4,45.0,infeasible
'0100000110101101100111100,1,4,22.0,infeasible
'1110110001110110111101000,1,4,78.0,infeasible
'1100110100011011010010101,1,4,58.0,infeasible
'1011110110110011110011001,1,4,55.0,infeasible
'1001000110010110101111000,1,4,47.0,infeasible
'0001100110011100000001111,1,4,34.0,infeasible
'0011001110100011110111000,1,4,16.0,infeasible
'1001111011010110001111000,1,4,65.0,infeasible
'0111100001101010110011001,1,4,28.0,infeasible
'1010100010101011110001111,1,5,21.0,infeasible
'1100100000010011011111000,1,5,35.0,infeasible
'1011010110010111111101100,1,5,38.0,infeasible
'0010011100011010111011100,1,5,23.0,infeasible
'1100011110100011010001111,1,5,31.0,infeasible
'0001110110101111010011011,1,5,57.0,infeasible
'1010001111101100100011111,1,5,22.0,infeasible
'0000011110001110111011001,1,5,36.0,infeasible
'0000110011110110110011111,1,6,31.0,infeasible
'1111000111100010010011111,1,6,42.0,infeasible
'1010010010011010010011111,1,6,31.0,infeasible
'1000110010011011110011111,1,6,32.0,infeasible
'0001110110000111100100010,1,2,76.0,feasible
'1111001110101011100101010,1,3,35.0,feasible
'1111101000011001100101010,1,3,53.0,feasible
'1111011101001011100110001,1,3,55.0,feasible
'1101100001010001011000010,1,3,38.0,feasible
'1101100111001110000100011,1,3,68.0,feasible
'0010001010100001100110010,1,3,7.0,feasible
'1100110001100011100101010,1,3,52.0,feasible
'1010000110011110101100010,1,3,63.0,feasible
'0011000100011101100110001,1,3,32.0,feasible
'1110100011100000000101001,1,3,68.0,feasible
'1101001001011001000101011,1,4,32.0,feasible
'0010111111100111010101010,1,4,52.0,feasible
'1101011111111011110101010,1,4,22.0,feasible
'1101101000011010110101010,1,4,37.0,feasible
'0010001111101010010100011,1,4,16.0,feasible
'1000011010101010100101110,1,4,12.0,feasible
'1011001111000011011100001,1,4,30.0,feasible
'0110100011101011110101001,1,4,21.0,feasible
'0111101111100011001101001,1,4,38.0,feasible
'0001110010101010010100011,1,4,27.0,feasible
'1001110010100011000111001,1,4,36.0,feasible
'0110001101101111010110010,1,4,34.0,feasible
'0110011010100000111010010,1,4,8.0,feasible
'1111001010111010101101010,1,4,35.0,feasible
'0101100110111110101011010,1,4,49.0,feasible
'0010001010010111110100011,1,4,24.0,feasible
'1100101010101101001101010,1,4,39.0,feasible
'1000111110000001000101011,1,4,55.0,feasible
'1011001110100101100101011,1,4,23.0,feasible
'1101000011011010011001010,1,4,34.0,feasible
'1000100011010000001010101,1,4,34.0,feasible
'1100101111000011100100111,1,4,55.0,feasible
'1100110111010001000111010,1,4,32.0,feasible
'1011111110101011101110010,1,4,38.0,feasible
'1010101011001011100100111,1,4,35.0,feasible
'1100111111010010101001101,1,4,94.0,feasible
'0110010111000101001011010,1,4,25.0,feasible
'1101001110100110110101010,1,4,28.0,feasible
'1111111010111001110110001,1,4,67.0,feasible
'0001110001101110111101001,1,5,44.0,feasible
'0110111010101010101111001,1,5,35.0,feasible
'0110001110001111011100110,1,5,38.0,feasible
'1010001011011010011001011,1,5,26.0,feasible
'0101010010100001111011010,1,5,15.0,feasible
'1111001110001011101101011,1,5,36.0,feasible
'0011011111001011101111001,1,5,12.0,feasible
'1101001111111110111101010,1,5,34.0,feasible
'1110001011000101011101001,1,5,38.0,feasible
'0011111110110000011001110,1,5,38.0,feasible
'1110100101001011111101010,1,5,24.0,feasible
'0000111010101111011101001,1,5,53.0,feasible
'0110111010100001101101101,1,5,42.0,feasible
'1000001011100110110101101,1,5,21.0,feasible
