string,counts,energy_M,energy_Q,feasible
'1000111110111011000000000,1,0,143.0,infeasible
'0100101011110100000001000,1,1,78.0,infeasible
'1111101111010111100001000,1,1,165.0,infeasible
'0000000000001001100001000,1,1,12.0,infeasible
'0110111110100011100000100,1,1,100.0,infeasible
'0110011011110101000100000,1,1,66.0,infeasible
'0001000000011010000010000,1,1,31.0,infeasible
'1100010001111110100010000,1,1,120.0,infeasible
'0011011110000010100000100,1,1,43.0,infeasible
'1101000001001110100000001,1,1,106.0,infeasible
'1001011111001001101000000,1,1,73.0,infeasible
'1011000111110101010000000,1,1,83.0,infeasible
'1110000110101101101000000,1,1,129.0,infeasible
'0100100011011111100010001,1,2,94.0,infeasible
'0100010011111101010001000,1,2,45.0,infeasible
'0100001110100111101001000,1,2,71.0,infeasible
'0111000110110010000001010,1,2,24.0,infeasible
'1111111111000001100011000,1,2,102.0,infeasible
'1100111101001110101010000,1,2,139.0,infeasible
'0101101101010110010000001,1,2,77.0,infeasible
'0000000010101111001100000,1,2,60.0,infeasible
'0100101110001110010010000,1,2,66.0,infeasible
'1001000001010101101010000,1,2,73.0,infeasible
'0000001101001110010001000,1,2,37.0,infeasible
'1100110110001011101000001,1,2,118.0,infeasible
'0000100111111101110100000,1,2,54.0,infeasible
'0011001101011111100010010,1,2,70.0,infeasible
'1001101111100101100101000,1,2,70.0,infeasible
'1111001111000101000001001,1,2,89.0,infeasible
'0111101011111110000010010,1,2,76.0,infeasible
'1001011111101111000001100,1,2,87.0,infeasible
'1100111111000001100010001,1,2,104.0,infeasible
'1111101010101111010001000,1,2,108.0,infeasible
'1011110010011101001001000,1,2,107.0,infeasible
'1000011111001010110000100,1,2,42.0,infeasible
'1000001111101001000001010,1,2,27.0,infeasible
'1100111010100001101000001,1,2,111.0,infeasible
'0001011100011011000000011,1,2,38.0,infeasible
'1001101100111010010000010,1,2,45.0,infeasible
'1011110011100011110110000,1,3,42.0,infeasible
'0110001101011001110000110,1,3,20.0,infeasible
'0111100011011111011000001,1,3,79.0,infeasible
'1010001011001111100101100,1,3,52.0,infeasible
'1101100111110100101000101,1,3,108.0,infeasible
'1001101000111001110010100,1,3,39.0,infeasible
'1110000001001101000110100,1,3,65.0,infeasible
'0000000010100101000001101,1,3,15.0,infeasible
'1110110100100001011010000,1,3,59.0,infeasible
'0000001110011100011000100,1,3,32.0,infeasible
'1001100101110011100101100,1,3,38.0,infeasible
'1011100011110111010010100,1,3,72.0,infeasible
'1000101010000011110000011,1,3,32.0,infeasible
'1001100011001101000011010,1,3,37.0,infeasible
'1001101001101101100011001,1,3,67.0,infeasible
'0101110000001100100100101,1,3,39.0,infeasible
'1000001011000100000100101,1,3,34.0,infeasible
'0100011110001111001001100,1,3,58.0,infeasible
'1101110000101000001011000,1,3,60.0,infeasible
'0101111100011111100001101,1,3,99.0,infeasible
'0101100101100001101000110,1,3,32.0,infeasible
'1000101011000101100011100,1,3,50.0,infeasible
'1011111010010101010101000,1,3,65.0,infeasible
'0100100000111001000010011,1,3,24.0,infeasible
'1101000010101110101000011,1,3,72.0,infeasible
'1111011110010011100011100,1,3,64.0,infeasible
'0100100010011011001110000,1,3,28.0,infeasible
'0100100011001001101110000,1,3,19.0,infeasible
'1111000101100001001001100,1,3,68.0,infeasible
'1011000111100011100001011,1,3,37.0,infeasible
'0100000011001111101001100,1,3,54.0,infeasible
'1100010011000011110010100,1,3,38.0,infeasible
'1111100100110010110000101,1,3,75.0,infeasible
'0101011011000010000011010,1,3,12.0,infeasible
'0101010110010000111001000,1,3,25.0,infeasible
'1010011011111001111001000,1,3,47.0,infeasible
'0010000011001001111010000,1,3,17.0,infeasible
'1001000100110101010101000,1,3,23.0,infeasible
'1110101101000000100011100,1,3,63.0,infeasible
'0000111001100100110100100,1,3,48.0,infeasible
'0101000110111101110010100,1,3,45.0,infeasible
'1111000111000111110011000,1,3,75.0,infeasible
'1011010110001110011001000,1,3,56.0,infeasible
'1110110000000011000011010,1,3,63.0,infeasible
'1000110010101111101101000,1,3,80.0,infeasible
'1101011110101000010001100,1,3,46.0,infeasible
'1000101100010011111001100,1,4,33.0,infeasible
'1100111011001101010001011,1,4,63.0,infeasible
'1110100000001100000010111,1,4,51.0,infeasible
'0001100001111011101100101,1,4,30.0,infeasible
'1111010111111010011001100,1,4,59.0,infeasible
'1010111000001101111001100,1,4,61.0,infeasible
'1001000101101011111001100,1,4,29.0,infeasible
'0110111010110101010111000,1,4,48.0,infeasible
'0011000111000010111110000,1,4,21.0,infeasible
'1001010010110110011001100,1,4,35.0,infeasible
'1100011110110111010001101,1,4,58.0,infeasible
'0001011100111010101110100,1,4,16.0,infeasible
'0111111010001110101011100,1,4,65.0,infeasible
'0010100100011001001110100,1,4,12.0,infeasible
'1101100101000101110010110,1,4,37.0,infeasible
'0111111100000110011010100,1,4,53.0,infeasible
'1010110010000011110011010,1,4,37.0,infeasible
'1110010000010111101011001,1,4,89.0,infeasible
'0000101100110110010001011,1,4,41.0,infeasible
'1010001000001000110001011,1,4,29.0,infeasible
'1110010111001100110011001,1,4,41.0,infeasible
'0111000011010101001111000,1,4,32.0,infeasible
'1110001110000011010001011,1,4,39.0,infeasible
'0011001001111110001100101,1,4,42.0,infeasible
'0111001111011000000111100,1,4,18.0,infeasible
'1010101111001100010011010,1,4,25.0,infeasible
'1110011100000110110011010,1,4,48.0,infeasible
'1011010011010010010001011,1,4,24.0,infeasible
'0101001111001110101011100,1,4,42.0,infeasible
'0111101101011010110011101,1,5,30.0,infeasible
'0000101001100110110011101,1,5,34.0,infeasible
