string,counts,energy_M,energy_Q,feasible
'0100011010010010100000000,1,0,53.0,infeasible
'0100011100101101000000000,1,0,80.0,infeasible
'0000000010100100100000100,1,1,31.0,infeasible
'1011011000000000110000000,1,1,44.0,infeasible
'1000001011010110100001000,1,1,76.0,infeasible
'0101010110111110100000100,1,1,87.0,infeasible
'0111101100110001001000000,1,1,70.0,infeasible
'0100000111101101110000000,1,1,57.0,infeasible
'0111100110101110100010000,1,1,97.0,infeasible
'1110010001110110010000000,1,1,110.0,infeasible
'1101010110111111010000000,1,1,121.0,infeasible
'0110011010001001100001000,1,1,37.0,infeasible
'1001101101111100000000010,1,1,89.0,infeasible
'1111110000001101001000000,1,1,145.0,infeasible
'1111101011100101100000100,1,1,143.0,infeasible
'0011101111110011100001000,1,1,82.0,infeasible
'1011100111001000000001100,1,2,63.0,infeasible
'1000110000011111000100100,1,2,85.0,infeasible
'0111011000111001010010000,1,2,33.0,infeasible
'0011010100101010011000000,1,2,19.0,infeasible
'0110011001110111101000010,1,2,79.0,infeasible
'1100001010101100100001100,1,2,56.0,infeasible
'1001010001011000010000010,1,2,27.0,infeasible
'0011001000100010101100000,1,2,15.0,infeasible
'0111110000010111101000010,1,2,92.0,infeasible
'0001100101011000110000100,1,2,37.0,infeasible
'1000001100110100100110000,1,2,37.0,infeasible
'1100000101101001000001001,1,2,57.0,infeasible
'0011101111100101100101000,1,2,61.0,infeasible
'0110101011010011010000100,1,2,42.0,infeasible
'0111010000000010100110000,1,2,17.0,infeasible
'1100001110111100110000001,1,2,76.0,infeasible
'1001001011001001101100000,1,2,34.0,infeasible
'1011001110011001110100000,1,2,36.0,infeasible
'0110101111001010001001000,1,2,58.0,infeasible
'0100001010100100100000101,1,2,31.0,infeasible
'1100111110111111101000010,1,2,150.0,infeasible
'0100001111001001000101000,1,2,14.0,infeasible
'1001110110110100001000010,1,2,81.0,infeasible
'0010110101101001100001100,1,2,58.0,infeasible
'0011110001101110000010100,1,2,79.0,infeasible
'1110101010011100010000010,1,2,75.0,infeasible
'0101100000110000000001010,1,2,28.0,infeasible
'0010000010000100001010000,1,2,32.0,infeasible
'0100101100011011100110000,1,2,42.0,infeasible
'1110101011101101100101100,1,3,77.0,infeasible
'0100011010001011010001001,1,3,20.0,infeasible
'1001110001100111110010001,1,3,84.0,infeasible
'1011100011010101010100100,1,3,39.0,infeasible
'0111101100010001110101000,1,3,31.0,infeasible
'0100000001011111010100100,1,3,43.0,infeasible
'0011101000101000010001100,1,3,30.0,infeasible
'1010101011110000001101000,1,3,51.0,infeasible
'1101001101000100111000001,1,3,59.0,infeasible
'1011001000101000000000111,1,3,39.0,infeasible
'1101110000011101100001101,1,3,98.0,infeasible
'1110111010001101010010100,1,3,84.0,infeasible
'1001010010011100110000101,1,3,39.0,infeasible
'0011111010100100100101100,1,3,50.0,infeasible
'1110000111001101011000001,1,3,86.0,infeasible
'1000110010010110101100100,1,3,68.0,infeasible
'0100101100010000101011000,1,3,35.0,infeasible
'0001110110010111100100101,1,3,66.0,infeasible
'0111001000100101110100100,1,3,25.0,infeasible
