string,counts,energy_M,energy_Q,feasible
'101111000011000000,1,0,33.0,infeasible
'110000001100000000,1,0,16.0,infeasible
'101111111101000000,1,0,54.0,infeasible
'000010101000000001,1,1,6.5,infeasible
'101011000100000100,1,1,12.5,infeasible
'010000011001001000,1,1,11.5,infeasible
'101100011000000100,1,1,8.0,infeasible
'011011000110000100,1,1,17.0,infeasible
'000000100010000100,1,1,5.5,infeasible
'011110011000001000,1,1,19.0,infeasible
'111100001010100000,1,1,20.0,infeasible
'001001100000000001,1,1,21.5,infeasible
'001010010100010000,1,1,6.5,infeasible
'001100100110001000,1,1,11.5,infeasible
'110111011001000100,1,1,24.5,infeasible
'010110000000000001,1,1,10.5,infeasible
'100111100010010000,1,1,32.5,infeasible
'111110000100000010,1,1,19.5,infeasible
'010011001000000010,1,1,18.0,infeasible
'000010001000100000,1,1,8.5,infeasible
'111000011010001000,1,1,18.0,infeasible
'000010101010000001,1,1,8.5,infeasible
'100110100010000001,1,1,12.0,infeasible
'101011100100010000,1,1,24.5,infeasible
'110111100001001000,1,1,31.0,infeasible
'100100001100010000,1,1,14.5,infeasible
'101100100000000100,1,1,7.5,infeasible
'001000010011010000,1,1,11.0,infeasible
'001101011001001000,1,1,23.0,infeasible
'111111111100000001,1,1,44.5,infeasible
'011000100000010000,1,1,9.0,infeasible
'101011101101000100,1,1,27.0,infeasible
'101111001110000100,1,1,22.5,infeasible
'110010111100010000,1,1,18.5,infeasible
'001000111001010000,1,1,13.0,infeasible
'100111011000000010,1,1,26.0,infeasible
'110010000001010000,1,1,8.0,infeasible
'011111010001000001,1,1,27.0,infeasible
'000011001001100000,1,1,22.0,infeasible
'011111100001000001,1,1,32.5,infeasible
'000100100010000001,1,1,8.0,infeasible
'001110100001000001,1,1,10.5,infeasible
'101111111110000010,1,1,44.0,infeasible
'111010111010000010,1,1,21.5,infeasible
'111001010000010000,1,1,20.0,infeasible
'010101001110000100,1,1,20.0,infeasible
'111110101011000001,1,1,24.0,infeasible
'010011010011000001,1,1,23.5,infeasible
'100000011110001000,1,1,14.0,infeasible
'100111101100000100,1,1,30.0,infeasible
'011100101110010000,1,1,24.5,infeasible
'100101010001110000,1,2,22.0,infeasible
'000010100001000101,1,2,3.5,infeasible
'111011111001101000,1,2,37.0,infeasible
'110011000110001001,1,2,14.0,infeasible
'001110100111110000,1,2,22.5,infeasible
'111011111001000110,1,2,27.5,infeasible
'010000010011000101,1,2,7.5,infeasible
'110001000101110000,1,2,15.0,infeasible
'111100010111000101,1,2,11.0,infeasible
'101000111011101000,1,2,16.5,infeasible
'011000010100000110,1,2,7.5,infeasible
'011010110001001100,1,2,9.0,infeasible
'010111010001011000,1,2,17.5,infeasible
'000001110101000110,1,2,20.5,infeasible
'100011000000001001,1,2,9.5,infeasible
'001110001010000101,1,2,6.5,infeasible
'100111101100001001,1,2,24.0,infeasible
'110001110101001001,1,2,27.5,infeasible
'100010101111100010,1,2,15.5,infeasible
'101111010111011000,1,2,22.0,infeasible
'110101000110100010,1,2,19.5,infeasible
'010000100011001001,1,2,10.0,infeasible
'010010101110000011,1,2,10.5,infeasible
'100110011100000101,1,2,8.5,infeasible
'101011000010100010,1,2,15.0,infeasible
'111011011000000110,1,2,18.0,infeasible
'001001000100110000,1,2,13.5,infeasible
'001011110010000101,1,2,22.0,infeasible
'001101111010101000,1,2,35.5,infeasible
'010110011000000101,1,2,7.5,infeasible
'110001100010010010,1,2,19.5,infeasible
'011101101001001001,1,2,25.5,infeasible
'010000000000011000,1,2,5.0,infeasible
'100010000010011000,1,2,6.0,infeasible
'010100100000110000,1,2,10.5,infeasible
'101110011111000101,1,2,10.5,infeasible
'101110111110000101,1,2,11.0,infeasible
'011011001110110000,1,2,27.0,infeasible
'001110001010001100,1,2,8.0,infeasible
'101011100001001100,1,2,17.0,infeasible
'011001101010000101,1,2,21.0,infeasible
