string,counts,energy_M,energy_Q,feasible
'110101101001001000,1,1,32.5,infeasible
'001110011111100000,1,1,27.5,infeasible
'100010010101000001,1,1,5.5,infeasible
'001111110001010000,1,1,36.5,infeasible
'010111100001100000,1,1,38.0,infeasible
'001011001001000100,1,1,13.0,infeasible
'000100001001000001,1,1,6.5,infeasible
'010110101101000100,1,1,15.0,infeasible
'001001000000000010,1,1,12.0,infeasible
'000100110101100000,1,1,17.5,infeasible
'100001111100000100,1,1,32.0,infeasible
'110101000100000100,1,1,15.5,infeasible
'001111110111010000,1,1,44.0,infeasible
'001010000111000100,1,1,7.5,infeasible
'100111111010100000,1,1,50.5,infeasible
'010010101001010000,1,1,13.5,infeasible
'000001000110100000,1,1,20.5,infeasible
'110111100011000001,1,1,34.5,infeasible
'000101101001100000,1,1,36.5,infeasible
'101101110011001000,1,1,36.5,infeasible
'001010100011000100,1,1,9.0,infeasible
'111011101011100000,1,1,45.0,infeasible
'001000010111010000,1,1,12.5,infeasible
'101110111101100000,1,1,28.0,infeasible
'100010100010000001,1,1,8.0,infeasible
'111011101011010000,1,1,38.5,infeasible
'100010100101010000,1,1,9.5,infeasible
'100011110011101000,1,2,32.5,infeasible
'111010010110000101,1,2,9.0,infeasible
'000011100100001100,1,2,16.0,infeasible
'100110010010110000,1,2,16.0,infeasible
'110011011100101000,1,2,25.5,infeasible
'100010001011101000,1,2,12.0,infeasible
'001010010001000101,1,2,3.5,infeasible
'111011000100100010,1,2,17.5,infeasible
'110100101100100010,1,2,15.5,infeasible
'111111101110000110,1,2,28.0,infeasible
'100111000111001001,1,2,13.5,infeasible
'001110111010011000,1,2,15.5,infeasible
'100001101100100010,1,2,25.5,infeasible
'101000111111000110,1,2,10.5,infeasible
'011000100010011000,1,2,9.5,infeasible
'010010011101101000,1,2,13.5,infeasible
'110011011011000110,1,2,17.0,infeasible
'000000001011000110,1,2,5.5,infeasible
'101110110110001100,1,2,9.5,infeasible
'110100100110000110,1,2,9.0,infeasible
'110100111111010010,1,2,20.0,infeasible
'000010100011100010,1,2,10.5,infeasible
'000001101100100010,1,2,25.0,infeasible
'000111100011011000,1,2,24.0,infeasible
'011000101110110000,1,2,19.5,infeasible
'011111010111000110,1,2,21.5,infeasible
'110000110000101000,1,2,9.5,infeasible
'001101110101001001,1,2,23.5,infeasible
'000011110011100010,1,2,33.0,infeasible
'111110010111000110,1,2,15.0,infeasible
'101001101001000101,1,2,18.0,infeasible
'101010110011001010,1,2,10.5,infeasible
'010101101100010010,1,2,25.5,infeasible
'110101111101001100,1,2,29.0,infeasible
