string,counts,energy_M,energy_Q,feasible
'101111001000000000,1,0,29.5,infeasible
'111110101100000000,1,0,31.0,infeasible
'110000110110000000,1,0,21.5,infeasible
'010101110011000000,1,0,50.0,infeasible
'111101001111000000,1,0,43.0,infeasible
'110111001000000000,1,0,32.0,infeasible
'010101000000000000,1,0,23.0,infeasible
'011001011011000000,1,0,39.5,infeasible
'001101110010000000,1,0,44.0,infeasible
'001110111011000001,1,1,19.0,infeasible
'011100111000001000,1,1,20.5,infeasible
'101010111100000100,1,1,13.0,infeasible
'101110000011100000,1,1,19.0,infeasible
'010000010110000001,1,1,9.0,infeasible
'101111010100010000,1,1,25.0,infeasible
'110101011010010000,1,1,29.5,infeasible
'110011001101000010,1,1,22.5,infeasible
'101011111001001000,1,1,35.0,infeasible
'001111110000000001,1,1,32.5,infeasible
'011001111101000010,1,1,39.5,infeasible
'000110001100000010,1,1,14.5,infeasible
'111000101010100000,1,1,20.0,infeasible
'010100100000010000,1,1,10.5,infeasible
'001011110010001000,1,1,31.0,infeasible
'100110111000001000,1,1,17.0,infeasible
'011010111001000010,1,1,18.5,infeasible
'001111001100000100,1,1,19.0,infeasible
'111100010001001000,1,1,14.5,infeasible
'110011000000000010,1,1,17.5,infeasible
'101010000010100000,1,1,9.5,infeasible
'100110101110001000,1,1,20.0,infeasible
'110000101110000010,1,1,16.5,infeasible
'111111011010000010,1,1,35.5,infeasible
'011010011001001000,1,1,15.5,infeasible
'011110100100000001,1,1,16.5,infeasible
'101100110010010000,1,1,16.0,infeasible
'111010100011010000,1,1,18.5,infeasible
'100101010101001000,1,1,20.5,infeasible
'110000011111100000,1,1,22.0,infeasible
'000100100100001000,1,1,8.0,infeasible
'010110000110010000,1,1,17.5,infeasible
'010011110101010000,1,1,33.5,infeasible
'100111010000000100,1,1,20.0,infeasible
'011100001110000001,1,1,18.0,infeasible
'100011001100001000,1,1,20.0,infeasible
'110110010101010000,1,1,16.0,infeasible
'001001101110100010,1,2,27.5,infeasible
'111101000010011000,1,2,16.0,infeasible
'010100011000000011,1,2,10.0,infeasible
'011000010000110000,1,2,6.5,infeasible
'111101100100001010,1,2,27.5,infeasible
'110110010101000110,1,2,10.5,infeasible
'100000000101001010,1,2,5.5,infeasible
'011010001011010010,1,2,15.5,infeasible
'110110000001011000,1,2,10.5,infeasible
'100010110011011000,1,2,10.0,infeasible
'111111101100000011,1,2,31.5,infeasible
'111110001010011000,1,2,18.5,infeasible
'010110101110010010,1,2,19.0,infeasible
'000110110010100010,1,2,16.5,infeasible
'111111001101001100,1,2,19.5,infeasible
'110111001011110000,1,2,31.0,infeasible
'111010011001000110,1,2,9.5,infeasible
'010111000110001100,1,2,12.0,infeasible
'100110010111000011,1,2,11.0,infeasible
'111101101101101000,1,2,35.5,infeasible
'111110101110000011,1,2,19.5,infeasible
'110111100110011000,1,2,25.5,infeasible
'111011110001101000,1,2,33.0,infeasible
'000111100101010010,1,2,23.5,infeasible
'110110000100010010,1,2,13.5,infeasible
'011011111000000110,1,2,26.5,infeasible
'001001101101010010,1,2,20.5,infeasible
'011001000110100010,1,2,17.5,infeasible
'101000001001011000,1,2,8.5,infeasible
'100011000001000101,1,2,9.0,infeasible
'010101101101011000,1,2,27.0,infeasible
'000111001101001001,1,2,14.0,infeasible
'011000110101001001,1,2,13.5,infeasible
'011110011111110000,1,2,29.0,infeasible
'111000110110011000,1,2,13.0,infeasible
'110110111000000011,1,2,16.0,infeasible
'110100100110100010,1,2,13.5,infeasible
'111111100010001100,1,2,23.5,infeasible
'001001010100001010,1,2,13.5,infeasible
'000010011010011000,1,2,9.0,infeasible
'011101001000010010,1,2,17.5,infeasible
'100101010001011000,1,2,13.5,infeasible
'000110011011001001,1,2,9.0,infeasible
'111000010010001001,1,2,13.0,infeasible
'010010001111001100,1,2,11.5,infeasible
'011100110101110000,1,2,17.5,infeasible
'001011110110001010,1,2,24.0,infeasible
'100110010101010010,1,2,11.5,infeasible
'111001000111000011,1,2,18.5,infeasible
'010100100110001001,1,2,9.0,infeasible
'111101100001110000,1,2,29.0,infeasible
'100111001011010010,1,2,21.5,infeasible
'101100101100011000,1,2,13.5,infeasible
'110111001000101000,1,2,21.5,infeasible
'101110011011001001,1,2,12.0,infeasible
'101111111011110000,1,2,47.0,infeasible
'011101100001001011,1,3,21.0,infeasible
'100001000000111000,1,3,8.5,infeasible
'101001001010111000,1,3,14.0,infeasible
'000101101001001011,1,3,13.5,infeasible
'111001000011001011,1,3,16.5,infeasible
'010100110001000111,1,3,9.0,infeasible
'010000010011001011,1,3,10.0,infeasible
'111101000100001101,1,3,13.5,infeasible
'111111110100001110,1,3,26.0,infeasible
'111011000000000111,1,3,15.5,infeasible
'000100001110000111,1,3,6.5,infeasible
'110110101000110010,1,3,14.0,infeasible
'111101000001001101,1,3,12.5,infeasible
'100010011001001101,1,3,7.0,infeasible
'010101000001001110,1,3,9.0,infeasible
'010110111001001011,1,3,11.5,infeasible
'111101010110001110,1,3,14.5,infeasible
'100001100100000111,1,3,16.0,infeasible
'111111111111110010,1,3,40.0,infeasible
'100111001100111000,1,3,20.5,infeasible
'001101000010110010,1,3,14.5,infeasible
'001010111101111000,1,3,14.5,infeasible
'000011010001001110,1,3,9.0,infeasible
'001011011000001101,1,3,11.5,infeasible
'000011101101001111,1,4,12.0,infeasible
'001111001000001111,1,4,10.5,infeasible
'011111011110001111,1,4,12.5,infeasible
'111110111000010100,1,2,13.0,feasible
'100101101100010001,1,2,21.5,feasible
'101100011000100001,1,2,7.5,feasible
'011111101011100100,1,2,33.0,feasible
'000001011111010001,1,2,19.0,feasible
'101111101110010001,1,2,26.5,feasible
'000110111010010001,1,2,12.5,feasible
'100111001000100100,1,2,17.5,feasible
'101110110101010100,1,2,10.0,feasible
'101110011000010100,1,2,9.0,feasible
'101100101001100001,1,2,9.5,feasible
'101011100111010001,1,2,21.0,feasible
'111111110000100001,1,2,36.0,feasible
'110010110011010100,1,2,10.0,feasible
'001100100011010110,1,3,7.5,feasible
'001111001100011001,1,3,12.5,feasible
'101010000101100101,1,3,4.0,feasible
'110010000100011001,1,3,8.5,feasible
'010101000000100011,1,3,12.5,feasible
'000111001000011100,1,3,10.0,feasible
'011110000111101001,1,3,12.5,feasible
'011010010010011001,1,3,8.5,feasible
'111101000011101100,1,3,12.5,feasible
'110000101010100101,1,3,6.0,feasible
'011101000010011010,1,3,12.0,feasible
'101110110000011001,1,3,7.0,feasible
'111100011000011010,1,3,13.0,feasible
'011110111100010011,1,3,15.0,feasible
'101011011000010110,1,3,9.5,feasible
'010101010110101001,1,3,14.5,feasible
'011011101100010011,1,3,18.5,feasible
'100111001111110100,1,3,23.0,feasible
'010011111001100110,1,3,22.5,feasible
'111001001001010101,1,3,8.5,feasible
'010010100001011010,1,3,5.5,feasible
'111110111100101010,1,3,19.5,feasible
'010011011011100101,1,3,14.0,feasible
'100110111110100110,1,3,13.0,feasible
'000000000100011001,1,3,6.5,feasible
'111111100001100101,1,3,20.5,feasible
'101100001100011001,1,3,11.5,feasible
'101001011001100101,1,3,12.5,feasible
'101011111000101010,1,3,25.0,feasible
'011111111010101100,1,3,27.5,feasible
'111011010110100110,1,3,14.5,feasible
'111101010001011010,1,3,14.5,feasible
'111100100100101001,1,3,10.0,feasible
'100101111011101010,1,3,27.5,feasible
'011010000111110001,1,3,11.5,feasible
'111110011001100101,1,3,8.0,feasible
'111011000010010101,1,3,8.5,feasible
'111100101000010011,1,3,11.0,feasible
'000010001101101010,1,3,8.5,feasible
'000110101101011001,1,3,9.5,feasible
'011110100110011100,1,3,8.0,feasible
'100111101101010101,1,3,16.0,feasible
'011011001000010110,1,3,8.5,feasible
'100010110011101010,1,3,8.0,feasible
'001111111100101100,1,3,28.0,feasible
'001111101110101010,1,3,25.5,feasible
'110111111000110100,1,3,27.5,feasible
'110111111110011100,1,3,23.5,feasible
'111001011111110100,1,3,20.5,feasible
'000110110010010101,1,3,7.0,feasible
'101010011100110100,1,3,8.5,feasible
'101110101110101100,1,3,11.0,feasible
'011111011110110100,1,3,23.0,feasible
'101000010001100011,1,3,4.5,feasible
'111101011111101110,1,4,14.0,feasible
'111110010100101011,1,4,13.5,feasible
'001101111100100111,1,4,19.5,feasible
'010100100000111001,1,4,6.0,feasible
'001101000001110011,1,4,9.0,feasible
'110001101011110011,1,4,15.0,feasible
'110000110111011110,1,4,6.0,feasible
'111011011000011110,1,4,11.0,feasible
'001011110011011110,1,4,13.0,feasible
'001111011100101110,1,4,14.5,feasible
'101011000001010111,1,4,7.5,feasible
'011110000101110110,1,4,11.5,feasible
'101011001100011110,1,4,9.0,feasible
'001000101010010111,1,4,5.0,feasible
'111111010100101110,1,4,15.0,feasible
'011111010000111100,1,4,12.0,feasible
'110111111100110101,1,4,21.0,feasible
'011001001010011110,1,4,7.5,feasible
'001101000111011101,1,4,5.0,feasible
'011110111000011110,1,4,10.5,feasible
'111100100110101110,1,4,7.0,feasible
'101101111101100111,1,4,18.5,feasible
'000001111110111100,1,4,24.5,feasible
'111111011001111010,1,4,17.0,feasible
'010101110100011110,1,4,15.0,feasible
'000101101101011101,1,4,11.5,feasible
'000100011100100111,1,4,8.0,feasible
'001000000100111010,1,4,7.5,feasible
'011101010000101110,1,4,13.5,feasible
'010010000011101110,1,4,7.5,feasible
'001101000010110101,1,4,8.5,feasible
'101010110101111001,1,4,5.0,feasible
'110111000110011110,1,4,7.5,feasible
'011110101011101101,1,4,7.5,feasible
'111100110110011110,1,4,7.0,feasible
'010000010111111001,1,4,8.5,feasible
'111000011010111010,1,4,9.0,feasible
