string,counts,energy_M,energy_Q,feasible
'110001011100000000,1,0,33.5,infeasible
'010100001011000000,1,0,22.5,infeasible
'001101100011001000,1,1,28.5,infeasible
'110110010011000100,1,1,14.5,infeasible
'001110110110000010,1,1,18.5,infeasible
'100100000100001000,1,1,7.5,infeasible
'100100100100010000,1,1,10.5,infeasible
'001000000110001000,1,1,7.5,infeasible
'011100100111000001,1,1,18.5,infeasible
'011001001101000100,1,1,19.0,infeasible
'011010001000100000,1,1,13.0,infeasible
'111001001101000001,1,1,24.0,infeasible
'001111111011000001,1,1,39.0,infeasible
'110110101001010000,1,1,20.0,infeasible
'101010010111001000,1,1,12.5,infeasible
'111001100110100000,1,1,37.5,infeasible
'011101111010000010,1,1,42.5,infeasible
'001011110111000100,1,1,32.0,infeasible
'011000100011010000,1,1,16.5,infeasible
'011100010110000010,1,1,17.0,infeasible
'010000001110100000,1,1,16.5,infeasible
'000000111101110000,1,2,18.0,infeasible
'101000010011001010,1,2,8.0,infeasible
'000010101011001010,1,2,8.0,infeasible
'011111011110001001,1,2,25.5,infeasible
'100001011101001010,1,2,17.0,infeasible
'010010010110000011,1,2,8.0,infeasible
'100001010111001100,1,2,15.0,infeasible
'111100001100100010,1,2,16.0,infeasible
'111110000011010010,1,2,20.0,infeasible
'101110000000101000,1,2,8.0,infeasible
'111001111011000011,1,2,32.5,infeasible
'011100010000100010,1,2,11.5,infeasible
'001100101101101000,1,2,15.0,infeasible
'000110110101001100,1,2,7.0,infeasible
'011010111110101000,1,2,21.5,infeasible
'000101101001001100,1,2,17.5,infeasible
'001111011010000101,1,2,14.0,infeasible
'111001111101010010,1,2,30.5,infeasible
'100101110011001010,1,2,26.5,infeasible
'110100010001001100,1,2,6.5,infeasible
'111111000001000011,1,2,21.5,infeasible
'100110111001100010,1,2,17.5,infeasible
'010110101111001010,1,2,18.5,infeasible
'011000000000001010,1,2,11.5,infeasible
'100011001110001010,1,2,14.5,infeasible
