string,counts,energy_M,energy_Q,feasible
'100101101000000000,1,0,36.5,infeasible
'111001000111000000,1,0,33.0,infeasible
'100011011001000000,1,0,29.0,infeasible
'000000100101000000,1,0,10.0,infeasible
'111110110000000000,1,0,27.0,infeasible
'000100111001000000,1,0,20.0,infeasible
'010001011111000000,1,0,39.5,infeasible
'110111111001000000,1,0,53.0,infeasible
'101101001011000000,1,0,33.5,infeasible
'011111111001000000,1,0,55.0,infeasible
'101101001000000000,1,0,26.0,infeasible
'110111010010000000,1,0,37.5,infeasible
'000011001101000000,1,0,25.5,infeasible
'011001000010000000,1,0,26.5,infeasible
'101001010100001000,1,1,19.5,infeasible
'000110101001000100,1,1,10.5,infeasible
'010000000010000100,1,1,5.5,infeasible
'001101110100001000,1,1,32.0,infeasible
'001001011001100000,1,1,26.5,infeasible
'100101011001010000,1,1,25.0,infeasible
'000010101100010000,1,1,13.5,infeasible
'100000001101100000,1,1,12.5,infeasible
'001111100111100000,1,1,44.0,infeasible
'001110001011000100,1,1,13.0,infeasible
'111101111001000001,1,1,40.0,infeasible
'100100010010100000,1,1,13.0,infeasible
'101010010001000001,1,1,6.5,infeasible
'011101101101100000,1,1,44.5,infeasible
'011110011101000100,1,1,16.0,infeasible
'001001000101000100,1,1,11.0,infeasible
'101001001011010000,1,1,23.0,infeasible
'001011101011000001,1,1,28.5,infeasible
'010010000011010000,1,1,13.5,infeasible
'000001001000100000,1,1,19.0,infeasible
'011111111111100000,1,1,61.5,infeasible
'100100001001100000,1,1,13.0,infeasible
'111010111011100000,1,1,28.5,infeasible
'010000110011000100,1,1,12.5,infeasible
'011011010010100000,1,1,30.5,infeasible
'000000011101000010,1,1,8.0,infeasible
'000110001101001000,1,1,15.0,infeasible
'010111011101000001,1,1,28.0,infeasible
'101110000010100000,1,1,15.5,infeasible
'110001101000000010,1,1,28.0,infeasible
'111000101010000100,1,1,13.5,infeasible
'010000011000000100,1,1,6.0,infeasible
'111111010110000001,1,1,30.5,infeasible
'110110001111101000,1,2,21.5,infeasible
'111110100101101000,1,2,16.0,infeasible
'100011110101001001,1,2,23.0,infeasible
'111011111000000011,1,2,31.5,infeasible
'000011010111101000,1,2,21.5,infeasible
'001101010011000011,1,2,17.0,infeasible
'100001101010001010,1,2,19.5,infeasible
'010010100100100010,1,2,8.5,infeasible
'101001110111000110,1,2,24.5,infeasible
'111101100100101000,1,2,29.0,infeasible
'000100101100010010,1,2,11.5,infeasible
'001101100111101000,1,2,29.0,infeasible
'101111010010110000,1,2,27.5,infeasible
'101101000101101000,1,2,15.5,infeasible
'011110101101000101,1,2,11.5,infeasible
'000100110011010010,1,2,13.0,infeasible
'101110110000101000,1,2,12.5,infeasible
'110010010010100010,1,2,9.0,infeasible
'001001101011010010,1,2,22.0,infeasible
'010011110001110000,1,2,32.0,infeasible
'010010011100100010,1,2,11.0,infeasible
'101101011010100010,1,2,24.0,infeasible
'000110110001010010,1,2,12.5,infeasible
'110111010110000011,1,2,21.5,infeasible
'000110011110110000,1,2,24.0,infeasible
'111001111101011000,1,2,33.5,infeasible
'100101001101000101,1,2,11.0,infeasible
'010001100011000011,1,2,22.0,infeasible
'100011001011000101,1,2,11.0,infeasible
'111100011001000101,1,2,9.5,infeasible
'100100111101000101,1,2,8.5,infeasible
'100001011101000101,1,2,14.5,infeasible
'101101101011000011,1,2,23.0,infeasible
'100001010110100010,1,2,18.0,infeasible
'111100001111001001,1,2,19.5,infeasible
'001000000100101000,1,2,4.5,infeasible
'001011001011111000,1,3,17.5,infeasible
'010101111101111000,1,3,32.5,infeasible
'111010010001000111,1,3,12.5,infeasible
'011100000110000111,1,3,11.0,infeasible
'010011100010110010,1,3,20.5,infeasible
'011110111111111000,1,3,24.5,infeasible
'010101010011000111,1,3,13.0,infeasible
'100111100001000111,1,3,17.5,infeasible
'011101110000001101,1,3,23.0,infeasible
'100101100001001011,1,3,15.0,infeasible
'001101100000001101,1,3,14.5,infeasible
'111011100000001101,1,3,20.5,infeasible
'011010010101110010,1,3,8.5,infeasible
'010010100011001011,1,3,9.0,infeasible
'101111101000001011,1,3,19.5,infeasible
'110000110011111000,1,3,10.5,infeasible
'011011100001111000,1,3,19.5,infeasible
'001110011000000111,1,3,8.5,infeasible
'000111100010111000,1,3,23.5,infeasible
'111101010100001101,1,3,16.0,infeasible
'101100100110001101,1,3,5.5,infeasible
'011100100111001011,1,3,12.5,infeasible
'101111101111111000,1,3,32.5,infeasible
'010100001110001111,1,4,12.0,infeasible
'101000111010001111,1,4,9.0,infeasible
'110110110111100001,1,2,18.5,feasible
'111100100100010100,1,2,7.5,feasible
'110100011010100100,1,2,9.5,feasible
'000100001110100001,1,2,10.5,feasible
'110100010010010100,1,2,7.0,feasible
'100000111010100001,1,2,11.0,feasible
'100100011010100001,1,2,9.0,feasible
'100011011000010001,1,2,13.0,feasible
'100110110011010100,1,2,14.0,feasible
'101110010001010100,1,2,7.5,feasible
'101101110110010001,1,2,25.5,feasible
'101010111101010001,1,2,10.5,feasible
'101010111101010100,1,2,10.0,feasible
'111001111100100100,1,2,33.5,feasible
'101010111100010100,1,2,9.5,feasible
'101100110000010001,1,2,7.0,feasible
'100011010010100001,1,2,17.5,feasible
'100000110000010001,1,2,4.5,feasible
'011010011010100100,1,2,9.0,feasible
'100001011111100001,1,2,24.0,feasible
'010010011011010001,1,2,11.0,feasible
'100100000010010001,1,2,7.0,feasible
'001100111101100100,1,2,13.5,feasible
'000010101110010100,1,2,10.0,feasible
'011110010000100001,1,2,11.5,feasible
'101001001101100100,1,2,15.5,feasible
'110011011010100100,1,2,20.0,feasible
'001110100011010001,1,2,12.0,feasible
'111000001111100001,1,2,16.0,feasible
'111001110001100001,1,2,32.0,feasible
'101100111100110001,1,3,11.5,feasible
'101000111010100101,1,3,7.0,feasible
