string,counts,energy_M,energy_Q,feasible
'111111011111000000,1,0,52.0,infeasible
'010111100111000000,1,0,47.5,infeasible
'111100011010000000,1,0,25.5,infeasible
'000010101001100000,1,1,14.0,infeasible
'100001001000100000,1,1,19.5,infeasible
'000101101110010000,1,1,36.0,infeasible
'101110100101000001,1,1,12.5,infeasible
'010101100000000010,1,1,28.5,infeasible
'001000111110010000,1,1,19.0,infeasible
'111011111000000100,1,1,34.5,infeasible
'101100000010100000,1,1,12.0,infeasible
'110100111010000100,1,1,15.5,infeasible
'111010110010100000,1,1,21.0,infeasible
'000101010111000100,1,1,21.0,infeasible
'101000110000000001,1,1,9.5,infeasible
'101001001000100000,1,1,20.0,infeasible
'111110101111000100,1,1,23.0,infeasible
'000100011011000001,1,1,11.0,infeasible
'111100011100001000,1,1,21.5,infeasible
'101101101010000010,1,1,31.5,infeasible
'110111101000000100,1,1,29.5,infeasible
'100010000110000100,1,1,6.0,infeasible
'011010101100000100,1,1,13.0,infeasible
'110101101011000010,1,1,36.5,infeasible
'000110010011001100,1,2,6.5,infeasible
'011101010110001010,1,2,21.5,infeasible
'001001111110010010,1,2,27.5,infeasible
'011000110000101000,1,2,11.5,infeasible
'100000011100010010,1,2,7.5,infeasible
'110000001001000101,1,2,7.5,infeasible
'111101001111000011,1,2,22.5,infeasible
'101111001101000011,1,2,17.0,infeasible
'110011110111101000,1,2,36.0,infeasible
'111100100001100010,1,2,14.0,infeasible
'110010001110000101,1,2,9.0,infeasible
'000010011010011000,1,2,9.0,infeasible
'111100110110101000,1,2,17.5,infeasible
'111100011110001100,1,2,14.0,infeasible
'110101010000101000,1,2,19.5,infeasible
'100011110001000110,1,2,23.0,infeasible
'010010111001001100,1,2,8.5,infeasible
'101101000110001100,1,2,10.5,infeasible
'111110010010001100,1,2,11.0,infeasible
'010111111011100010,1,2,43.0,infeasible
'111000110001001100,1,2,11.0,infeasible
'010111000010010010,1,2,18.5,infeasible
'110001011101101000,1,2,25.5,infeasible
'011000100110000011,1,2,11.5,infeasible
'000110101111001100,1,2,11.5,infeasible
'011101010000110000,1,2,22.5,infeasible
'110001001001010010,1,2,12.0,infeasible
'010001110011000101,1,2,25.5,infeasible
'000001000100000101,1,2,8.0,infeasible
