run,shot_id,bitstring,probability,sum_x,feasible
30,1,'101111000110101,0.000125,9,False
30,1,'011011110100101,0.000125,9,False
30,1,'011100100110011,0.000125,8,False
30,1,'010011110100011,0.000125,8,False
30,1,'010010101110011,0.000125,8,False
30,1,'010100010010011,0.000125,6,False
30,1,'111001101011001,0.000125,9,False
30,1,'100000111111101,0.000125,9,False
30,1,'101100000110100,0.000125,6,False
30,1,'111001110111001,0.000125,10,False
30,1,'000100101100101,0.000125,6,False
30,1,'100001101110010,0.000125,7,False
30,1,'100010111101010,0.000125,8,False
30,1,'000000000101111,0.000125,5,False
30,1,'001100101100001,0.000125,6,False
30,1,'001000110010010,0.000125,5,False
30,1,'001101110111010,0.00025,9,False
30,2,'001101110111010,0.00025,9,False
30,1,'111011100000110,0.000125,8,False
30,1,'111101100000010,0.000125,7,False
30,1,'100001000110010,0.000125,5,False
30,1,'100110000000010,0.000125,4,False
30,1,'101010011100111,0.000125,9,False
30,1,'010011010010011,0.000125,7,False
30,1,'100101000011000,0.000125,5,False
30,1,'111000101001011,0.000125,8,False
30,1,'101111110110110,0.000125,11,False
30,1,'010000110101110,0.000125,7,False
30,1,'111110100011111,0.000125,11,False
30,1,'000000111000000,0.000125,3,False
30,1,'010100111110011,0.000125,9,False
30,1,'000011010111011,0.000125,8,False
30,1,'101000100101000,0.000125,5,False
30,1,'111100011010100,0.000125,8,False
30,1,'110001110110100,0.000125,8,False
30,1,'001110011100011,0.000125,8,False
30,1,'001010100101100,0.000125,6,False
30,1,'010111011101111,0.000125,11,False
30,1,'100110000000111,0.000125,6,False
30,1,'111001111100010,0.000125,9,False
30,1,'111011101100001,0.000125,9,False
30,1,'000000010100100,0.000125,3,False
30,1,'010111001001101,0.000125,8,False
30,1,'001100100001010,0.000125,5,False
30,1,'111101100101001,0.000125,9,False
30,1,'011110001011010,0.000125,8,False
30,1,'110011010000110,0.000125,7,False
30,1,'011001100100010,0.000125,6,False
30,1,'110101011011110,0.000125,10,False
30,1,'101111101111110,0.000125,12,False
30,1,'111011101100101,0.000125,10,False
30,1,'000010011111101,0.000125,8,False
30,1,'111111001111111,0.000125,13,False
30,1,'101100110011001,0.000125,8,False
30,1,'011011110010000,0.000125,7,False
30,1,'001110111000011,0.000125,8,False
30,1,'001110111010000,0.000125,7,False
30,1,'010000001111110,0.000125,7,False
30,1,'101100110111101,0.000125,10,False
30,1,'010101000000001,0.000125,4,False
30,1,'101000010100100,0.000125,5,False
30,1,'000011100110011,0.000125,7,False
30,1,'011010110110011,0.000125,9,False
30,1,'100111011000001,0.000125,7,False
30,1,'100101111110000,0.000125,8,False
30,1,'111011110101101,0.000125,11,False
30,1,'111010100100111,0.000125,9,False
30,1,'001101100101100,0.000125,7,False
30,1,'010000000110001,0.000125,4,False
30,1,'100110001100100,0.000125,6,False
30,1,'100111111011010,0.000125,10,False
30,1,'101010000011100,0.000125,6,False
30,1,'101101000010101,0.000125,7,False
30,1,'110011011000100,0.000125,7,False
30,1,'100110000011010,0.000125,6,False
30,1,'100101000001110,0.000125,6,False
30,1,'001100010001110,0.000125,6,False
30,1,'101101011001010,0.000125,8,False
30,1,'101010010000000,0.000125,4,False
30,1,'111110110001110,0.000125,10,False
30,1,'011101100011011,0.000125,9,False
30,1,'101010100101001,0.000125,7,False
30,1,'111111001000001,0.000125,8,False
30,1,'000101011001111,0.000125,8,False
30,1,'100101101110001,0.000125,8,False
30,1,'001101110001110,0.000125,8,False
30,1,'001100101111100,0.000125,8,False
30,1,'111001110100111,0.000125,10,False
30,1,'010000110101100,0.000125,6,False
30,1,'100011000001000,0.000125,4,False
30,1,'100101011111111,0.000125,11,False
30,1,'100010000001111,0.000125,6,False
30,1,'000001001100111,0.000125,6,False
30,1,'110100001000001,0.000125,5,False
30,1,'010101101001000,0.000125,6,False
30,1,'100000001000000,0.000125,2,False
30,1,'001100000110001,0.000125,5,False
30,1,'101001011100000,0.000125,6,False
30,1,'100111100101100,0.000125,8,False
30,1,'110111001100110,0.000125,9,False
30,1,'010000011010000,0.000125,4,False
30,1,'100101111010010,0.000125,8,False
30,1,'100101110100111,0.000125,9,False
30,1,'110000100010110,0.000125,6,False
30,1,'101010101100111,0.000125,9,False
30,1,'000101000101000,0.000125,4,False
30,1,'100010101001001,0.000125,6,False
30,1,'111111001001001,0.000125,9,False
30,1,'011000010011010,0.000125,6,False
30,1,'111000011110110,0.000125,9,False
30,1,'111010100011001,0.000125,8,False
30,1,'000011101011011,0.000125,8,False
30,1,'010010111010101,0.000125,8,False
30,1,'110001100101000,0.000125,6,False
30,1,'000100110000101,0.000125,5,False
30,1,'001111100010110,0.000125,8,False
30,1,'100111111010010,0.000125,9,False
30,1,'110101010001011,0.000125,8,False
30,1,'010000100010100,0.000125,4,False
30,1,'001011100110001,0.000125,7,False
30,1,'011111111011110,0.000125,12,False
30,1,'101011011001110,0.000125,9,False
30,1,'010101001010001,0.000125,6,False
30,1,'000100001110011,0.000125,6,False
30,1,'101100110110010,0.000125,8,False
30,1,'110011001100010,0.000125,7,False
30,1,'001001001000000,0.000125,3,False
30,1,'000001110000000,0.000125,3,False
30,1,'111111111011011,0.000125,13,False
30,1,'001000101110010,0.000125,6,False
30,1,'100111010101111,0.000125,10,False
30,1,'000111010001101,0.000125,7,False
30,1,'011010000010100,0.000125,5,False
30,1,'111011001001100,0.000125,8,False
30,1,'000001000001110,0.000125,4,False
30,1,'100111110100011,0.000125,9,False
30,1,'110000001111001,0.000125,7,False
30,1,'100000110100110,0.000125,6,False
30,1,'000000100010111,0.000125,5,False
30,1,'100011001000001,0.000125,5,False
30,1,'010001111110110,0.000125,9,False
30,1,'000000000111111,0.00025,6,False
30,2,'000000000111111,0.00025,6,False
30,1,'001111010101111,0.000125,10,False
30,1,'011111111110001,0.000125,11,False
30,1,'011001110010001,0.000125,7,False
30,1,'000000010110001,0.000125,4,False
30,1,'010100000100010,0.000125,4,False
30,1,'000111000010101,0.000125,6,False
30,1,'110000110100011,0.000125,7,False
30,1,'110011110010001,0.000125,8,False
30,1,'001010011000010,0.000125,5,False
30,1,'111010111111010,0.000125,11,False
30,1,'010011010111010,0.000125,8,False
30,1,'001101001101100,0.000125,7,False
30,1,'000111010000100,0.000125,5,False
30,1,'001000111011001,0.000125,7,False
30,1,'000011110101101,0.000125,8,False
30,1,'011110100001111,0.000125,9,False
30,1,'110000001100010,0.000125,5,False
30,1,'111000010011111,0.000125,9,False
30,1,'110100011011100,0.000125,8,False
30,1,'111011100000100,0.000125,7,False
30,1,'100011111110001,0.000125,9,False
30,1,'101101000110111,0.000125,9,False
30,1,'101101011000000,0.000125,6,False
30,1,'111100000111101,0.00025,9,False
30,2,'111100000111101,0.00025,9,False
30,1,'101110100001000,0.000125,6,False
30,1,'001110111100000,0.000125,7,False
30,1,'010111101100100,0.000125,8,False
30,1,'001000010110001,0.000125,5,False
30,1,'001001000000001,0.000125,3,False
30,1,'011000010111010,0.000125,7,False
30,1,'001101111010000,0.000125,7,False
30,1,'100011110100111,0.000125,9,False
30,1,'110001010111011,0.000125,9,False
30,1,'001110011100111,0.000125,9,False
30,1,'001011101011111,0.000125,10,False
30,1,'111010110010100,0.000125,8,False
30,1,'101100111101010,0.000125,9,False
30,1,'110110010010100,0.000125,7,False
30,1,'101001100100001,0.000125,6,False
30,1,'111000110100001,0.000125,7,False
30,1,'000001101100001,0.000125,5,False
30,1,'110101001011100,0.000125,8,False
30,1,'101101100000001,0.000125,6,False
30,1,'010110001111110,0.000125,9,False
30,1,'010111001011100,0.000125,8,False
30,1,'101101010111010,0.000125,9,False
30,1,'111101110010001,0.000125,9,False
30,1,'100111001111000,0.000125,8,False
30,1,'011010111101110,0.000125,10,False
30,1,'100100000000011,0.000125,4,False
30,1,'010001010011110,0.000125,7,False
30,1,'110011111100111,0.000125,11,False
30,1,'111101100010000,0.000125,7,False
30,1,'101100110001011,0.000125,8,False
30,1,'011110000010101,0.000125,7,False
30,1,'000101010011000,0.000125,5,False
30,1,'110110010101110,0.000125,9,False
30,1,'000110001100010,0.000125,5,False
30,1,'001001100000010,0.000125,4,False
30,1,'101100111101001,0.000125,9,False
30,1,'101000001001011,0.000125,6,False
30,1,'101100010110001,0.000125,7,False
30,1,'001000100100110,0.000125,5,False
30,1,'010111011010110,0.000125,9,False
30,1,'111110101000001,0.000125,8,False
30,1,'011110010011111,0.000125,10,False
30,1,'101011101110000,0.000125,8,False
30,1,'010111101001101,0.000125,9,False
30,1,'010101101001101,0.000125,8,False
30,1,'100111110010101,0.000125,9,False
30,1,'101000011111111,0.000125,10,False
30,1,'001011101111100,0.000125,9,False
30,1,'111110101110001,0.000125,10,False
30,1,'101101000011100,0.000125,7,False
30,1,'101100001100110,0.000125,7,False
30,1,'110001010010100,0.000125,6,False
30,1,'001101010000111,0.000125,7,False
30,1,'000110011011111,0.000125,9,False
30,1,'110011111110100,0.000125,10,False
30,1,'110111110001100,0.000125,9,False
30,1,'000000010011001,0.000125,4,False
30,1,'000110011001000,0.000125,5,False
30,1,'000111000010100,0.000125,5,False
30,1,'111111101111011,0.000125,13,False
30,1,'111110001001101,0.000125,9,False
30,1,'111111111010101,0.000125,12,False
30,1,'100110000101111,0.000125,8,False
30,1,'000111110101100,0.000125,8,False
30,1,'011000111110111,0.00025,10,False
30,2,'011000111110111,0.00025,10,False
30,1,'000111110110011,0.000125,9,False
30,1,'100100000001100,0.000125,4,False
30,1,'010110101100011,0.000125,8,False
30,1,'001010111001000,0.000125,6,False
30,1,'111101011100100,0.000125,9,False
30,1,'000010011001100,0.000125,5,False
30,1,'000110010101110,0.000125,7,False
30,1,'110101110101011,0.000125,10,False
30,1,'111101111010111,0.000125,12,False
30,1,'011110010011011,0.000125,9,False
30,1,'111001000001011,0.000125,7,False
30,1,'010111101010001,0.000125,8,False
30,1,'001101010010101,0.000125,7,False
30,1,'111011111101000,0.000125,10,False
30,1,'011101100110010,0.000125,8,False
30,1,'110100000011011,0.000125,7,False
30,1,'101001001100101,0.000125,7,False
30,1,'011100000110101,0.000125,7,False
30,1,'000101111100011,0.000125,8,False
30,1,'111101010111011,0.000125,11,False
30,1,'001110110101000,0.000125,7,False
30,1,'011110000111011,0.000125,9,False
30,1,'000010011100101,0.000125,6,False
30,1,'100100010101000,0.000125,5,False
30,1,'100100010010011,0.000125,6,False
30,1,'000000001010000,0.000125,2,False
30,1,'111010001111101,0.000125,10,False
30,1,'101111100001101,0.000125,9,False
30,1,'111111111010000,0.000125,10,False
30,1,'000011000011101,0.000125,6,False
