string,counts,energy_M,feasible
'0000000,189,0,infeasible
'0000010,208,1,infeasible
'0100000,138,1,infeasible
'0000100,127,1,infeasible
'0010000,102,1,infeasible
'1000000,83,1,infeasible
'0001000,82,1,infeasible
'0000001,59,1,infeasible
'0010010,91,2,infeasible
'0000110,64,2,infeasible
'0000011,58,2,infeasible
'0001010,58,2,infeasible
'0001100,55,2,infeasible
'1100000,50,2,infeasible
'1001000,46,2,infeasible
'0011000,45,2,infeasible
'0010100,44,2,infeasible
'0100100,35,2,infeasible
'0010001,35,2,infeasible
'1000100,32,2,infeasible
'0000101,25,2,infeasible
'0001001,17,2,infeasible
'1000001,16,2,infeasible
'0001110,50,3,infeasible
'1100100,36,3,infeasible
'0011010,35,3,infeasible
'0010110,33,3,infeasible
'0000111,31,3,infeasible
'0011100,25,3,infeasible
'0010011,22,3,infeasible
'0001101,20,3,infeasible
'0010101,19,3,infeasible
'1001001,10,3,infeasible
'0001011,9,3,infeasible
'0011001,8,3,infeasible
'0011110,45,4,infeasible
'0010111,16,4,infeasible
'0011011,13,4,infeasible
'0001111,11,4,infeasible
'0011101,9,4,infeasible
'0011111,28,5,infeasible
'1010000,109,2,feasible
'0100010,77,2,feasible
'1000010,70,2,feasible
'0110000,64,2,feasible
'0101000,43,2,feasible
'0100001,30,2,feasible
'0110010,93,3,feasible
'1100010,86,3,feasible
'1110000,78,3,feasible
'1010010,67,3,feasible
'0111000,52,3,feasible
'1010100,49,3,feasible
'0100110,46,3,feasible
'1000110,46,3,feasible
'0110100,46,3,feasible
'1011000,43,3,feasible
'0101010,42,3,feasible
'0101100,42,3,feasible
'1001010,35,3,feasible
'1010001,32,3,feasible
'1001100,31,3,feasible
'1101000,27,3,feasible
'0100101,23,3,feasible
'1000011,23,3,feasible
'1100001,22,3,feasible
'0100011,16,3,feasible
'1000101,13,3,feasible
'0101001,11,3,feasible
'0110001,11,3,feasible
'0101110,81,4,feasible
'1100110,56,4,feasible
'1001110,51,4,feasible
'1101010,50,4,feasible
'0110110,50,4,feasible
'1110010,50,4,feasible
'1011010,40,4,feasible
'1101100,37,4,feasible
'1110100,36,4,feasible
'0110011,32,4,feasible
'1011100,31,4,feasible
'1111000,30,4,feasible
'1010110,30,4,feasible
'0111010,29,4,feasible
'0111100,26,4,feasible
'0101011,26,4,feasible
'0101101,25,4,feasible
'0110101,20,4,feasible
'1100011,19,4,feasible
'0111001,17,4,feasible
'1000111,15,4,feasible
'1011001,14,4,feasible
'1001011,14,4,feasible
'1010101,13,4,feasible
'1010011,11,4,feasible
'1110001,10,4,feasible
'0100111,10,4,feasible
'1001101,10,4,feasible
'1101001,9,4,feasible
'1100101,7,4,feasible
'1111100,79,5,feasible
'0111110,65,5,feasible
'1101110,60,5,feasible
'1110110,42,5,feasible
'1011110,38,5,feasible
'1111010,36,5,feasible
'0101111,27,5,feasible
'1001111,26,5,feasible
'0110111,21,5,feasible
'1011101,20,5,feasible
'1100111,16,5,feasible
'0111011,13,5,feasible
'1111001,13,5,feasible
'1110011,12,5,feasible
'1101101,11,5,feasible
'1011011,11,5,feasible
'0111101,10,5,feasible
'1010111,9,5,feasible
'1110101,6,5,feasible
'1101011,5,5,feasible
'1111110,70,6,feasible
'0111111,42,6,feasible
'1101111,21,6,feasible
'1111101,19,6,feasible
'1111011,16,6,feasible
'1110111,11,6,feasible
'1011111,11,6,feasible
'1111111,35,7,feasible
