string,counts,energy_M,feasible
'0000000,88,0,infeasible
'0000001,277,1,infeasible
'0010000,74,1,infeasible
'1000000,40,1,infeasible
'0000010,35,1,infeasible
'0100000,35,1,infeasible
'0000100,33,1,infeasible
'0001000,30,1,infeasible
'0010001,158,2,infeasible
'0001001,147,2,infeasible
'1000001,136,2,infeasible
'0000011,92,2,infeasible
'0000101,87,2,infeasible
'1100000,26,2,infeasible
'0010010,26,2,infeasible
'0100100,25,2,infeasible
'0001100,25,2,infeasible
'1001000,25,2,infeasible
'0010100,24,2,infeasible
'0001010,22,2,infeasible
'1000100,20,2,infeasible
'0011000,17,2,infeasible
'0000110,16,2,infeasible
'0011001,66,3,infeasible
'0010011,64,3,infeasible
'0010101,55,3,infeasible
'0001011,55,3,infeasible
'0001101,53,3,infeasible
'1001001,49,3,infeasible
'0000111,37,3,infeasible
'0001110,16,3,infeasible
'1100100,14,3,infeasible
'0011100,14,3,infeasible
'0011010,14,3,infeasible
'0010110,12,3,infeasible
'0001111,50,4,infeasible
'0011101,42,4,infeasible
'0011011,30,4,infeasible
'0010111,22,4,infeasible
'0011110,18,4,infeasible
'0011111,45,5,infeasible
'0100001,110,2,feasible
'1010000,37,2,feasible
'0110000,26,2,feasible
'1000010,25,2,feasible
'0101000,15,2,feasible
'0100010,11,2,feasible
'0110001,92,3,feasible
'0101001,82,3,feasible
'1010001,74,3,feasible
'1100001,65,3,feasible
'0100011,55,3,feasible
'0100101,48,3,feasible
'1000101,39,3,feasible
'1000011,37,3,feasible
'0101100,27,3,feasible
'1100010,25,3,feasible
'1010100,21,3,feasible
'1110000,21,3,feasible
'0101010,21,3,feasible
'1010010,20,3,feasible
'0100110,18,3,feasible
'0111000,18,3,feasible
'1101000,15,3,feasible
'1001100,14,3,feasible
'1011000,14,3,feasible
'1000110,14,3,feasible
'1001010,11,3,feasible
'0110100,8,3,feasible
'0110010,6,3,feasible
'1110001,97,4,feasible
'0100111,88,4,feasible
'0101011,66,4,feasible
'0111001,60,4,feasible
'1001101,53,4,feasible
'0101101,47,4,feasible
'1100011,44,4,feasible
'0110101,43,4,feasible
'1011001,40,4,feasible
'1100101,40,4,feasible
'1101001,36,4,feasible
'0110011,35,4,feasible
'1010011,33,4,feasible
'1010101,33,4,feasible
'0101110,30,4,feasible
'1001011,26,4,feasible
'1000111,23,4,feasible
'1001110,20,4,feasible
'1110010,17,4,feasible
'1101010,16,4,feasible
'1011100,16,4,feasible
'1010110,15,4,feasible
'1101100,15,4,feasible
'1100110,13,4,feasible
'1011010,12,4,feasible
'0111010,12,4,feasible
'1110100,11,4,feasible
'1111000,11,4,feasible
'0111100,11,4,feasible
'0110110,9,4,feasible
'0101111,102,5,feasible
'1101101,49,5,feasible
'1111001,43,5,feasible
'1110011,42,5,feasible
'1011101,41,5,feasible
'0111101,41,5,feasible
'1011011,39,5,feasible
'1001111,38,5,feasible
'1010111,38,5,feasible
'0110111,38,5,feasible
'0111011,36,5,feasible
'1100111,30,5,feasible
'1101011,28,5,feasible
'1011110,21,5,feasible
'1110101,20,5,feasible
'0111110,17,5,feasible
'1101110,15,5,feasible
'1111100,11,5,feasible
'1110110,10,5,feasible
'1111010,8,5,feasible
'1011111,66,6,feasible
'1111101,43,6,feasible
'0111111,40,6,feasible
'1101111,39,6,feasible
'1110111,25,6,feasible
'1111110,18,6,feasible
'1111011,16,6,feasible
'1111111,31,7,feasible
