string,counts,energy_M,feasible
'0000000,148,0,infeasible
'0100000,150,1,infeasible
'0001000,108,1,infeasible
'0000100,102,1,infeasible
'0000010,101,1,infeasible
'1000000,97,1,infeasible
'0000001,82,1,infeasible
'0010000,76,1,infeasible
'1100000,113,2,infeasible
'0100100,58,2,infeasible
'0011000,55,2,infeasible
'0001100,52,2,infeasible
'0001010,46,2,infeasible
'1000100,44,2,infeasible
'0010100,44,2,infeasible
'1000001,39,2,infeasible
'0001001,39,2,infeasible
'0010010,38,2,infeasible
'1001000,37,2,infeasible
'0010001,32,2,infeasible
'0000110,30,2,infeasible
'0000011,29,2,infeasible
'0000101,28,2,infeasible
'1100100,49,3,infeasible
'0001110,44,3,infeasible
'0011100,42,3,infeasible
'0011010,34,3,infeasible
'0010110,34,3,infeasible
'0010101,26,3,infeasible
'1001001,25,3,infeasible
'0011001,24,3,infeasible
'0000111,18,3,infeasible
'0001011,16,3,infeasible
'0001101,15,3,infeasible
'0010011,12,3,infeasible
'0011110,38,4,infeasible
'0011101,20,4,infeasible
'0011011,19,4,infeasible
'0001111,16,4,infeasible
'0010111,15,4,infeasible
'0011111,24,5,infeasible
'0110000,121,2,feasible
'1010000,80,2,feasible
'0101000,61,2,feasible
'0100010,54,2,feasible
'0100001,44,2,feasible
'1000010,42,2,feasible
'1110000,109,3,feasible
'0111000,81,3,feasible
'0101010,64,3,feasible
'0110100,63,3,feasible
'1010001,58,3,feasible
'0110001,50,3,feasible
'1100010,48,3,feasible
'0110010,47,3,feasible
'1101000,46,3,feasible
'1001100,39,3,feasible
'1011000,36,3,feasible
'1100001,36,3,feasible
'0100110,33,3,feasible
'0101100,33,3,feasible
'1010100,32,3,feasible
'0101001,31,3,feasible
'1001010,30,3,feasible
'0100101,28,3,feasible
'1010010,27,3,feasible
'1000110,22,3,feasible
'1000011,21,3,feasible
'0100011,20,3,feasible
'1000101,17,3,feasible
'1110001,60,4,feasible
'1101100,57,4,feasible
'1111000,55,4,feasible
'1110100,50,4,feasible
'1110010,43,4,feasible
'0101110,40,4,feasible
'1101001,32,4,feasible
'1011100,30,4,feasible
'1011010,29,4,feasible
'1010011,28,4,feasible
'0111001,28,4,feasible
'0101011,28,4,feasible
'1001110,27,4,feasible
'0110110,26,4,feasible
'1101010,26,4,feasible
'0111100,25,4,feasible
'1100110,25,4,feasible
'0101101,25,4,feasible
'0110011,25,4,feasible
'1001101,25,4,feasible
'1010110,24,4,feasible
'1100011,21,4,feasible
'0111010,21,4,feasible
'0110101,20,4,feasible
'1100101,20,4,feasible
'1001011,19,4,feasible
'1010101,16,4,feasible
'1011001,16,4,feasible
'1000111,15,4,feasible
'0100111,15,4,feasible
'1111100,58,5,feasible
'0101111,46,5,feasible
'1110110,37,5,feasible
'1001111,33,5,feasible
'1011110,31,5,feasible
'1101110,30,5,feasible
'0111110,30,5,feasible
'1111010,29,5,feasible
'1101011,26,5,feasible
'0111011,26,5,feasible
'0110111,24,5,feasible
'1011101,23,5,feasible
'1100111,22,5,feasible
'1111001,21,5,feasible
'1110101,20,5,feasible
'0111101,17,5,feasible
'1101101,17,5,feasible
'1010111,14,5,feasible
'1011011,14,5,feasible
'1110011,11,5,feasible
'0111111,37,6,feasible
'1101111,34,6,feasible
'1111110,27,6,feasible
'1011111,26,6,feasible
'1111101,20,6,feasible
'1110111,16,6,feasible
'1111011,16,6,feasible
'1111111,32,7,feasible
