string,counts,energy_M,feasible
'0000000,199,0,infeasible
'0100000,144,1,infeasible
'1000000,135,1,infeasible
'0010000,112,1,infeasible
'0000010,104,1,infeasible
'0000001,103,1,infeasible
'0000100,58,1,infeasible
'0001000,52,1,infeasible
'1100000,88,2,infeasible
'1000001,85,2,infeasible
'0010001,72,2,infeasible
'0001010,46,2,infeasible
'0010010,45,2,infeasible
'0001100,42,2,infeasible
'0000110,41,2,infeasible
'0000011,39,2,infeasible
'1001000,38,2,infeasible
'0011000,34,2,infeasible
'1000100,34,2,infeasible
'0100100,33,2,infeasible
'0010100,26,2,infeasible
'0000101,23,2,infeasible
'0001001,18,2,infeasible
'0001110,66,3,infeasible
'0011010,43,3,infeasible
'0001011,36,3,infeasible
'1100100,33,3,infeasible
'0011100,33,3,infeasible
'0011001,26,3,infeasible
'1001001,25,3,infeasible
'0000111,23,3,infeasible
'0010101,23,3,infeasible
'0010011,22,3,infeasible
'0001101,20,3,infeasible
'0010110,19,3,infeasible
'0001111,86,4,infeasible
'0011110,31,4,infeasible
'0011101,25,4,infeasible
'0010111,23,4,infeasible
'0011011,19,4,infeasible
'0011111,47,5,infeasible
'0100010,88,2,feasible
'0110000,81,2,feasible
'0100001,73,2,feasible
'1010000,52,2,feasible
'1000010,43,2,feasible
'0101000,41,2,feasible
'1110000,67,3,feasible
'0110001,59,3,feasible
'1100001,55,3,feasible
'1000011,51,3,feasible
'1010001,50,3,feasible
'1100010,47,3,feasible
'1011000,46,3,feasible
'0110010,38,3,feasible
'1010010,38,3,feasible
'0110100,35,3,feasible
'1001010,35,3,feasible
'0111000,33,3,feasible
'0101100,31,3,feasible
'0101010,28,3,feasible
'0100011,28,3,feasible
'0101001,25,3,feasible
'1101000,23,3,feasible
'1000110,22,3,feasible
'0100110,20,3,feasible
'0100101,18,3,feasible
'1001100,18,3,feasible
'1010100,15,3,feasible
'1000101,11,3,feasible
'0101110,41,4,feasible
'1100011,37,4,feasible
'1101100,36,4,feasible
'1110100,34,4,feasible
'0101101,33,4,feasible
'1001110,32,4,feasible
'0111100,31,4,feasible
'1110001,29,4,feasible
'1111000,29,4,feasible
'1110010,28,4,feasible
'0110110,27,4,feasible
'0110011,27,4,feasible
'0111001,27,4,feasible
'0101011,27,4,feasible
'1101010,26,4,feasible
'1001011,25,4,feasible
'1100110,25,4,feasible
'1011010,25,4,feasible
'1010011,24,4,feasible
'1011100,24,4,feasible
'1010110,24,4,feasible
'1000111,22,4,feasible
'0100111,21,4,feasible
'1101001,21,4,feasible
'0111010,19,4,feasible
'1011001,18,4,feasible
'1001101,15,4,feasible
'0110101,15,4,feasible
'1010101,14,4,feasible
'1100101,10,4,feasible
'0101111,81,5,feasible
'1011110,53,5,feasible
'0111110,41,5,feasible
'1101110,38,5,feasible
'1110011,38,5,feasible
'1001111,37,5,feasible
'1011101,34,5,feasible
'1111100,34,5,feasible
'0111011,33,5,feasible
'1110110,32,5,feasible
'1111010,32,5,feasible
'0111101,26,5,feasible
'1010111,24,5,feasible
'1011011,24,5,feasible
'1101011,22,5,feasible
'0110111,19,5,feasible
'1111001,18,5,feasible
'1100111,17,5,feasible
'1101101,15,5,feasible
'1110101,11,5,feasible
'1011111,41,6,feasible
'1111110,40,6,feasible
'0111111,37,6,feasible
'1110111,35,6,feasible
'1101111,33,6,feasible
'1111011,27,6,feasible
'1111101,19,6,feasible
'1111111,31,7,feasible
