string,counts,energy_M,feasible
'0000000,64,0,infeasible
'0000001,145,1,infeasible
'0010000,88,1,infeasible
'1000000,78,1,infeasible
'0100000,72,1,infeasible
'0000010,49,1,infeasible
'0000100,29,1,infeasible
'0001000,27,1,infeasible
'1000001,240,2,infeasible
'0010001,234,2,infeasible
'0000011,66,2,infeasible
'0001001,57,2,infeasible
'1100000,51,2,infeasible
'0000101,37,2,infeasible
'0100100,34,2,infeasible
'0011000,32,2,infeasible
'0010100,29,2,infeasible
'0010010,26,2,infeasible
'0001100,24,2,infeasible
'0000110,20,2,infeasible
'1000100,19,2,infeasible
'0001010,16,2,infeasible
'1001000,16,2,infeasible
'0010011,51,3,infeasible
'1001001,42,3,infeasible
'0011001,40,3,infeasible
'0010101,38,3,infeasible
'0001101,33,3,infeasible
'0001011,33,3,infeasible
'0011100,28,3,infeasible
'0010110,27,3,infeasible
'0000111,27,3,infeasible
'1100100,26,3,infeasible
'0001110,20,3,infeasible
'0011010,14,3,infeasible
'0010111,39,4,infeasible
'0001111,36,4,infeasible
'0011101,29,4,infeasible
'0011110,25,4,infeasible
'0011011,24,4,infeasible
'0011111,23,5,infeasible
'0100001,105,2,feasible
'0110000,71,2,feasible
'0100010,67,2,feasible
'1010000,61,2,feasible
'1000010,37,2,feasible
'0101000,27,2,feasible
'0100011,108,3,feasible
'1010001,86,3,feasible
'1100001,71,3,feasible
'1000011,65,3,feasible
'0110001,63,3,feasible
'1110000,61,3,feasible
'0100101,41,3,feasible
'1100010,33,3,feasible
'1000101,33,3,feasible
'1010100,32,3,feasible
'0101001,31,3,feasible
'0101100,31,3,feasible
'1011000,31,3,feasible
'0100110,29,3,feasible
'1101000,28,3,feasible
'0101010,25,3,feasible
'0110010,24,3,feasible
'1001010,23,3,feasible
'1000110,23,3,feasible
'1010010,21,3,feasible
'0110100,20,3,feasible
'0111000,19,3,feasible
'1001100,13,3,feasible
'1110001,77,4,feasible
'0110011,49,4,feasible
'1110100,40,4,feasible
'0101011,39,4,feasible
'0111001,39,4,feasible
'1010011,39,4,feasible
'1101001,39,4,feasible
'1001101,37,4,feasible
'1011100,36,4,feasible
'1111000,34,4,feasible
'1100101,34,4,feasible
'0101101,33,4,feasible
'1100011,33,4,feasible
'1010101,33,4,feasible
'0100111,32,4,feasible
'1011001,31,4,feasible
'1001011,29,4,feasible
'0110101,26,4,feasible
'1101010,26,4,feasible
'1011010,25,4,feasible
'0101110,25,4,feasible
'1110010,24,4,feasible
'0111010,23,4,feasible
'1101100,20,4,feasible
'1000111,20,4,feasible
'1100110,18,4,feasible
'1001110,16,4,feasible
'0110110,15,4,feasible
'0111100,14,4,feasible
'1010110,14,4,feasible
'1110011,53,5,feasible
'0110111,39,5,feasible
'1110101,35,5,feasible
'1111001,34,5,feasible
'1100111,32,5,feasible
'1001111,31,5,feasible
'0111011,30,5,feasible
'1011110,30,5,feasible
'0101111,29,5,feasible
'1011101,27,5,feasible
'1010111,27,5,feasible
'1101011,27,5,feasible
'1011011,24,5,feasible
'0111101,22,5,feasible
'1111100,22,5,feasible
'0111110,22,5,feasible
'1110110,19,5,feasible
'1101101,19,5,feasible
'1111010,18,5,feasible
'1101110,11,5,feasible
'1011111,39,6,feasible
'1110111,32,6,feasible
'1101111,31,6,feasible
'1111011,26,6,feasible
'0111111,23,6,feasible
'1111101,19,6,feasible
'1111110,19,6,feasible
'1111111,53,7,feasible
