string,counts,energy_M,feasible
'0000000,139,0,infeasible
'0100000,372,1,infeasible
'0000010,102,1,infeasible
'0010000,76,1,infeasible
'0001000,72,1,infeasible
'0000001,56,1,infeasible
'0000100,54,1,infeasible
'1000000,47,1,infeasible
'1100000,99,2,infeasible
'1001000,56,2,infeasible
'0001010,56,2,infeasible
'0010100,55,2,infeasible
'0010010,54,2,infeasible
'0011000,53,2,infeasible
'0000110,53,2,infeasible
'0100100,45,2,infeasible
'0001100,45,2,infeasible
'1000100,37,2,infeasible
'0010001,29,2,infeasible
'0001001,23,2,infeasible
'1000001,22,2,infeasible
'0000101,21,2,infeasible
'0000011,20,2,infeasible
'0001110,131,3,infeasible
'0011100,59,3,infeasible
'1100100,52,3,infeasible
'0010110,49,3,infeasible
'0011010,28,3,infeasible
'0010011,24,3,infeasible
'0000111,23,3,infeasible
'0001011,23,3,infeasible
'0011001,20,3,infeasible
'0001101,12,3,infeasible
'1001001,11,3,infeasible
'0010101,11,3,infeasible
'0011110,77,4,infeasible
'0001111,41,4,infeasible
'0010111,21,4,infeasible
'0011011,17,4,infeasible
'0011101,10,4,infeasible
'0011111,31,5,infeasible
'0110000,112,2,feasible
'0100001,99,2,feasible
'1010000,96,2,feasible
'0100010,56,2,feasible
'1000010,49,2,feasible
'0101000,45,2,feasible
'1110000,88,3,feasible
'1010010,81,3,feasible
'1010100,58,3,feasible
'0110010,51,3,feasible
'0101010,50,3,feasible
'0100110,49,3,feasible
'1100010,49,3,feasible
'1001100,48,3,feasible
'0101100,44,3,feasible
'1101000,39,3,feasible
'1010001,38,3,feasible
'1011000,37,3,feasible
'0111000,37,3,feasible
'0110001,35,3,feasible
'1001010,34,3,feasible
'0100011,33,3,feasible
'1000110,31,3,feasible
'1100001,29,3,feasible
'0110100,26,3,feasible
'1000101,13,3,feasible
'0101001,13,3,feasible
'1000011,12,3,feasible
'0100101,7,3,feasible
'1110010,53,4,feasible
'0101110,51,4,feasible
'1110100,47,4,feasible
'1101100,45,4,feasible
'1111000,45,4,feasible
'1001110,44,4,feasible
'1011100,43,4,feasible
'0110110,36,4,feasible
'0111010,35,4,feasible
'1011010,30,4,feasible
'1110001,28,4,feasible
'1101010,27,4,feasible
'0101101,27,4,feasible
'1010110,27,4,feasible
'1100110,24,4,feasible
'1011001,24,4,feasible
'0111100,24,4,feasible
'1010011,23,4,feasible
'1001011,19,4,feasible
'0100111,18,4,feasible
'0101011,17,4,feasible
'1101001,17,4,feasible
'1100011,16,4,feasible
'1010101,15,4,feasible
'0110011,15,4,feasible
'1000111,12,4,feasible
'1100101,12,4,feasible
'1001101,10,4,feasible
'0111001,10,4,feasible
'0110101,10,4,feasible
'0111110,99,5,feasible
'1101110,60,5,feasible
'1011110,46,5,feasible
'1110110,32,5,feasible
'1111100,28,5,feasible
'1111010,25,5,feasible
'1110101,22,5,feasible
'1101101,16,5,feasible
'1001111,16,5,feasible
'1110011,16,5,feasible
'1011101,15,5,feasible
'0111011,15,5,feasible
'1010111,14,5,feasible
'1100111,14,5,feasible
'0101111,13,5,feasible
'1011011,13,5,feasible
'0110111,13,5,feasible
'0111101,12,5,feasible
'1101011,11,5,feasible
'1111001,3,5,feasible
'1111110,39,6,feasible
'0111111,17,6,feasible
'1101111,17,6,feasible
'1011111,15,6,feasible
'1111011,13,6,feasible
'1111101,8,6,feasible
'1110111,6,6,feasible
'1111111,13,7,feasible
