string,counts,energy_M,feasible
'0000000,65,0,infeasible
'0100000,128,1,infeasible
'1000000,98,1,infeasible
'0010000,70,1,infeasible
'0000010,60,1,infeasible
'0000100,48,1,infeasible
'0001000,37,1,infeasible
'0000001,36,1,infeasible
'0000110,107,2,infeasible
'0001010,106,2,infeasible
'0001100,93,2,infeasible
'0010001,78,2,infeasible
'1100000,58,2,infeasible
'1000001,48,2,infeasible
'0100100,46,2,infeasible
'0010100,44,2,infeasible
'0010010,40,2,infeasible
'0011000,40,2,infeasible
'1001000,34,2,infeasible
'1000100,26,2,infeasible
'0000101,25,2,infeasible
'0001001,23,2,infeasible
'0000011,20,2,infeasible
'0001110,66,3,infeasible
'1100100,42,3,infeasible
'0001101,42,3,infeasible
'0011100,40,3,infeasible
'0010011,36,3,infeasible
'0000111,30,3,infeasible
'0010110,30,3,infeasible
'0001011,28,3,infeasible
'0011010,28,3,infeasible
'0011001,26,3,infeasible
'1001001,22,3,infeasible
'0010101,20,3,infeasible
'0011110,47,4,infeasible
'0001111,26,4,infeasible
'0011101,24,4,infeasible
'0011011,23,4,infeasible
'0010111,14,4,infeasible
'0011111,33,5,infeasible
'1010000,121,2,feasible
'0100010,71,2,feasible
'0100001,71,2,feasible
'0110000,69,2,feasible
'0101000,50,2,feasible
'1000010,44,2,feasible
'1010001,93,3,feasible
'1110000,88,3,feasible
'1010010,61,3,feasible
'0110001,54,3,feasible
'0110010,51,3,feasible
'0101010,43,3,feasible
'1101000,40,3,feasible
'0101100,38,3,feasible
'0111000,37,3,feasible
'1001100,36,3,feasible
'0100011,35,3,feasible
'1011000,32,3,feasible
'1000110,32,3,feasible
'1100001,32,3,feasible
'0100110,30,3,feasible
'1100010,30,3,feasible
'0110100,28,3,feasible
'1010100,28,3,feasible
'1001010,26,3,feasible
'0100101,25,3,feasible
'0101001,24,3,feasible
'1000101,23,3,feasible
'1000011,17,3,feasible
'1110001,65,4,feasible
'1001110,46,4,feasible
'0101110,45,4,feasible
'1101100,45,4,feasible
'1110100,40,4,feasible
'0111010,37,4,feasible
'1111000,36,4,feasible
'1011100,35,4,feasible
'1100110,34,4,feasible
'0111100,33,4,feasible
'0110011,32,4,feasible
'0110110,30,4,feasible
'0110101,29,4,feasible
'1110010,29,4,feasible
'1011010,28,4,feasible
'1010011,28,4,feasible
'1010110,28,4,feasible
'0101011,26,4,feasible
'0101101,24,4,feasible
'1100101,24,4,feasible
'0100111,24,4,feasible
'1000111,22,4,feasible
'1001011,22,4,feasible
'1010101,22,4,feasible
'1011001,21,4,feasible
'1101010,21,4,feasible
'1100011,19,4,feasible
'0111001,19,4,feasible
'1101001,17,4,feasible
'1001101,14,4,feasible
'1101110,48,5,feasible
'0111110,47,5,feasible
'1111100,40,5,feasible
'1011110,40,5,feasible
'0111101,38,5,feasible
'1101011,36,5,feasible
'1111010,36,5,feasible
'0101111,35,5,feasible
'0111011,30,5,feasible
'1110101,28,5,feasible
'1111001,27,5,feasible
'1101101,26,5,feasible
'1110011,26,5,feasible
'0110111,26,5,feasible
'1110110,26,5,feasible
'1011101,25,5,feasible
'1011011,24,5,feasible
'1100111,23,5,feasible
'1010111,20,5,feasible
'1001111,17,5,feasible
'0111111,39,6,feasible
'1011111,39,6,feasible
'1111110,33,6,feasible
'1101111,33,6,feasible
'1111011,31,6,feasible
'1110111,22,6,feasible
'1111101,22,6,feasible
'1111111,32,7,feasible
