string,counts,energy_M,feasible
'0000000,205,0,infeasible
'0100000,130,1,infeasible
'1000000,123,1,infeasible
'0010000,112,1,infeasible
'0000001,86,1,infeasible
'0000100,51,1,infeasible
'0000010,45,1,infeasible
'0001000,40,1,infeasible
'1100000,98,2,infeasible
'1000001,51,2,infeasible
'1000100,50,2,infeasible
'0010100,43,2,infeasible
'1001000,40,2,infeasible
'0011000,40,2,infeasible
'0010010,35,2,infeasible
'0010001,34,2,infeasible
'0000110,31,2,infeasible
'0001100,29,2,infeasible
'0000011,23,2,infeasible
'0100100,21,2,infeasible
'0001001,18,2,infeasible
'0000101,17,2,infeasible
'0001010,16,2,infeasible
'1100100,61,3,infeasible
'0010110,41,3,infeasible
'0001110,39,3,infeasible
'0011100,30,3,infeasible
'0011001,26,3,infeasible
'0010101,26,3,infeasible
'1001001,25,3,infeasible
'0000111,22,3,infeasible
'0010011,19,3,infeasible
'0011010,19,3,infeasible
'0001101,16,3,infeasible
'0001011,14,3,infeasible
'0011110,34,4,infeasible
'0001111,16,4,infeasible
'0011011,16,4,infeasible
'0011101,14,4,infeasible
'0010111,12,4,infeasible
'0011111,20,5,infeasible
'1010000,205,2,feasible
'0110000,102,2,feasible
'0100010,69,2,feasible
'0100001,55,2,feasible
'1000010,52,2,feasible
'0101000,27,2,feasible
'1010001,76,3,feasible
'1110000,74,3,feasible
'1100010,59,3,feasible
'1010010,58,3,feasible
'1101000,56,3,feasible
'1100001,51,3,feasible
'0110010,48,3,feasible
'0100011,47,3,feasible
'1001100,46,3,feasible
'1011000,43,3,feasible
'1010100,43,3,feasible
'0110001,41,3,feasible
'1000011,40,3,feasible
'0110100,39,3,feasible
'1001010,37,3,feasible
'0111000,37,3,feasible
'1000110,36,3,feasible
'0101010,29,3,feasible
'1000101,26,3,feasible
'0101100,24,3,feasible
'0100110,24,3,feasible
'0100101,21,3,feasible
'0101001,17,3,feasible
'1110010,93,4,feasible
'1110100,82,4,feasible
'1101100,57,4,feasible
'1001110,56,4,feasible
'0101110,47,4,feasible
'1110001,45,4,feasible
'1111000,42,4,feasible
'0110110,38,4,feasible
'1100110,38,4,feasible
'1101010,36,4,feasible
'1011010,35,4,feasible
'1011100,35,4,feasible
'1010110,34,4,feasible
'1001101,34,4,feasible
'0111010,34,4,feasible
'1100011,34,4,feasible
'0111100,32,4,feasible
'1010011,31,4,feasible
'1000111,27,4,feasible
'0110101,24,4,feasible
'1101001,21,4,feasible
'0110011,20,4,feasible
'0111001,20,4,feasible
'0101101,17,4,feasible
'1001011,17,4,feasible
'1011001,17,4,feasible
'0101011,15,4,feasible
'0100111,13,4,feasible
'1010101,11,4,feasible
'1100101,10,4,feasible
'0111110,51,5,feasible
'1101110,46,5,feasible
'1011110,45,5,feasible
'1111100,43,5,feasible
'1010111,33,5,feasible
'1111010,33,5,feasible
'1110110,32,5,feasible
'1110011,30,5,feasible
'1011101,26,5,feasible
'0101111,24,5,feasible
'1101101,24,5,feasible
'1100111,21,5,feasible
'1011011,21,5,feasible
'1111001,20,5,feasible
'1001111,20,5,feasible
'0111101,16,5,feasible
'1110101,14,5,feasible
'0111011,14,5,feasible
'1101011,13,5,feasible
'0110111,13,5,feasible
'1111110,36,6,feasible
'0111111,34,6,feasible
'1101111,23,6,feasible
'1011111,17,6,feasible
'1110111,15,6,feasible
'1111101,13,6,feasible
'1111011,12,6,feasible
'1111111,26,7,feasible
