string,counts,energy_M,feasible
'0000000,254,0,infeasible
'0010000,139,1,infeasible
'1000000,111,1,infeasible
'0001000,105,1,infeasible
'0000001,94,1,infeasible
'0000010,83,1,infeasible
'0100000,79,1,infeasible
'0000100,73,1,infeasible
'1100000,92,2,infeasible
'0011000,74,2,infeasible
'0010001,53,2,infeasible
'1001000,52,2,infeasible
'0010010,50,2,infeasible
'0100100,49,2,infeasible
'0000110,43,2,infeasible
'0010100,43,2,infeasible
'0001010,42,2,infeasible
'0001100,39,2,infeasible
'1000001,35,2,infeasible
'1000100,34,2,infeasible
'0000011,32,2,infeasible
'0001001,27,2,infeasible
'0000101,18,2,infeasible
'0001110,96,3,infeasible
'0011100,52,3,infeasible
'1100100,38,3,infeasible
'0011010,38,3,infeasible
'0010110,31,3,infeasible
'0010011,19,3,infeasible
'1001001,18,3,infeasible
'0011001,15,3,infeasible
'0001101,14,3,infeasible
'0001011,13,3,infeasible
'0010101,12,3,infeasible
'0000111,11,3,infeasible
'0011110,80,4,infeasible
'0001111,23,4,infeasible
'0011101,15,4,infeasible
'0011011,10,4,infeasible
'0010111,10,4,infeasible
'0011111,21,5,infeasible
'1010000,71,2,feasible
'0110000,58,2,feasible
'0101000,53,2,feasible
'0100010,51,2,feasible
'1000010,40,2,feasible
'0100001,23,2,feasible
'1110000,110,3,feasible
'1010010,70,3,feasible
'1011000,68,3,feasible
'1100010,52,3,feasible
'1010100,51,3,feasible
'0101100,49,3,feasible
'1101000,44,3,feasible
'1000110,42,3,feasible
'0111000,41,3,feasible
'0110010,39,3,feasible
'0100110,38,3,feasible
'1001100,38,3,feasible
'0101010,35,3,feasible
'0110100,34,3,feasible
'1001010,27,3,feasible
'1010001,24,3,feasible
'1100001,23,3,feasible
'0110001,23,3,feasible
'0101001,17,3,feasible
'0100011,15,3,feasible
'1000101,14,3,feasible
'0100101,13,3,feasible
'1000011,11,3,feasible
'1001110,87,4,feasible
'0101110,73,4,feasible
'1111000,67,4,feasible
'1110010,66,4,feasible
'0110110,57,4,feasible
'1010110,47,4,feasible
'1100110,39,4,feasible
'1110100,38,4,feasible
'0111010,38,4,feasible
'1101100,38,4,feasible
'0111100,36,4,feasible
'1011010,36,4,feasible
'1110001,34,4,feasible
'1011100,26,4,feasible
'1101010,26,4,feasible
'1010011,24,4,feasible
'1011001,17,4,feasible
'1100011,16,4,feasible
'0101011,16,4,feasible
'0110011,14,4,feasible
'1001101,14,4,feasible
'0110101,12,4,feasible
'1101001,11,4,feasible
'1010101,11,4,feasible
'1001011,10,4,feasible
'1100101,10,4,feasible
'0100111,9,4,feasible
'1000111,9,4,feasible
'0111001,5,4,feasible
'0101101,4,4,feasible
'1101110,86,5,feasible
'0111110,76,5,feasible
'1110110,67,5,feasible
'1011110,62,5,feasible
'1111010,54,5,feasible
'1111100,37,5,feasible
'0101111,27,5,feasible
'1001111,24,5,feasible
'1110101,23,5,feasible
'1100111,18,5,feasible
'1010111,18,5,feasible
'1111001,16,5,feasible
'0111101,14,5,feasible
'1101101,14,5,feasible
'0111011,14,5,feasible
'1110011,14,5,feasible
'1011011,13,5,feasible
'1011101,12,5,feasible
'0110111,11,5,feasible
'1101011,7,5,feasible
'1111110,61,6,feasible
'0111111,29,6,feasible
'1101111,24,6,feasible
'1011111,19,6,feasible
'1111101,15,6,feasible
'1110111,15,6,feasible
'1111011,13,6,feasible
'1111111,16,7,feasible
