string,counts,energy_M,feasible
'0000000,163,0,infeasible
'1000000,99,1,infeasible
'0010000,97,1,infeasible
'0001000,64,1,infeasible
'0000100,59,1,infeasible
'0100000,58,1,infeasible
'0000010,47,1,infeasible
'0000001,38,1,infeasible
'0001100,82,2,infeasible
'1001000,63,2,infeasible
'0000110,56,2,infeasible
'0001010,55,2,infeasible
'0010010,53,2,infeasible
'1100000,52,2,infeasible
'0100100,51,2,infeasible
'1000100,49,2,infeasible
'0011000,43,2,infeasible
'1000001,35,2,infeasible
'0010100,34,2,infeasible
'0010001,30,2,infeasible
'0000011,18,2,infeasible
'0001001,15,2,infeasible
'0000101,13,2,infeasible
'0001110,103,3,infeasible
'0011100,75,3,infeasible
'1100100,49,3,infeasible
'0011010,48,3,infeasible
'0010110,47,3,infeasible
'0001101,35,3,infeasible
'0001011,19,3,infeasible
'0010011,18,3,infeasible
'0011001,18,3,infeasible
'1001001,16,3,infeasible
'0000111,16,3,infeasible
'0010101,13,3,infeasible
'0011110,102,4,infeasible
'0001111,44,4,infeasible
'0011011,25,4,infeasible
'0011101,24,4,infeasible
'0010111,17,4,infeasible
'0011111,42,5,infeasible
'0100010,68,2,feasible
'1010000,67,2,feasible
'1000010,58,2,feasible
'0110000,52,2,feasible
'0101000,49,2,feasible
'0100001,20,2,feasible
'1010010,102,3,feasible
'0101100,78,3,feasible
'1110000,70,3,feasible
'1001010,68,3,feasible
'1000110,63,3,feasible
'0110010,58,3,feasible
'1011000,58,3,feasible
'0101010,58,3,feasible
'1100010,55,3,feasible
'0100110,47,3,feasible
'1010100,46,3,feasible
'0111000,41,3,feasible
'1101000,40,3,feasible
'0110100,38,3,feasible
'1001100,37,3,feasible
'0110001,27,3,feasible
'1010001,27,3,feasible
'0100101,25,3,feasible
'1100001,20,3,feasible
'1000011,20,3,feasible
'0101001,15,3,feasible
'1000101,15,3,feasible
'0100011,13,3,feasible
'1001110,83,4,feasible
'1010110,66,4,feasible
'0101110,62,4,feasible
'0111100,59,4,feasible
'1011010,57,4,feasible
'1110010,46,4,feasible
'1101010,45,4,feasible
'1111000,41,4,feasible
'1011100,41,4,feasible
'0111010,39,4,feasible
'1101100,36,4,feasible
'1010011,36,4,feasible
'0110110,35,4,feasible
'1010101,31,4,feasible
'1110001,30,4,feasible
'1100110,30,4,feasible
'1110100,28,4,feasible
'0110101,24,4,feasible
'0101011,24,4,feasible
'1001011,23,4,feasible
'1001101,22,4,feasible
'0101101,20,4,feasible
'1000111,18,4,feasible
'0111001,17,4,feasible
'1011001,15,4,feasible
'0110011,15,4,feasible
'1100011,11,4,feasible
'0100111,11,4,feasible
'1100101,10,4,feasible
'1101001,10,4,feasible
'0111110,61,5,feasible
'1011110,53,5,feasible
'1101110,52,5,feasible
'1111100,46,5,feasible
'1010111,36,5,feasible
'1011011,31,5,feasible
'1110110,30,5,feasible
'1001111,28,5,feasible
'1111010,27,5,feasible
'1110101,20,5,feasible
'0101111,17,5,feasible
'1011101,17,5,feasible
'0111101,16,5,feasible
'1100111,16,5,feasible
'1111001,15,5,feasible
'1101101,12,5,feasible
'1110011,12,5,feasible
'1101011,11,5,feasible
'0111011,9,5,feasible
'0110111,9,5,feasible
'1111110,34,6,feasible
'1101111,28,6,feasible
'0111111,23,6,feasible
'1011111,22,6,feasible
'1110111,18,6,feasible
'1111101,18,6,feasible
'1111011,14,6,feasible
'1111111,20,7,feasible
