string,counts,energy_M,energy_Q,feasible
'101110101000100000000000,1,0,92.0,infeasible
'011011111010111000000000,1,0,237.0,infeasible
'111010100010111000000000,1,0,164.0,infeasible
'001101100000101100000000,1,0,80.0,infeasible
'100110011011100010000000,1,0,127.0,infeasible
'011001101000000110000100,1,1,72.0,infeasible
'000101110100100100000010,1,1,57.0,infeasible
'010101100100001000100000,1,1,45.0,infeasible
'111010110110001100000001,1,1,118.0,infeasible
'101100101000010100001000,1,1,28.0,infeasible
'000001000001001101000000,1,1,28.0,infeasible
'010110000001100100000001,1,1,78.0,infeasible
'000110100111101000000001,1,1,73.0,infeasible
'010001111000010101000000,1,1,101.0,infeasible
'011111010100110100000001,1,1,168.0,infeasible
'001111011000110010000001,1,1,128.0,infeasible
'111111010010101101000000,1,1,179.0,infeasible
'010111000000001010000001,1,1,77.0,infeasible
'101011000010110100100000,1,1,104.0,infeasible
'010011110000010010001000,1,1,89.0,infeasible
'101101111000101100000001,1,1,96.0,infeasible
'000100000011010100001000,1,1,27.0,infeasible
'101110110010001100000001,1,1,76.0,infeasible
'110010110000010111000000,1,1,105.0,infeasible
'110101010000100110100000,1,1,84.0,infeasible
'011111111011011110000010,1,1,163.0,infeasible
'000000100100001010000100,1,1,12.0,infeasible
'110001011001001101000000,1,1,93.0,infeasible
'011111101000000000000001,1,1,120.0,infeasible
'110100110100001100000001,1,1,73.0,infeasible
'000110100010111000001000,1,1,86.0,infeasible
'101100101101001110001000,1,1,38.0,infeasible
'110111010011010100000010,1,1,99.0,infeasible
'101011101000101000000001,1,1,93.0,infeasible
'011010101100111100010000,1,1,138.0,infeasible
'111011001100110001000000,1,1,154.0,infeasible
'101001001101111000000101,1,2,57.0,infeasible
'111100111001100000010001,1,2,106.0,infeasible
'100101111010010111001000,1,2,70.0,infeasible
'111001101010110011100000,1,2,91.0,infeasible
'110100100111000000000101,1,2,42.0,infeasible
'000100011001111110001001,1,2,74.0,infeasible
'101110000000010100000101,1,2,29.0,infeasible
'010010010100101100000101,1,2,73.0,infeasible
'011010010110001000000101,1,2,77.0,infeasible
'110101111100011000010001,1,2,87.0,infeasible
'000011111100010010000101,1,2,90.0,infeasible
'101001100000111001000100,1,2,64.0,infeasible
'110100111000000010001100,1,2,60.0,infeasible
'000111110110111000010100,1,2,102.0,infeasible
'101011100101111111001000,1,2,116.0,infeasible
'111110010001100011001000,1,2,92.0,infeasible
