string,counts,energy_M,energy_Q,feasible
'100111101101011010000010,1,1,75.0,infeasible
'110100111111100100000100,1,1,129.0,infeasible
'011110000111101110100000,1,1,126.0,infeasible
'100000110101001101000000,1,1,59.0,infeasible
'001011100000010000000100,1,1,61.0,infeasible
'010000101111101100010000,1,1,75.0,infeasible
'011100111100010101000000,1,1,137.0,infeasible
'010101100010110010100000,1,1,86.0,infeasible
'101100101110001000010000,1,1,36.0,infeasible
'100000100001010100010000,1,1,16.0,infeasible
'101111101010001000000100,1,1,78.0,infeasible
'010011111011101100000001,1,1,157.0,infeasible
'001110000110001010100000,1,1,45.0,infeasible
'011001100001111110000101,1,2,89.0,infeasible
'011101010110000110011000,1,2,78.0,infeasible
'101011100000110001100000,1,2,104.0,infeasible
'101011010111001010010010,1,2,55.0,infeasible
'000110111010101010010100,1,2,74.0,infeasible
'011110010010111010010100,1,2,115.0,infeasible
'100010001011111001001000,1,2,89.0,infeasible
'011010100010001010001010,1,2,49.0,infeasible
'111001100111011000000011,1,2,60.0,infeasible
'100000110011111000010100,1,2,62.0,infeasible
'101011111001001110011000,1,2,76.0,infeasible
'001010101000001010000110,1,2,26.0,infeasible
'111111101111100110100100,1,2,126.0,infeasible
'111111010000000010001010,1,2,77.0,infeasible
'101110011110010101000100,1,2,104.0,infeasible
'101011100101011100010010,1,2,51.0,infeasible
'011100001001001100001001,1,2,59.0,infeasible
'000100101001001000010001,1,2,10.0,infeasible
'000001011101100110100100,1,2,81.0,infeasible
'111010000101111110011000,1,2,92.0,infeasible
'011101000100111010001001,1,2,90.0,infeasible
'010101111010001010100100,1,2,68.0,infeasible
'100101111110111000011000,1,2,88.0,infeasible
'010101100110100111100000,1,2,72.0,infeasible
'011111110110001101100100,1,3,113.0,infeasible
'101010110110011000011100,1,3,36.0,infeasible
'001111101010000010011100,1,3,39.0,infeasible
'011001000101000010011010,1,3,35.0,infeasible
'001101111010111000010101,1,3,66.0,infeasible
'011100111010110110010101,1,3,100.0,infeasible
'100010011110001100010011,1,3,38.0,infeasible
