string,counts,energy_M,energy_Q,feasible
'101111110100101110000000,1,0,173.0,infeasible
'101110011100111000000001,1,1,136.0,infeasible
'111100001101000010000001,1,1,83.0,infeasible
'000111000000111110000001,1,1,101.0,infeasible
'001100011011100111000000,1,1,117.0,infeasible
'001101101100010110000010,1,1,42.0,infeasible
'001101110000111000000100,1,1,95.0,infeasible
'110101010011100000000010,1,1,75.0,infeasible
'010000100011011110000100,1,1,54.0,infeasible
'101110010101111010001000,1,1,109.0,infeasible
'000000100101000100000100,1,1,17.0,infeasible
'110100010111010010000001,1,1,87.0,infeasible
'000100101101000001000000,1,1,28.0,infeasible
'111001100100011100000010,1,1,64.0,infeasible
'010111111000001100000010,1,1,117.0,infeasible
'110110100110000110000001,1,1,85.0,infeasible
'111100000101001010000001,1,1,76.0,infeasible
'011011111100111110000001,1,1,208.0,infeasible
'111110110000000100010000,1,1,114.0,infeasible
'101100001110111010000011,1,2,60.0,infeasible
'111010111001100110010001,1,2,110.0,infeasible
'101100011110101110001001,1,2,81.0,infeasible
'010000100000110110010001,1,2,58.0,infeasible
'011111000111101000100100,1,2,96.0,infeasible
'101010101111101010010010,1,2,50.0,infeasible
'101000110111100000000011,1,2,45.0,infeasible
'110010000101100010100100,1,2,42.0,infeasible
'111101110110000001001000,1,2,82.0,infeasible
'000110101111000100000011,1,2,35.0,infeasible
'000110111111101011000001,1,2,119.0,infeasible
'011101111111011111000100,1,2,145.0,infeasible
'000101010100101110001001,1,2,42.0,infeasible
'010100000101100010001001,1,2,42.0,infeasible
'111101000111010100001001,1,2,74.0,infeasible
'000101001010111000011000,1,2,47.0,infeasible
'111111100011110110000011,1,2,130.0,infeasible
'010011000100100101000100,1,2,76.0,infeasible
'100101101010100001100000,1,2,43.0,infeasible
'101000011101100010001001,1,2,60.0,infeasible
'010100010111100011000100,1,2,83.0,infeasible
'010011000011001110001001,1,2,65.0,infeasible
'110100100111000110001001,1,2,52.0,infeasible
'000111111100111010001001,1,2,113.0,infeasible
'111111101101001110000110,1,2,96.0,infeasible
'100000101101000100010001,1,2,14.0,infeasible
'000101100111010110000101,1,2,28.0,infeasible
'001001111100111100001010,1,2,81.0,infeasible
'110111100111111111000001,1,2,152.0,infeasible
'001010101101010100010101,1,3,22.0,infeasible
'000111001100101100010011,1,3,32.0,infeasible
'001011111100110110011001,1,3,75.0,infeasible
'110001111101111000010011,1,3,78.0,infeasible
'011110100100011110010101,1,3,68.0,infeasible
'011011000111000110010101,1,3,68.0,infeasible
'011110000000111011001001,1,3,86.0,infeasible
'000101000011010100011001,1,3,18.0,infeasible
'011110101111101000000111,1,3,67.0,infeasible
'010010001011000010011010,1,3,26.0,infeasible
'110100001010101101001001,1,3,48.0,infeasible
'000111101011000111100100,1,3,79.0,infeasible
'110000101101111100000111,1,3,47.0,infeasible
