string,counts,energy_M,energy_Q,feasible
'110011010110101100000000,1,0,168.0,infeasible
'100000000111100110010000,1,1,41.0,infeasible
'101110111011100001000000,1,1,138.0,infeasible
'110101001011010110001000,1,1,67.0,infeasible
'110101010100011110000100,1,1,95.0,infeasible
'111011010011010000000100,1,1,116.0,infeasible
'010101110011110110000001,1,1,124.0,infeasible
'011011110001111000000001,1,1,169.0,infeasible
'000110100000100010000010,1,1,45.0,infeasible
'011011010110010010000001,1,1,126.0,infeasible
'100011000110100010000100,1,1,69.0,infeasible
'000001111111100000000001,1,1,93.0,infeasible
'110000001111100100000100,1,1,71.0,infeasible
'110100111000100000100000,1,1,84.0,infeasible
'011011010100001000010000,1,1,113.0,infeasible
'100110100110111010010000,1,1,89.0,infeasible
'010010111101011110001000,1,1,114.0,infeasible
'010100101110010001000001,1,2,50.0,infeasible
'001100011010101010000101,1,2,70.0,infeasible
'000100011111000111000001,1,2,77.0,infeasible
'111101110111111110001001,1,2,131.0,infeasible
'001101110110001101100000,1,2,62.0,infeasible
'011010101100111101001000,1,2,115.0,infeasible
'100011100110000110100100,1,2,72.0,infeasible
'101001101101011100001100,1,2,29.0,infeasible
'001010100111101001100000,1,2,76.0,infeasible
'011000000110101110010100,1,2,67.0,infeasible
'010010110001100000000101,1,2,61.0,infeasible
'000100100110011100010001,1,2,16.0,infeasible
'101001101111000100000110,1,2,29.0,infeasible
'001011101000110100100100,1,2,91.0,infeasible
'110010010001110000000110,1,2,65.0,infeasible
'111001100110111000100100,1,2,76.0,infeasible
'000110000100001011000100,1,2,27.0,infeasible
'010110100110010010010100,1,2,48.0,infeasible
'011100011010110110010100,1,2,124.0,infeasible
'000000110011110100010001,1,2,48.0,infeasible
'100101110010111010000011,1,2,60.0,infeasible
'100011001111001000001001,1,2,52.0,infeasible
'111010010110000110100100,1,2,87.0,infeasible
'011100111111000010000110,1,2,94.0,infeasible
'011110011100001100010100,1,2,115.0,infeasible
'001001100001101010001100,1,2,26.0,infeasible
'101101111100000110010001,1,2,67.0,infeasible
'111011101010001000010011,1,3,74.0,infeasible
'110011010011111100001011,1,3,70.0,infeasible
'101000110110101001100100,1,3,47.0,infeasible
'011010110000000001100100,1,3,64.0,infeasible
'110010001111111001100100,1,3,73.0,infeasible
'010010111000101010001011,1,3,48.0,infeasible
'100101101101000111100100,1,3,39.0,infeasible
'001101101011011000000111,1,3,16.0,infeasible
'010000010111001000011001,1,3,47.0,infeasible
'011001010001101000010101,1,3,59.0,infeasible
'111111011100100000001011,1,3,92.0,infeasible
'000100101011001010001110,1,3,12.0,infeasible
'000011101000110100011001,1,3,45.0,infeasible
'110000000111010100001101,1,3,30.0,infeasible
'111111101100100000010011,1,3,91.0,infeasible
'011000110100111100001101,1,3,72.0,infeasible
'100000100100100000001110,1,3,18.0,infeasible
'110011110111000100010011,1,3,65.0,infeasible
'001000110111101100010011,1,3,31.0,infeasible
'000110000000010110011001,1,3,14.0,infeasible
'110100000101001001001001,1,3,26.0,infeasible
'111000000000011010001011,1,3,42.0,infeasible
