string,counts,energy_M,energy_Q,feasible
'110010001001010010000000,1,0,80.0,infeasible
'011011111001000110000000,1,0,184.0,infeasible
'111000101010011110000000,1,0,107.0,infeasible
'010010111100010000000000,1,0,137.0,infeasible
'011101111111010010000100,1,1,141.0,infeasible
'100101100010001110000001,1,1,37.0,infeasible
'101010010111011100100000,1,1,83.0,infeasible
'000110110110011110010000,1,1,78.0,infeasible
'111000110011111000100000,1,1,117.0,infeasible
'001001000001100110000100,1,1,44.0,infeasible
'111100010101000110000001,1,1,107.0,infeasible
'001100001101001110010000,1,1,38.0,infeasible
'110110001000000010000001,1,1,63.0,infeasible
'101101101111101110010000,1,1,82.0,infeasible
'000111110011001110100000,1,1,108.0,infeasible
'001101000010101100000100,1,1,54.0,infeasible
'001111111001110100000001,1,1,147.0,infeasible
'011010011110001000001100,1,2,90.0,infeasible
'100111000000000010100100,1,2,45.0,infeasible
'001010001000010110011000,1,2,22.0,infeasible
'000011111001010001001000,1,2,96.0,infeasible
'101101010000100011100000,1,2,51.0,infeasible
'000000000010110101001000,1,2,52.0,infeasible
'101001101000101101000100,1,2,56.0,infeasible
'100111000000011010010010,1,2,38.0,infeasible
'101000110110110110000110,1,2,67.0,infeasible
'010110110110101000011000,1,2,81.0,infeasible
'101001101100001110000110,1,2,30.0,infeasible
'100010110000111011001000,1,2,96.0,infeasible
'000010011111001010001010,1,2,58.0,infeasible
'001000101011111110010010,1,2,52.0,infeasible
'110100101010110100001001,1,2,67.0,infeasible
'010101101111001000000011,1,2,46.0,infeasible
'110110001110100100100100,1,2,63.0,infeasible
'101100101110001010000110,1,2,21.0,infeasible
'100000000010000011001000,1,2,14.0,infeasible
'100111111000101110001100,1,2,103.0,infeasible
'011110011110100000010010,1,2,108.0,infeasible
'011010101000110110011000,1,2,85.0,infeasible
'010101011100110010010100,1,2,105.0,infeasible
'111011111000011110001010,1,2,100.0,infeasible
'101111111010111100010001,1,2,124.0,infeasible
'110000110000101000100100,1,2,47.0,infeasible
'111000001000011110010010,1,2,53.0,infeasible
'001100011000001010000110,1,2,46.0,infeasible
'111000111011101000010100,1,2,98.0,infeasible
'101000111110000000011000,1,2,52.0,infeasible
'100110011011010001000100,1,2,82.0,infeasible
'111011001111000100000101,1,2,90.0,infeasible
'110110100100111110000110,1,2,85.0,infeasible
'010110011100011110010010,1,2,82.0,infeasible
'001110101010100010010001,1,2,49.0,infeasible
'010110011101101010010010,1,2,89.0,infeasible
'000111001101010101000100,1,2,68.0,infeasible
'011001000110011010100100,1,2,41.0,infeasible
'000111011011001000011001,1,3,51.0,infeasible
'001000101111000101100100,1,3,28.0,infeasible
'100100010100111100001011,1,3,45.0,infeasible
'010010000111011100011010,1,3,23.0,infeasible
'010110001100010010011010,1,3,27.0,infeasible
'111001101010001100011100,1,3,37.0,infeasible
'001001011101101010001011,1,3,41.0,infeasible
'001101011100100110011010,1,3,39.0,infeasible
