string,counts,energy_M,energy_Q,feasible
'110100100010100100001000,1,1,60.0,infeasible
'111100010111100011000000,1,1,133.0,infeasible
'101010101101010110010000,1,1,62.0,infeasible
'010110101100101010000100,1,1,97.0,infeasible
'010010000000100010100000,1,1,62.0,infeasible
'101110100110011010000010,1,1,54.0,infeasible
'111101101010000000001000,1,1,76.0,infeasible
'110111011111100000000001,1,1,158.0,infeasible
'001010000110110010001000,1,1,69.0,infeasible
'011111110001100100010000,1,1,152.0,infeasible
'100001110111001110001000,1,1,65.0,infeasible
'111101000111100000100000,1,1,87.0,infeasible
'000000010000001010000100,1,1,32.0,infeasible
'111000110100101010000010,1,1,93.0,infeasible
'010101001111000010100000,1,1,57.0,infeasible
'000110101111101000000101,1,2,54.0,infeasible
'101001100011010010010010,1,2,20.0,infeasible
'110010000101100000010001,1,2,51.0,infeasible
'111111000010001001100000,1,2,93.0,infeasible
'100111100010101100010100,1,2,64.0,infeasible
'111101110001001000000101,1,2,76.0,infeasible
'001100001010000010100100,1,2,16.0,infeasible
'010011000101111110000101,1,2,91.0,infeasible
'111010110110001010010001,1,2,91.0,infeasible
'101110100101101110010010,1,2,51.0,infeasible
'001000111110111100010100,1,2,97.0,infeasible
'111011101101011010001100,1,2,82.0,infeasible
'000111010111011000010100,1,2,62.0,infeasible
'000000011011010010100100,1,2,48.0,infeasible
'001110011111010010001010,1,2,62.0,infeasible
'010010010010110000100100,1,2,70.0,infeasible
'001111010110100111100000,1,2,117.0,infeasible
'011010100100000000011000,1,2,57.0,infeasible
'110111111011000100001100,1,2,108.0,infeasible
'001100110010101010010001,1,2,48.0,infeasible
'001011100001001110001001,1,2,52.0,infeasible
'101000100111001111000001,1,2,35.0,infeasible
'111010010100100110000011,1,2,80.0,infeasible
'010010000000111110100100,1,2,80.0,infeasible
'100011000100011110000101,1,2,45.0,infeasible
'010101110011010000001001,1,2,59.0,infeasible
'011100101110101010000110,1,2,66.0,infeasible
'000001001011011010011010,1,3,11.0,infeasible
'100111001010011000001101,1,3,30.0,infeasible
'111011001110001000010101,1,3,66.0,infeasible
'011011000000100010011010,1,3,55.0,infeasible
'110010010110101000001101,1,3,50.0,infeasible
'101000010000001000001101,1,3,23.0,infeasible
'111001011001100110011100,1,3,65.0,infeasible
'011110100001101110001101,1,3,64.0,infeasible
'100100001100100110001101,1,3,23.0,infeasible
'100101000001010000001101,1,3,10.0,infeasible
'100101110000100110011010,1,3,18.0,infeasible
'000110111010000100010011,1,3,35.0,infeasible
'110000110000111010001011,1,3,47.0,infeasible
'110100000010111001100100,1,3,50.0,infeasible
