string,counts,energy_M,energy_Q,feasible
'000001111000101010000000,1,0,108.0,infeasible
'100001111100101000010000,1,1,89.0,infeasible
'100110011000000010000100,1,1,75.0,infeasible
'110000011111110100000100,1,1,139.0,infeasible
'110110111100010110100000,1,1,132.0,infeasible
'001111101011000010001000,1,1,81.0,infeasible
'011111011011111110000001,1,1,212.0,infeasible
'111111001000111010001000,1,1,145.0,infeasible
'100101001011100000010000,1,1,42.0,infeasible
'010010010010011010001000,1,1,69.0,infeasible
'000101100110100110000100,1,1,52.0,infeasible
'010111111010110100000100,1,1,174.0,infeasible
'111001001011101010010000,1,1,97.0,infeasible
'011011001001111000001000,1,1,131.0,infeasible
'100011111110110010001000,1,1,149.0,infeasible
'101000000001101001000000,1,1,49.0,infeasible
'001001100010011010000001,1,1,39.0,infeasible
'101111111100111110100000,1,1,189.0,infeasible
'111001000001111100001000,1,1,102.0,infeasible
'110100011101100000000010,1,1,96.0,infeasible
'010111010110011010000100,1,1,116.0,infeasible
'100101011110111100000010,1,1,116.0,infeasible
'000000110011011110100000,1,1,55.0,infeasible
'000010111101110100000100,1,1,137.0,infeasible
'111101111110010100010000,1,1,139.0,infeasible
'111100111011011111000000,1,1,152.0,infeasible
'000001000000011000000011,1,2,10.0,infeasible
'110110101100111110010010,1,2,92.0,infeasible
'010110001111010011000100,1,2,67.0,infeasible
'100000101110010101000100,1,2,38.0,infeasible
'010001111111011010011000,1,2,72.0,infeasible
'100110101010010111001000,1,2,54.0,infeasible
'110000010011110010011000,1,2,66.0,infeasible
'110110101000110011000100,1,2,93.0,infeasible
'000000101000010100000011,1,2,6.0,infeasible
'100100010100101000011000,1,2,41.0,infeasible
'001010000001110010010010,1,2,42.0,infeasible
'000000111001101111000100,1,2,95.0,infeasible
'000110101100100001000001,1,2,54.0,infeasible
'110111001000001000010100,1,2,61.0,infeasible
'000110010100101000010100,1,2,55.0,infeasible
'000111101011110000100100,1,2,85.0,infeasible
'111001010101011000001001,1,2,68.0,infeasible
'011010001111010110000011,1,2,66.0,infeasible
'110110001011100000001001,1,2,67.0,infeasible
'001011111011010111100000,1,2,133.0,infeasible
'010010101000000000010100,1,2,41.0,infeasible
'110010001011001011100000,1,2,54.0,infeasible
'001101110110111111000100,1,2,120.0,infeasible
'011110011100000110001010,1,2,89.0,infeasible
'111111001101010100010001,1,2,102.0,infeasible
'011110001011001100000101,1,2,78.0,infeasible
'101001100111111101000001,1,2,86.0,infeasible
'000101011001111010010001,1,2,70.0,infeasible
'000101011011111000000110,1,2,80.0,infeasible
'100001111110100100010001,1,2,61.0,infeasible
'010100111011111001001000,1,2,120.0,infeasible
'001010100110010000000110,1,2,23.0,infeasible
'001111000001110010010100,1,2,63.0,infeasible
'110100000001111001100000,1,2,70.0,infeasible
'100110010001111110100100,1,2,87.0,infeasible
'011101101011001010000011,1,2,66.0,infeasible
'100101011110000100000110,1,2,62.0,infeasible
'111011011100111100010001,1,2,153.0,infeasible
'000000001100001010010001,1,2,9.0,infeasible
'111110101100111110000011,1,2,115.0,infeasible
'100010001001000010011010,1,3,17.0,infeasible
'001110111011110010010101,1,3,67.0,infeasible
'000110000111000001001001,1,3,30.0,infeasible
'101100001110011010010101,1,3,26.0,infeasible
'110110000101110100010110,1,3,45.0,infeasible
'010111010101010100000111,1,3,53.0,infeasible
'001011100101110001001001,1,3,70.0,infeasible
'101010101000111100010011,1,3,46.0,infeasible
'010000011110111100001011,1,3,71.0,infeasible
'101010100100001010011001,1,3,23.0,infeasible
'111000100001101001001001,1,3,51.0,infeasible
'100100110101000000000111,1,3,29.0,infeasible
'001111001100010010001011,1,3,26.0,infeasible
'100110100100011100011001,1,3,19.0,infeasible
'101100001111110001001001,1,3,55.0,infeasible
'110100110100101101001001,1,3,54.0,infeasible
'110110000000110011001001,1,3,56.0,infeasible
'001100000110001000011001,1,3,27.0,infeasible
'010101000110110010001101,1,3,40.0,infeasible
'010001011100101010001011,1,3,48.0,infeasible
'111011110011011000001110,1,3,63.0,infeasible
'100010100011100100011011,1,4,28.0,infeasible
'010001111101111010011110,1,4,52.0,infeasible
'000010011100100110011101,1,4,35.0,infeasible
'110011001110000100010111,1,4,36.0,infeasible
'101111010011100000011011,1,4,36.0,infeasible
'000001111110100000011011,1,4,33.0,infeasible
'101000001110001110011110,1,4,23.0,infeasible
'000111100110011100011011,1,4,27.0,infeasible
'010110001110111000011101,1,4,44.0,infeasible
'101111010001110110011110,1,4,33.0,infeasible
'001101000100010100011011,1,4,17.0,infeasible
'101110101001010010011111,1,5,21.0,infeasible
'010100011011101000011111,1,5,51.0,infeasible
'100101110011100000100010,1,2,34.0,feasible
'001000001010000010100010,1,2,7.0,feasible
'000000011001000100101000,1,2,34.0,feasible
'010011001010110100101000,1,2,81.0,feasible
'001101111111000110100010,1,2,65.0,feasible
'000100000111010110101000,1,2,21.0,feasible
'010000101001111000100010,1,2,49.0,feasible
'010000010110000100100010,1,2,33.0,feasible
'101011111110110010110000,1,2,119.0,feasible
'100110011011100100100001,1,2,67.0,feasible
